"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 25 a 29 años (024)",79,77,1,38,26,11,1,,,,2,127
"De 30 a 34 años (025)",63,63,4,17,16,8,14,4,,,,156
"De 35 a 39 años (026)",56,55,1,12,8,9,14,8,3,,1,195
"De 40 a 44 años (027)",39,38,2,4,9,4,9,5,4,1,1,146
"De 45 a 49 años (028)",39,39,1,5,9,2,7,7,5,3,,176
"De 50 y más años (029)",91,91,2,7,14,12,19,22,8,7,,446
"Casado(a) (030)",3132,3114,82,119,205,243,640,695,550,580,18,19813
"De 12 a 14 años (031)",2,2,2,,,,,,,,,
"De 15 a 19 años (032)",14,11,3,6,2,,,,,,3,10
"De 20 a 24 años (033)",61,60,7,23,16,7,4,3,,,1,113
"De 25 a 29 años (034)",145,144,5,17,35,38,41,8,,,1,429
"De 30 a 34 años (035)",252,249,5,11,32,47,101,39,11,3,3,1024
"De 35 a 39 años (036)",346,344,5,12,39,28,109,97,41,13,2,1771
"De 40 a 44 años (037)",423,422,6,5,19,37,93,102,90,70,1,2767
"De 45 a 49 años (038)",436,435,5,6,11,24,66,110,103,110,1,3190
"De 50 y más años (039)",1453,1447,44,39,51,62,226,336,305,384,6,10509
"Viudo(a) (040)",937,929,56,41,53,64,183,182,169,181,8,5837
"De 15 a 19 años (042)",1,,,,,,,,,,1,
"De 20 a 24 años (043)",6,6,,4,,1,1,,,,,11
"De 25 a 29 años (044)",5,5,1,,1,,2,1,,,,18
"De 30 a 34 años (045)",12,11,,2,1,2,6,,,,1,35
"De 35 a 39 años (046)",16,16,,1,1,1,6,6,,1,,80
"De 40 a 44 años (047)",51,51,8,,2,2,16,16,5,2,,248
"De 45 a 49 años (048)",40,40,,2,3,1,10,9,8,7,,254
"De 50 y más años (049)",806,800,47,32,45,57,142,150,156,171,6,5191
"Divorciado(a) (050)",60,57,2,16,13,9,10,2,4,1,3,167
"De 15 a 19 años (052)",3,3,,3,,,,,,,,3
"De 20 a 24 años (053)",5,5,,4,,1,,,,,,7
"De 25 a 29 años (054)",6,6,,3,2,,1,,,,,12
"De 30 a 34 años (055)",6,6,1,,3,2,,,,,,12
"De 35 a 39 años (056)",11,9,,1,3,1,3,1,,,2,28
"De 40 a 44 años (057)",3,3,,1,2,,,,,,,5
"De 45 a 49 años (058)",11,11,,1,2,2,4,,2,,,45
"De 50 y más años (059)",15,14,1,3,1,3,2,1,2,1,1,55
"Soltero(a) (060)",3723,3551,3254,190,58,34,15,,,,172,468
"De 12 a 14 años (061)",1470,1470,1467,2,1,,,,,,,4
"De 15 a 19 años (062)",1295,1295,1256,36,2,,1,,,,,44
"De 20 a 24 años (063)",464,398,319,70,7,1,1,,,,66,91
"De 25 a 29 años (064)",185,147,92,37,10,6,2,,,,38,83
"De 30 a 34 años (065)",92,67,26,15,17,6,3,,,,25,79
"De 35 a 39 años (066)",83,64,40,9,8,5,2,,,,19,48
"De 40 a 44 años (067)",24,17,5,5,2,3,2,,,,7,26
"De 45 a 49 años (068)",35,29,15,2,6,4,2,,,,6,34
"De 50 y más años (069)",75,64,34,14,5,9,2,,,,11,59
,,,,,,,,,,,,
"URBANA (080)",2786,2682,888,323,300,226,379,264,164,138,104,7913
"De 12 a 14 años (081)",334,334,332,1,1,,,,,,,3
"De 15 a 19 años (082)",365,359,311,39,8,1,,,,,6,58
"De 20 a 24 años (083)",315,290,110,116,41,19,4,,,,25,273
"De 25 a 29 años (084)",302,279,41,74,91,47,25,1,,,23,513
"De 30 a 34 años (085)",253,242,15,29,51,46,82,14,5,,11,754
"De 35 a 39 años (086)",256,240,28,17,41,30,74,35,13,2,16,878
"De 40 a 44 años (087)",213,208,6,9,21,20,63,47,27,15,5,1083
"De 45 a 49 años (088)",181,175,9,5,15,16,36,41,32,21,6,994
"De 50 y más años (089)",567,555,36,33,31,47,95,126,87,100,12,3357
"Conviviente (090)",744,725,58,167,165,94,139,67,26,9,19,2139
"De 12 a 14 años (091)",2,2,2,,,,,,,,,
"De 15 a 19 años (092)",49,44,15,23,5,1,,,,,5,36
"De 20 a 24 años (093)",137,133,13,70,32,15,3,,,,4,193
"De 25 a 29 años (094)",165,165,9,44,68,27,16,1,,,,336
"De 30 a 34 años (095)",125,123,3,15,24,23,46,9,3,,2,417
"De 35 a 39 años (096)",102,100,5,6,16,16,35,17,4,1,2,395
"De 40 a 44 años (097)",73,71,3,5,8,7,21,17,8,2,2,332
"De 45 a 49 años (098)",38,37,2,1,5,1,9,8,6,5,1,208
"De 50 y más años (099)",53,50,6,3,7,4,9,15,5,1,3,222
"Separado(a) (100)",130,128,2,36,27,23,22,9,7,2,2,388
"De 15 a 19 años (102)",8,8,,7,1,,,,,,,9
"De 20 a 24 años (103)",16,15,,9,5,1,,,,,1,22
"De 25 a 29 años (104)",24,23,,11,5,6,1,,,,1,43
"De 30 a 34 años (105)",19,19,,4,5,4,6,,,,,50
"De 35 a 39 años (106)",14,14,,3,2,4,3,1,1,,,48
"De 40 a 44 años (107)",15,15,1,1,4,3,4,2,,,,46
"De 45 a 49 años (108)",12,12,,,3,2,3,1,2,1,,57
"De 50 y más años (109)",22,22,1,1,2,3,5,5,4,1,,113
"Casado(a) (110)",740,735,17,43,76,73,173,152,107,94,5,4126
"De 12 a 14 años (111)",1,1,1,,,,,,,,,
"De 15 a 19 años (112)",4,3,,2,1,,,,,,1,4
"De 20 a 24 años (113)",19,19,2,11,4,1,1,,,,,26
"De 25 a 29 años (114)",45,45,3,9,15,11,7,,,,,104
"De 30 a 34 años (115)",76,76,2,4,17,17,29,5,2,,,261
"De 35 a 39 años (116)",89,88,1,5,18,8,33,14,8,1,1,385
"De 40 a 44 años (117)",100,99,1,,7,10,30,22,17,12,1,594
"De 45 a 49 años (118)",97,96,1,1,4,9,18,31,20,12,1,611
"De 50 y más años (119)",309,308,6,11,10,17,55,80,60,69,1,2141
"Viudo(a) (120)",191,190,11,14,13,21,39,36,23,33,1,1080
"De 20 a 24 años (123)",1,1,,1,,,,,,,,1
"De 25 a 29 años (124)",2,2,1,,,,1,,,,,5
"De 30 a 34 años (125)",3,3,,1,1,,1,,,,,7
"De 35 a 39 años (126)",4,4,,,,,1,3,,,,23
"De 40 a 44 años (127)",18,18,1,,,,8,6,2,1,,104
"De 45 a 49 años (128)",12,12,,1,,1,3,1,3,3,,80
"De 50 y más años (129)",151,150,9,11,12,20,25,26,18,29,1,860
"Divorciado(a) (130)",18,17,,2,4,4,6,,1,,1,56
"De 20 a 24 años (133)",1,1,,,,1,,,,,,3
"De 30 a 34 años (135)",1,1,,,,1,,,,,,3
"De 35 a 39 años (136)",4,4,,,2,,2,,,,,12
"De 40 a 44 años (137)",1,1,,,1,,,,,,,2
"De 45 a 49 años (138)",6,6,,,1,1,3,,1,,,26
"De 50 y más años (139)",5,4,,2,,1,1,,,,1,10
"Soltero(a) (140)",963,887,800,61,15,11,,,,,76,124
"De 12 a 14 años (141)",331,331,329,1,1,,,,,,,3
"De 15 a 19 años (142)",304,304,296,7,1,,,,,,,9
"De 20 a 24 años (143)",141,121,95,25,,1,,,,,20,28
"De 25 a 29 años (144)",66,44,28,10,3,3,,,,,22,25
"De 30 a 34 años (145)",29,20,10,5,4,1,,,,,9,16
"De 35 a 39 años (146)",43,30,22,3,3,2,,,,,13,15
"De 40 a 44 años (147)",6,4,,3,1,,,,,,2,5
"De 45 a 49 años (148)",16,12,6,2,2,2,,,,,4,12
"De 50 y más años (149)",27,21,14,5,,2,,,,,6,11
,,,,,,,,,,,,
"RURAL (160)",8529,8367,2742,795,641,558,1159,1003,745,724,162,29839
"De 12 a 14 años (161)",1154,1146,1145,1,,,,,,,8,1
"De 15 a 19 años (162)",1185,1168,1009,138,20,,1,,,,17,182
"De 20 a 24 años (163)",839,783,268,297,143,51,21,3,,,56,841
"De 25 a 29 años (164)",696,675,82,141,150,137,139,26,,,21,1613
"De 30 a 34 años (165)",692,667,35,61,100,122,237,84,23,5,25,2444
"De 35 a 39 años (166)",648,638,36,33,61,64,185,171,69,19,10,3038
"De 40 a 44 años (167)",620,614,28,30,27,45,138,152,119,75,6,3652
"De 45 a 49 años (168)",537,535,19,17,29,23,88,122,112,125,2,3657
"De 50 y más años (169)",2158,2141,120,77,111,116,350,445,422,500,17,14411
"Conviviente (170)",2235,2196,164,411,347,292,487,275,140,80,39,7949
"De 12 a 14 años (171)",13,5,5,,,,,,,,8,
"De 15 a 19 años (172)",159,146,46,84,16,,,,,,13,116
"De 20 a 24 años (173)",394,386,37,176,114,43,16,,,,8,597
"De 25 a 29 años (174)",413,410,15,76,99,102,101,17,,,3,1121
"De 30 a 34 años (175)",395,390,11,30,58,80,149,46,14,2,5,1475
"De 35 a 39 años (176)",290,290,13,9,27,34,90,77,34,6,,1399
"De 40 a 44 años (177)",220,220,10,19,6,12,60,59,39,15,,1211
"De 45 a 49 años (178)",119,119,5,5,8,5,26,29,20,21,,744
"De 50 y más años (179)",232,230,22,12,19,16,45,47,33,36,2,1286
"Separado(a) (180)",354,349,12,138,73,25,42,37,13,9,5,991
"De 12 a 14 años (181)",1,1,1,,,,,,,,,
"De 15 a 19 años (182)",21,20,,18,2,,,,,,1,22
"De 20 a 24 años (183)",71,70,2,57,10,1,,,,,1,80
"De 25 a 29 años (184)",55,54,1,27,21,5,,,,,1,84
"De 30 a 34 años (185)",44,44,4,13,11,4,8,4,,,,106
"De 35 a 39 años (186)",42,41,1,9,6,5,11,7,2,,1,147
"De 40 a 44 años (187)",24,23,1,3,5,1,5,3,4,1,1,100
"De 45 a 49 años (188)",27,27,1,5,6,,4,6,3,2,,119
"De 50 y más años (189)",69,69,1,6,12,9,14,17,4,6,,333
"Casado(a) (190)",2392,2379,65,76,129,170,467,543,443,486,13,15687
"De 12 a 14 años (191)",1,1,1,,,,,,,,,
"De 15 a 19 años (192)",10,8,3,4,1,,,,,,2,6
"De 20 a 24 años (193)",42,41,5,12,12,6,3,3,,,1,87
"De 25 a 29 años (194)",100,99,2,8,20,27,34,8,,,1,325
"De 30 a 34 años (195)",176,173,3,7,15,30,72,34,9,3,3,763
"De 35 a 39 años (196)",257,256,4,7,21,20,76,83,33,12,1,1386
"De 40 a 44 años (197)",323,323,5,5,12,27,63,80,73,58,,2173
"De 45 a 49 años (198)",339,339,4,5,7,15,48,79,83,98,,2579
"De 50 y más años (199)",1144,1139,38,28,41,45,171,256,245,315,5,8368
"Viudo(a) (200)",746,739,45,27,40,43,144,146,146,148,7,4757
"De 15 a 19 años (202)",1,,,,,,,,,,1,
"De 20 a 24 años (203)",5,5,,3,,1,1,,,,,10
"De 25 a 29 años (204)",3,3,,,1,,1,1,,,,13
"De 30 a 34 años (205)",9,8,,1,,2,5,,,,1,28
"De 35 a 39 años (206)",12,12,,1,1,1,5,3,,1,,57
"De 40 a 44 años (207)",33,33,7,,2,2,8,10,3,1,,144
"De 45 a 49 años (208)",28,28,,1,3,,7,8,5,4,,174
"De 50 y más años (209)",655,650,38,21,33,37,117,124,138,142,5,4331
"Divorciado(a) (210)",42,40,2,14,9,5,4,2,3,1,2,111
"De 15 a 19 años (212)",3,3,,3,,,,,,,,3
"De 20 a 24 años (213)",4,4,,4,,,,,,,,4
"De 25 a 29 años (214)",6,6,,3,2,,1,,,,,12
"De 30 a 34 años (215)",5,5,1,,3,1,,,,,,9
"De 35 a 39 años (216)",7,5,,1,1,1,1,1,,,2,16
"De 40 a 44 años (217)",2,2,,1,1,,,,,,,3
"De 45 a 49 años (218)",5,5,,1,1,1,1,,1,,,19
"De 50 y más años (219)",10,10,1,1,1,2,1,1,2,1,,45
"Soltero(a) (220)",2760,2664,2454,129,43,23,15,,,,96,344
"De 12 a 14 años (221)",1139,1139,1138,1,,,,,,,,1
"De 15 a 19 años (222)",991,991,960,29,1,,1,,,,,35
"De 20 a 24 años (223)",323,277,224,45,7,,1,,,,46,63
"De 25 a 29 años (224)",119,103,64,27,7,3,2,,,,16,58
"De 30 a 34 años (225)",63,47,16,10,13,5,3,,,,16,63
"De 35 a 39 años (226)",40,34,18,6,5,3,2,,,,6,33
"De 40 a 44 años (227)",18,13,5,2,1,3,2,,,,5,21
"De 45 a 49 años (228)",19,17,9,,4,2,2,,,,2,22
"De 50 y más años (229)",48,43,20,9,5,7,2,,,,5,48
