"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CHEPEN (000)",29456,70019,64493,,1141,92.1,1.6
"De 12 a 14 años (001)",2489,11,11,,,100,
"De 15 a 19 años (002)",3626,541,533,155,98.5,28.7,
"De 20 a 24 años (003)",3162,2393,2366,285,98.9,11.9,
"De 25 a 29 años (004)",2912,4084,4011,280,98.2,6.9,
"De 30 a 34 años (005)",2915,5863,5712,240,97.4,4.1,
"De 35 a 39 años (006)",2830,7215,6981,119,96.8,1.6,
"De 40 a 44 años (007)",2491,7514,7209,55,95.9,0.7,
"De 45 a 49 años (008)",2051,7164,6767,7,94.5,0.1,
"De 50 y más años (009)",6980,35234,30903,,87.7,,
"Sin nivel (010)",3810,18723,16187,89,86.5,0.5,
"De 12 a 14 años (011)",38,7,7,,100,,
"De 15 a 19 años (012)",64,24,23,4,95.8,16.7,
"De 20 a 24 años (013)",141,138,135,13,97.8,9.4,
"De 25 a 29 años (014)",134,248,244,15,98.4,6,
"De 30 a 34 años (015)",271,724,692,26,95.6,3.6,
"De 35 a 39 años (016)",294,939,895,17,95.3,1.8,
"De 40 a 44 años (017)",323,1304,1218,12,93.4,0.9,
"De 45 a 49 años (018)",340,1589,1478,2,93,0.1,
"De 50 y más años (019)",2205,13750,11495,,83.6,,
"Educacion Inicial (020)",53,79,78,5,98.7,6.3,
"De 12 a 14 años (021)",7,,,,,,
"De 15 a 19 años (022)",7,1,1,,100,,
"De 20 a 24 años (023)",14,18,18,1,100,5.6,
"De 25 a 29 años (024)",6,6,6,,100,,
"De 30 a 34 años (025)",12,29,29,3,100,10.3,
"De 35 a 39 años (026)",7,25,24,1,96,4,
"Primaria (030)",8394,26678,24617,306,92.3,1.1,
"De 12 a 14 años (031)",850,1,1,,100,,
"De 15 a 19 años (032)",528,178,177,45,99.4,25.3,
"De 20 a 24 años (033)",611,739,730,67,98.8,9.1,
"De 25 a 29 años (034)",655,1299,1277,80,98.3,6.2,
"De 30 a 34 años (035)",698,1774,1716,55,96.7,3.1,
"De 35 a 39 años (036)",791,2473,2380,36,96.2,1.5,
"De 40 a 44 años (037)",766,2806,2678,23,95.4,0.8,
"De 45 a 49 años (038)",687,2791,2618,,93.8,,
"De 50 y más años (039)",2808,14617,13040,,89.2,,
