"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",34,34,,,
"Actividad economica no especificada (043)",677,319,117,123,118
"Mujeres (044)",9681,6709,776,1003,1193
"Agric., ganadería, caza y silvicultura (045)",103,82,9,9,3
"Pesca (046)",71,31,13,15,12
"Explotación de minas y canteras (047)",44,6,5,7,26
"Industrias manufactureras (048)",426,304,37,38,47
"Suministro de electricidad, gas y agua (049)",22,,2,7,13
"Construcción (050)",91,29,18,31,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3156,2917,178,51,10
"Venta, mant.y rep. veh.autom y motoc. (052)",53,33,9,7,4
"Comercio al por mayor (053)",145,99,31,9,6
"Comercio al por menor (054)",2958,2785,138,35,
"Hoteles y restaurantes (055)",1277,1159,74,39,5
"Trans., almac. y comunicaciones (056)",316,212,39,46,19
"Intermediación financiera (057)",130,14,19,87,10
"Activid.inmobil., empres. y alquileres (058)",534,295,77,90,72
"Admin.pub. y defensa; p. segur soc.afil (059)",418,,,,418
"Enseñanza (060)",999,170,161,466,202
"Servicios sociales y de salud (061)",461,143,24,19,275
"Otras activ. serv.comun.soc y personales (062)",452,334,56,51,11
"Hogares privados con servicio doméstico (063)",614,614,,,
"Actividad economica no especificada (065)",567,399,64,47,57
,,,,,
"URBANA (066)",25791,15101,3037,3459,4194
"Agric., ganadería, caza y silvicultura (067)",219,162,31,19,7
"Pesca (068)",2143,1140,610,319,74
"Explotación de minas y canteras (069)",974,44,58,137,735
"Industrias manufactureras (070)",1958,1088,268,325,277
"Suministro de electricidad, gas y agua (071)",199,14,6,70,109
"Construcción (072)",2361,1358,358,441,204
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",5581,4801,403,243,134
"Venta, mant.y rep. veh.autom y motoc. (074)",835,468,112,142,113
"Comercio al por mayor (075)",294,182,55,36,21
"Comercio al por menor (076)",4452,4151,236,65,
"Hoteles y restaurantes (077)",1662,1455,130,68,9
"Trans., almac. y comunicaciones (078)",2642,1848,256,372,166
"Intermediación financiera (079)",235,33,39,146,17
"Activid.inmobil., empres. y alquileres (080)",1837,813,301,414,309
"Admin.pub. y defensa; p. segur soc.afil (081)",1225,,,,1225
"Enseñanza (082)",1412,225,228,617,342
"Servicios sociales y de salud (083)",615,181,32,24,378
"Otras activ. serv.comun.soc y personales (084)",848,580,136,98,34
"Hogares privados con servicio doméstico (085)",646,646,,,
"Actividad economica no especificada (087)",1234,713,181,166,174
"Hombres (088)",16173,8433,2263,2461,3016
"Agric., ganadería, caza y silvicultura (089)",142,106,22,10,4
"Pesca (090)",2073,1110,597,304,62
"Explotación de minas y canteras (091)",930,38,53,130,709
"Industrias manufactureras (092)",1533,785,231,287,230
"Suministro de electricidad, gas y agua (093)",177,14,4,63,96
"Construcción (094)",2270,1329,340,410,191
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2431,1890,225,192,124
"Venta, mant.y rep. veh.autom y motoc. (096)",782,435,103,135,109
"Comercio al por mayor (097)",149,83,24,27,15
"Comercio al por menor (098)",1500,1372,98,30,
"Hoteles y restaurantes (099)",386,297,56,29,4
"Trans., almac. y comunicaciones (100)",2326,1636,217,326,147
"Intermediación financiera (101)",105,19,20,59,7
"Activid.inmobil., empres. y alquileres (102)",1305,518,224,326,237
"Admin.pub. y defensa; p. segur soc.afil (103)",819,,,,819
"Enseñanza (104)",418,55,68,154,141
"Servicios sociales y de salud (105)",155,38,8,5,104
"Otras activ. serv.comun.soc y personales (106)",398,247,81,47,23
"Hogares privados con servicio doméstico (107)",34,34,,,
"Actividad economica no especificada (109)",671,317,117,119,118
"Mujeres (110)",9618,6668,774,998,1178
"Agric., ganadería, caza y silvicultura (111)",77,56,9,9,3
"Pesca (112)",70,30,13,15,12
"Explotación de minas y canteras (113)",44,6,5,7,26
"Industrias manufactureras (114)",425,303,37,38,47
"Suministro de electricidad, gas y agua (115)",22,,2,7,13
"Construcción (116)",91,29,18,31,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3150,2911,178,51,10
"Venta, mant.y rep. veh.autom y motoc. (118)",53,33,9,7,4
"Comercio al por mayor (119)",145,99,31,9,6
"Comercio al por menor (120)",2952,2779,138,35,
"Hoteles y restaurantes (121)",1276,1158,74,39,5
"Trans., almac. y comunicaciones (122)",316,212,39,46,19
"Intermediación financiera (123)",130,14,19,87,10
"Activid.inmobil., empres. y alquileres (124)",532,295,77,88,72
"Admin.pub. y defensa; p. segur soc.afil (125)",406,,,,406
"Enseñanza (126)",994,170,160,463,201
"Servicios sociales y de salud (127)",460,143,24,19,274
"Otras activ. serv.comun.soc y personales (128)",450,333,55,51,11
"Hogares privados con servicio doméstico (129)",612,612,,,
"Actividad economica no especificada (131)",563,396,64,47,56
,,,,,
"RURAL (132)",335,136,11,66,122
"Agric., ganadería, caza y silvicultura (133)",79,76,1,1,1
"Pesca (134)",13,7,1,3,2
"Explotación de minas y canteras (135)",5,2,,1,2
"Industrias manufactureras (136)",13,1,3,9,
"Construcción (138)",30,4,1,25,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",18,14,,4,
"Venta, mant.y rep. veh.autom y motoc. (140)",6,2,,4,
"Comercio al por menor (142)",12,12,,,
"Hoteles y restaurantes (143)",4,2,1,1,
"Trans., almac. y comunicaciones (144)",10,6,1,3,
"Activid.inmobil., empres. y alquileres (146)",20,10,1,8,1
"Admin.pub. y defensa; p. segur soc.afil (147)",112,,,,112
"Enseñanza (148)",8,,1,6,1
"Servicios sociales y de salud (149)",3,1,,,2
"Otras activ. serv.comun.soc y personales (150)",8,6,1,1,
"Hogares privados con servicio doméstico (151)",2,2,,,
"Actividad economica no especificada (153)",10,5,,4,1
"Hombres (154)",272,95,9,61,107
"Agric., ganadería, caza y silvicultura (155)",53,50,1,1,1
"Pesca (156)",12,6,1,3,2
"Explotación de minas y canteras (157)",5,2,,1,2
"Industrias manufactureras (158)",12,,3,9,
"Construcción (160)",30,4,1,25,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",12,8,,4,
"Venta, mant.y rep. veh.autom y motoc. (162)",6,2,,4,
"Comercio al por menor (164)",6,6,,,
"Hoteles y restaurantes (165)",3,1,1,1,
"Trans., almac. y comunicaciones (166)",10,6,1,3,
"Activid.inmobil., empres. y alquileres (168)",18,10,1,6,1
"Admin.pub. y defensa; p. segur soc.afil (169)",100,,,,100
"Enseñanza (170)",3,,,3,
"Servicios sociales y de salud (171)",2,1,,,1
"Otras activ. serv.comun.soc y personales (172)",6,5,,1,
"Actividad economica no especificada (175)",6,2,,4,
"Mujeres (176)",63,41,2,5,15
"Agric., ganadería, caza y silvicultura (177)",26,26,,,
"Pesca (178)",1,1,,,
"Industrias manufactureras (180)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",6,6,,,
"Comercio al por menor (186)",6,6,,,
"Hoteles y restaurantes (187)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",2,,,2,
"Admin.pub. y defensa; p. segur soc.afil (191)",12,,,,12
"Enseñanza (192)",5,,1,3,1
"Servicios sociales y de salud (193)",1,,,,1
"Otras activ. serv.comun.soc y personales (194)",2,1,1,,
"Hogares privados con servicio doméstico (195)",2,2,,,
"Actividad economica no especificada (197)",4,3,,,1
