"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LA UNION (000)",5843,718,769,2795,65,1401,95
"Agric., ganadería, caza y silvicultura (001)",4059,8,459,2273,50,1269,
"Pesca (002)",2,,,2,,,
"Explotación de minas y canteras (003)",37,2,25,6,1,3,
"Industrias manufactureras (004)",88,3,24,54,,7,
"Suministro de electricidad, gas y agua (005)",15,2,12,1,,,
"Construcción (006)",223,3,188,27,,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",294,25,3,201,6,59,
"Venta, mant.y rep. veh.autom.y motoc. (008)",14,1,3,7,,3,
"Comercio al por mayor (009)",13,1,,10,1,1,
"Comercio al por menor (010)",267,23,,184,5,55,
"Hoteles y restaurantes (011)",113,25,5,61,4,18,
"Trans., almac. y comunicaciones (012)",94,39,10,41,2,2,
"Activid.inmobil., empres. y alquileres (014)",65,49,3,12,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",128,118,10,,,,
"Enseñanza (016)",369,332,,33,,4,
"Servicios sociales y de salud (017)",91,83,,8,,,
"Otras activ. serv.comun.soc y personales (018)",53,22,10,19,,2,
"Hogares privados con servicio doméstico (019)",95,,,,,,95
"Actividad economica no especificada (021)",117,7,20,57,1,32,
"Hombres (022)",3541,369,617,1976,49,514,16
"Agric., ganadería, caza y silvicultura (023)",2554,7,337,1709,39,462,
"Pesca (024)",1,,,1,,,
"Explotación de minas y canteras (025)",37,2,25,6,1,3,
"Industrias manufactureras (026)",59,2,18,36,,3,
"Suministro de electricidad, gas y agua (027)",14,2,11,1,,,
"Construcción (028)",219,3,185,26,,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",124,11,3,91,5,14,
"Venta, mant.y rep. veh.autom.y motoc. (030)",11,,3,7,,1,
"Comercio al por mayor (031)",8,,,6,1,1,
"Comercio al por menor (032)",105,11,,78,4,12,
"Hoteles y restaurantes (033)",14,3,1,7,,3,
"Trans., almac. y comunicaciones (034)",87,34,10,39,2,2,
"Activid.inmobil., empres. y alquileres (036)",44,32,1,10,1,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",89,80,9,,,,
"Enseñanza (038)",160,146,,11,,3,
"Servicios sociales y de salud (039)",36,30,,6,,,
"Otras activ. serv.comun.soc y personales (040)",34,15,8,9,,2,
"Hogares privados con servicio doméstico (041)",16,,,,,,16
"Actividad economica no especificada (043)",53,2,9,24,1,17,
"Mujeres (044)",2302,349,152,819,16,887,79
"Agric., ganadería, caza y silvicultura (045)",1505,1,122,564,11,807,
"Pesca (046)",1,,,1,,,
"Industrias manufactureras (048)",29,1,6,18,,4,
"Suministro de electricidad, gas y agua (049)",1,,1,,,,
"Construcción (050)",4,,3,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",170,14,,110,1,45,
"Venta, mant.y rep. veh.autom.y motoc. (052)",3,1,,,,2,
"Comercio al por mayor (053)",5,1,,4,,,
"Comercio al por menor (054)",162,12,,106,1,43,
"Hoteles y restaurantes (055)",99,22,4,54,4,15,
"Trans., almac. y comunicaciones (056)",7,5,,2,,,
"Activid.inmobil., empres. y alquileres (058)",21,17,2,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",39,38,1,,,,
"Enseñanza (060)",209,186,,22,,1,
"Servicios sociales y de salud (061)",55,53,,2,,,
"Otras activ. serv.comun.soc y personales (062)",19,7,2,10,,,
"Hogares privados con servicio doméstico (063)",79,,,,,,79
"Actividad economica no especificada (065)",64,5,11,33,,15,
,,,,,,,
"URBANA (066)",2924,605,418,1224,48,586,43
"Agric., ganadería, caza y silvicultura (067)",1632,7,260,832,36,497,
"Pesca (068)",2,,,2,,,
"Explotación de minas y canteras (069)",8,,3,2,1,2,
"Industrias manufactureras (070)",65,2,20,36,,7,
"Suministro de electricidad, gas y agua (071)",8,1,7,,,,
"Construcción (072)",121,2,94,22,,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",235,18,2,165,3,47,
"Venta, mant.y rep. veh.autom.y motoc. (074)",13,1,2,7,,3,
"Comercio al por mayor (075)",10,1,,8,1,,
"Comercio al por menor (076)",212,16,,150,2,44,
"Hoteles y restaurantes (077)",89,20,2,47,4,16,
"Trans., almac. y comunicaciones (078)",81,34,9,34,2,2,
"Activid.inmobil., empres. y alquileres (080)",52,38,3,10,1,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",109,104,5,,,,
"Enseñanza (082)",298,281,,16,,1,
"Servicios sociales y de salud (083)",79,73,,6,,,
"Otras activ. serv.comun.soc y personales (084)",43,20,7,15,,1,
"Hogares privados con servicio doméstico (085)",43,,,,,,43
"Actividad economica no especificada (087)",59,5,6,37,1,10,
"Hombres (088)",1673,299,337,773,37,215,12
"Agric., ganadería, caza y silvicultura (089)",991,6,197,571,29,188,
"Pesca (090)",1,,,1,,,
"Explotación de minas y canteras (091)",8,,3,2,1,2,
"Industrias manufactureras (092)",42,2,14,23,,3,
"Suministro de electricidad, gas y agua (093)",7,1,6,,,,
"Construcción (094)",119,2,92,22,,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",93,7,2,73,3,8,
"Venta, mant.y rep. veh.autom.y motoc. (096)",10,,2,7,,1,
"Comercio al por mayor (097)",7,,,6,1,,
"Comercio al por menor (098)",76,7,,60,2,7,
"Hoteles y restaurantes (099)",10,3,,4,,3,
"Trans., almac. y comunicaciones (100)",75,29,9,33,2,2,
"Activid.inmobil., empres. y alquileres (102)",32,21,1,9,1,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",76,72,4,,,,
"Enseñanza (104)",123,117,,5,,1,
"Servicios sociales y de salud (105)",30,25,,5,,,
"Otras activ. serv.comun.soc y personales (106)",26,13,5,7,,1,
"Hogares privados con servicio doméstico (107)",12,,,,,,12
"Actividad economica no especificada (109)",28,1,4,18,1,4,
"Mujeres (110)",1251,306,81,451,11,371,31
"Agric., ganadería, caza y silvicultura (111)",641,1,63,261,7,309,
"Pesca (112)",1,,,1,,,
"Industrias manufactureras (114)",23,,6,13,,4,
"Suministro de electricidad, gas y agua (115)",1,,1,,,,
"Construcción (116)",2,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",142,11,,92,,39,
"Venta, mant.y rep. veh.autom.y motoc. (118)",3,1,,,,2,
"Comercio al por mayor (119)",3,1,,2,,,
"Comercio al por menor (120)",136,9,,90,,37,
"Hoteles y restaurantes (121)",79,17,2,43,4,13,
"Trans., almac. y comunicaciones (122)",6,5,,1,,,
"Activid.inmobil., empres. y alquileres (124)",20,17,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",33,32,1,,,,
"Enseñanza (126)",175,164,,11,,,
"Servicios sociales y de salud (127)",49,48,,1,,,
"Otras activ. serv.comun.soc y personales (128)",17,7,2,8,,,
"Hogares privados con servicio doméstico (129)",31,,,,,,31
"Actividad economica no especificada (131)",31,4,2,19,,6,
