"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PARINACOCHAS (000)",9855,2022,1800,4450,98,1305,180
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",46,46,,,,,
"Profes., científicos e intelectuales (002)",1185,1088,,90,6,1,
"Técnicos de nivel medio y trab. asimilados (003)",288,202,,71,12,3,
"Jefes y empleados de oficina (004)",268,266,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",789,129,17,539,11,92,1
"Agricult.trabaj. calif.agrop. y pesqueros (006)",2512,,,2461,51,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1141,,375,725,11,30,
"Obreros construc.,conf., papel, fab., instr. (008)",399,51,164,172,5,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",2862,149,1144,283,,1107,179
"Otra (010)",20,20,,,,,
"Ocupación no especificada (011)",345,71,100,109,2,63,
"Hombres (012)",6695,1186,1576,3184,73,657,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",35,35,,,,,
"Profes., científicos e intelectuales (014)",645,600,,40,5,,
"Técnicos de nivel medio y trab. asimilados (015)",178,120,,48,8,2,
"Jefes y empleados de oficina (016)",148,147,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",294,64,12,200,2,16,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",1997,,,1954,43,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1007,,358,619,8,22,
"Obreros construc.,conf., papel, fab., instr. (020)",384,51,162,160,5,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",1763,99,956,107,,582,19
"Otra (022)",20,20,,,,,
"Ocupación no especificada (023)",224,50,88,56,2,28,
"Mujeres (024)",3160,836,224,1266,25,648,161
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,11,,,,,
"Profes., científicos e intelectuales (026)",540,488,,50,1,1,
"Técnicos de nivel medio y trab. asimilados (027)",110,82,,23,4,1,
"Jefes y empleados de oficina (028)",120,119,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",495,65,5,339,9,76,1
"Agricult.trabaj. calif.agrop. y pesqueros (030)",515,,,507,8,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",134,,17,106,3,8,
"Obreros construc.,conf., papel, fab., instr. (032)",15,,2,12,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",1099,50,188,176,,525,160
"Ocupación no especificada (035)",121,21,12,53,,35,
,,,,,,,
"URBANA (036)",5964,1709,982,2583,50,485,155
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",37,37,,,,,
"Profes., científicos e intelectuales (038)",1036,960,,72,3,1,
"Técnicos de nivel medio y trab. asimilados (039)",226,160,,55,9,2,
"Jefes y empleados de oficina (040)",229,228,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",625,94,3,440,11,76,1
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1003,,,987,16,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",815,,187,601,8,19,
"Obreros construc.,conf., papel, fab., instr. (044)",277,36,103,131,3,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1475,120,622,230,,349,154
"Otra (046)",19,19,,,,,
"Ocupación no especificada (047)",222,55,67,67,,33,
"Hombres (048)",3857,967,853,1772,28,222,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",28,28,,,,,
"Profes., científicos e intelectuales (050)",553,521,,30,2,,
"Técnicos de nivel medio y trab. asimilados (051)",128,85,,37,5,1,
"Jefes y empleados de oficina (052)",117,117,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",228,46,1,165,2,14,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",796,,,785,11,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",713,,177,516,5,15,
"Obreros construc.,conf., papel, fab., instr. (056)",271,36,101,127,3,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",859,77,515,76,,176,15
"Otra (058)",19,19,,,,,
"Ocupación no especificada (059)",145,38,59,36,,12,
"Mujeres (060)",2107,742,129,811,22,263,140
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,9,,,,,
"Profes., científicos e intelectuales (062)",483,439,,42,1,1,
"Técnicos de nivel medio y trab. asimilados (063)",98,75,,18,4,1,
"Jefes y empleados de oficina (064)",112,111,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",397,48,2,275,9,62,1
"Agricult.trabaj. calif.agrop. y pesqueros (066)",207,,,202,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",102,,10,85,3,4,
"Obreros construc.,conf., papel, fab., instr. (068)",6,,2,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",616,43,107,154,,173,139
"Ocupación no especificada (071)",77,17,8,31,,21,
,,,,,,,
"RURAL (072)",3891,313,818,1867,48,820,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,9,,,,,
"Profes., científicos e intelectuales (074)",149,128,,18,3,,
"Técnicos de nivel medio y trab. asimilados (075)",62,42,,16,3,1,
"Jefes y empleados de oficina (076)",39,38,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",164,35,14,99,,16,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",1509,,,1474,35,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",326,,188,124,3,11,
"Obreros construc.,conf., papel, fab., instr. (080)",122,15,61,41,2,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",1387,29,522,53,,758,25
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",123,16,33,42,2,30,
"Hombres (084)",2838,219,723,1412,45,435,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,7,,,,,
"Profes., científicos e intelectuales (086)",92,79,,10,3,,
"Técnicos de nivel medio y trab. asimilados (087)",50,35,,11,3,1,
"Jefes y empleados de oficina (088)",31,30,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",66,18,11,35,,2,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",1201,,,1169,32,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",294,,181,103,3,7,
"Obreros construc.,conf., papel, fab., instr. (092)",113,15,61,33,2,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",904,22,441,31,,406,4
"Otra (094)",1,1,,,,,
"Ocupación no especificada (095)",79,12,29,20,2,16,
"Mujeres (096)",1053,94,95,455,3,385,21
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",57,49,,8,,,
"Técnicos de nivel medio y trab. asimilados (099)",12,7,,5,,,
"Jefes y empleados de oficina (100)",8,8,,,,,
