"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Hombres (088)",4380,35,694,160,182,291,946,225,423,1258,41,125
"Agric., ganadería, caza y silvicultura (089)",1539,,5,8,1,,945,1,,579,,
"Pesca (090)",1,,,,,,1,,,,,
"Explotación de minas y canteras (091)",37,,1,2,1,,,16,5,12,,
"Industrias manufactureras (092)",147,,1,5,,4,,122,13,2,,
"Suministro de electricidad, gas y agua (093)",16,,,,1,,,6,8,1,,
"Construcción (094)",619,,18,14,8,,,14,236,329,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",342,,1,8,3,203,,51,2,74,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",46,,,1,2,6,,33,1,3,,
"Comercio al por mayor (097)",18,,,1,1,13,,,1,2,,
"Comercio al por menor (098)",278,,1,6,,184,,18,,69,,
"Hoteles y restaurantes (099)",83,,,7,2,51,,,,23,,
"Trans., almac. y comunicaciones (100)",160,,2,5,5,2,,1,130,15,,
"Intermediación financiera (101)",4,,3,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",138,,34,28,28,11,,8,7,22,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",302,26,17,28,95,12,,3,18,62,41,
"Enseñanza (104)",617,9,573,2,21,,,,1,11,,
"Servicios sociales y de salud (105)",71,,24,27,8,5,,1,2,4,,
"Otras activ. serv.comun.soc y personales (106)",166,,15,24,9,3,,2,1,112,,
"Hogares privados con servicio doméstico (107)",12,,,,,,,,,12,,
"Actividad economica no especificada (109)",126,,,1,,,,,,,,125
"Mujeres (110)",1792,7,462,100,146,398,40,22,8,411,1,197
"Agric., ganadería, caza y silvicultura (111)",114,,,1,,,40,,,73,,
"Explotación de minas y canteras (113)",3,,,,2,,,1,,,,
"Industrias manufactureras (114)",26,,,1,,3,,19,3,,,
"Construcción (116)",28,,2,2,8,,,1,3,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",337,,3,6,2,268,,,1,57,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,,1,,,,,,
"Comercio al por mayor (119)",17,,1,1,1,13,,,1,,,
"Comercio al por menor (120)",319,,2,5,1,254,,,,57,,
"Hoteles y restaurantes (121)",179,,2,10,2,105,,,,60,,
"Trans., almac. y comunicaciones (122)",19,,,4,6,2,,,1,6,,
"Intermediación financiera (123)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",36,,12,5,19,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",92,5,3,3,64,1,,1,,14,1,
"Enseñanza (126)",423,2,400,2,15,,,,,4,,
"Servicios sociales y de salud (127)",114,,33,57,10,8,,,,6,,
"Otras activ. serv.comun.soc y personales (128)",86,,6,9,18,11,,,,42,,
"Hogares privados con servicio doméstico (129)",137,,,,,,,,,137,,
"Actividad economica no especificada (131)",197,,,,,,,,,,,197
,,,,,,,,,,,,
"RURAL (132)",9508,12,331,376,280,306,2949,868,643,3432,3,308
"Agric., ganadería, caza y silvicultura (133)",4875,,,11,1,,2948,,2,1913,,
"Pesca (134)",3,,,,,,1,,,2,,
"Explotación de minas y canteras (135)",1026,2,49,149,56,,,431,139,200,,
"Industrias manufactureras (136)",204,,,15,2,3,,166,14,4,,
"Suministro de electricidad, gas y agua (137)",65,,1,4,2,,,8,10,40,,
"Construcción (138)",1143,,37,46,25,,,63,308,664,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",392,,6,33,6,146,,154,6,41,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",127,,4,17,5,17,,74,3,7,,
"Comercio al por mayor (141)",8,,,2,,5,,,,1,,
"Comercio al por menor (142)",257,,2,14,1,124,,80,3,33,,
"Hoteles y restaurantes (143)",158,,,6,2,113,,,1,36,,
"Trans., almac. y comunicaciones (144)",154,,1,10,8,1,,4,113,17,,
"Intermediación financiera (145)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",381,,20,57,118,36,,30,26,94,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",263,7,4,3,36,4,,1,13,192,3,
"Enseñanza (148)",219,3,197,2,9,,,1,2,5,,
"Servicios sociales y de salud (149)",49,,14,19,5,3,,,2,6,,
"Otras activ. serv.comun.soc y personales (150)",190,,2,19,6,,,10,7,146,,
"Hogares privados con servicio doméstico (151)",72,,,,,,,,,72,,
"Actividad economica no especificada (153)",312,,,2,2,,,,,,,308
"Hombres (154)",8477,9,220,349,239,171,2824,851,630,3055,2,127
"Agric., ganadería, caza y silvicultura (155)",4549,,,11,1,,2823,,2,1712,,
"Pesca (156)",3,,,,,,1,,,2,,
"Explotación de minas y canteras (157)",992,2,38,146,46,,,426,136,198,,
"Industrias manufactureras (158)",191,,,14,2,2,,156,14,3,,
"Suministro de electricidad, gas y agua (159)",63,,1,4,2,,,6,10,40,,
"Construcción (160)",1100,,32,46,22,,,63,302,635,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",308,,6,32,5,76,,154,6,29,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",124,,4,16,4,16,,74,3,7,,
"Comercio al por mayor (163)",6,,,2,,3,,,,1,,
"Comercio al por menor (164)",178,,2,14,1,57,,80,3,21,,
"Hoteles y restaurantes (165)",79,,,5,2,50,,,1,21,,
"Trans., almac. y comunicaciones (166)",145,,1,9,7,1,,4,109,14,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",359,,16,51,110,36,,30,26,90,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",236,6,3,3,27,4,,1,13,177,2,
"Enseñanza (170)",132,1,117,,6,,,1,2,5,,
"Servicios sociales y de salud (171)",22,,5,9,2,2,,,2,2,,
"Otras activ. serv.comun.soc y personales (172)",163,,1,17,5,,,10,7,123,,
"Hogares privados con servicio doméstico (173)",4,,,,,,,,,4,,
"Actividad economica no especificada (175)",130,,,2,1,,,,,,,127
"Mujeres (176)",1031,3,111,27,41,135,125,17,13,377,1,181
"Agric., ganadería, caza y silvicultura (177)",326,,,,,,125,,,201,,
"Explotación de minas y canteras (179)",34,,11,3,10,,,5,3,2,,
"Industrias manufactureras (180)",13,,,1,,1,,10,,1,,
"Suministro de electricidad, gas y agua (181)",2,,,,,,,2,,,,
"Construcción (182)",43,,5,,3,,,,6,29,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",84,,,1,1,70,,,,12,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,,,1,1,1,,,,,,
"Comercio al por mayor (185)",2,,,,,2,,,,,,
"Comercio al por menor (186)",79,,,,,67,,,,12,,
"Hoteles y restaurantes (187)",79,,,1,,63,,,,15,,
"Trans., almac. y comunicaciones (188)",9,,,1,1,,,,4,3,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",22,,4,6,8,,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",27,1,1,,9,,,,,15,1,
"Enseñanza (192)",87,2,80,2,3,,,,,,,
"Servicios sociales y de salud (193)",27,,9,10,3,1,,,,4,,
"Otras activ. serv.comun.soc y personales (194)",27,,1,2,1,,,,,23,,
"Hogares privados con servicio doméstico (195)",68,,,,,,,,,68,,
"Actividad economica no especificada (197)",182,,,,1,,,,,,,181
