"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 15 a 19 años (052)",17,,,,,,6,11
"De 20 a 24 años (053)",312,,,,,,111,201
"De 25 a 29 años (054)",229,,,,,6,107,116
"De 30 a 34 años (055)",148,,,,,26,85,37
"De 35 a 39 años (056)",123,,,,,30,62,31
"De 40 a 44 años (057)",58,,,,2,33,18,5
"De 45 a 49 años (058)",34,,,1,5,18,3,7
"De 50 y más años (059)",42,,1,7,15,6,,13
"Sup. no Univ. completa (060)",1972,,7,32,85,357,794,697
"De 20 a 24 años (063)",210,,,,,,68,142
"De 25 a 29 años (064)",468,,,,,13,224,231
"De 30 a 34 años (065)",448,,,,,54,247,147
"De 35 a 39 años (066)",328,,,,1,98,156,73
"De 40 a 44 años (067)",227,,,,10,92,80,45
"De 45 a 49 años (068)",128,,,,19,62,18,29
"De 50 y más años (069)",163,,7,32,55,38,1,30
"Sup. Univ. incompleta (070)",513,,,4,15,59,158,277
"De 15 a 19 años (072)",12,,,,,,7,5
"De 20 a 24 años (073)",193,,,,,,47,146
"De 25 a 29 años (074)",112,,,,,1,43,68
"De 30 a 34 años (075)",48,,,,,7,23,18
"De 35 a 39 años (076)",42,,,,,9,23,10
"De 40 a 44 años (077)",47,,,,3,24,9,11
"De 45 a 49 años (078)",29,,,,3,8,5,13
"De 50 y más años (079)",30,,,4,9,10,1,6
"Sup. Univ. completa (080)",1006,,3,16,81,226,311,369
"De 20 a 24 años (083)",78,,,,,,25,53
"De 25 a 29 años (084)",191,,,,,5,72,114
"De 30 a 34 años (085)",174,,,,,25,76,73
"De 35 a 39 años (086)",169,,,,1,45,78,45
"De 40 a 44 años (087)",141,,,,5,70,35,31
"De 45 a 49 años (088)",123,,,1,21,53,24,24
"De 50 y más años (089)",130,,3,15,54,28,1,29
,,,,,,,,
"URBANA (100)",15579,70,326,756,1524,3283,5348,4272
"De 12 a 14 años (101)",17,,,,,,,17
"De 15 a 19 años (102)",308,,,,,,160,148
"De 20 a 24 años (103)",1632,,,,,4,779,849
"De 25 a 29 años (104)",2108,,,,,78,1230,800
"De 30 a 34 años (105)",2100,,,,,351,1230,519
"De 35 a 39 años (106)",2056,,,,14,646,1053,343
"De 40 a 44 años (107)",1756,,,,94,764,623,275
"De 45 a 49 años (108)",1397,,,8,242,700,234,213
"De 50 y más años (109)",4205,70,326,748,1174,740,39,1108
"Sin nivel (110)",2584,51,192,394,493,412,282,760
"De 15 a 19 años (112)",9,,,,,,3,6
"De 20 a 24 años (113)",29,,,,,1,18,10
"De 25 a 29 años (114)",40,,,,,2,27,11
"De 30 a 34 años (115)",81,,,,,7,51,23
"De 35 a 39 años (116)",119,,,,2,29,70,18
"De 40 a 44 años (117)",159,,,,11,56,67,25
"De 45 a 49 años (118)",170,,,,25,84,35,26
"De 50 y más años (119)",1977,51,192,394,455,233,11,641
"Educacion Inicial (120)",13,,,,,1,5,7
"De 20 a 24 años (123)",6,,,,,,2,4
"De 25 a 29 años (124)",3,,,,,,1,2
"De 30 a 34 años (125)",3,,,,,1,1,1
"De 35 a 39 años (126)",1,,,,,,1,
"Primaria (130)",4759,14,93,225,605,1275,1666,881
"De 12 a 14 años (131)",6,,,,,,,6
"De 15 a 19 años (132)",50,,,,,,36,14
"De 20 a 24 años (133)",223,,,,,,148,75
"De 25 a 29 años (134)",422,,,,,16,309,97
"De 30 a 34 años (135)",558,,,,,89,372,97
"De 35 a 39 años (136)",705,,,,3,225,381,96
"De 40 a 44 años (137)",713,,,,35,281,290,107
"De 45 a 49 años (138)",613,,,4,102,319,111,77
"De 50 y más años (139)",1469,14,93,221,465,345,19,312
"Secundaria (140)",4090,5,30,77,227,857,1866,1028
"De 12 a 14 años (141)",11,,,,,,,11
"De 15 a 19 años (142)",222,,,,,,108,114
"De 20 a 24 años (143)",691,,,,,3,394,294
"De 25 a 29 años (144)",736,,,,,38,486,212
"De 30 a 34 años (145)",686,,,,,147,403,136
"De 35 a 39 años (146)",609,,,,7,215,300,87
"De 40 a 44 años (147)",426,,,,28,211,131,56
"De 45 a 49 años (148)",309,,,2,68,161,38,40
"De 50 y más años (149)",400,5,30,75,124,82,6,78
"Sup. no Univ. incompleta (150)",840,,1,8,20,114,343,354
"De 15 a 19 años (152)",15,,,,,,6,9
"De 20 a 24 años (153)",250,,,,,,90,160
"De 25 a 29 años (154)",204,,,,,5,98,101
"De 30 a 34 años (155)",133,,,,,25,76,32
"De 35 a 39 años (156)",109,,,,,30,52,27
"De 40 a 44 años (157)",56,,,,2,31,18,5
"De 45 a 49 años (158)",33,,,1,5,17,3,7
"De 50 y más años (159)",40,,1,7,13,6,,13
"Sup. no Univ. completa (160)",1833,,7,32,83,344,734,633
"De 20 a 24 años (163)",181,,,,,,58,123
"De 25 a 29 años (164)",419,,,,,11,201,207
"De 30 a 34 años (165)",425,,,,,52,231,142
"De 35 a 39 años (166)",306,,,,1,93,151,61
"De 40 a 44 años (167)",218,,,,10,91,74,43
"De 45 a 49 años (168)",124,,,,18,60,18,28
"De 50 y más años (169)",160,,7,32,54,37,1,29
"Sup. Univ. incompleta (170)",485,,,4,15,59,152,255
"De 15 a 19 años (172)",12,,,,,,7,5
"De 20 a 24 años (173)",177,,,,,,45,132
"De 25 a 29 años (174)",105,,,,,1,41,63
"De 30 a 34 años (175)",47,,,,,7,22,18
"De 35 a 39 años (176)",41,,,,,9,22,10
"De 40 a 44 años (177)",46,,,,3,24,9,10
"De 45 a 49 años (178)",27,,,,3,8,5,11
"De 50 y más años (179)",30,,,4,9,10,1,6
"Sup. Univ. completa (180)",975,,3,16,81,221,300,354
"De 20 a 24 años (183)",75,,,,,,24,51
"De 25 a 29 años (184)",179,,,,,5,67,107
"De 30 a 34 años (185)",167,,,,,23,74,70
"De 35 a 39 años (186)",166,,,,1,45,76,44
"De 40 a 44 años (187)",138,,,,5,70,34,29
"De 45 a 49 años (188)",121,,,1,21,51,24,24
"De 50 y más años (189)",129,,3,15,54,27,1,29
,,,,,,,,
"RURAL (200)",10770,91,353,810,1386,2221,3474,2435
"De 12 a 14 años (201)",15,,,,,,1,14
"De 15 a 19 años (202)",202,,,,,,121,81
"De 20 a 24 años (203)",871,,,,,,523,348
"De 25 a 29 años (204)",1059,,,,,34,703,322
"De 30 a 34 años (205)",1073,,,,,190,694,189
"De 35 a 39 años (206)",1119,,,,8,339,633,139
"De 40 a 44 años (207)",1100,,,,34,451,486,129
"De 45 a 49 años (208)",920,,,1,104,436,259,120
"De 50 y más años (209)",4411,91,353,809,1240,771,54,1093
"Sin nivel (210)",4885,86,329,717,995,848,728,1182
"De 12 a 14 años (211)",1,,,,,,,1
"De 15 a 19 años (212)",13,,,,,,9,4
"De 20 a 24 años (213)",70,,,,,,38,32
"De 25 a 29 años (214)",126,,,,,6,83,37
"De 30 a 34 años (215)",204,,,,,29,136,39
"De 35 a 39 años (216)",244,,,,4,55,159,26
"De 40 a 44 años (217)",330,,,,7,121,156,46
"De 45 a 49 años (218)",357,,,1,31,160,112,53
"De 50 y más años (219)",3540,86,329,716,953,477,35,944
"Educacion Inicial (220)",40,,,,,2,28,10
"De 15 a 19 años (222)",2,,,,,,1,1
"De 20 a 24 años (223)",7,,,,,,6,1
"De 25 a 29 años (224)",14,,,,,,10,4
"De 30 a 34 años (225)",10,,,,,1,5,4
"De 35 a 39 años (226)",7,,,,,1,6,
"Primaria (230)",4120,5,23,90,360,1146,1805,691
"De 12 a 14 años (231)",5,,,,,,,5
"De 15 a 19 años (232)",79,,,,,,55,24
"De 20 a 24 años (233)",342,,,,,,233,109
"De 25 a 29 años (234)",492,,,,,16,354,122
"De 30 a 34 años (235)",565,,,,,104,371,90
"De 35 a 39 años (236)",654,,,,4,221,353,76
"De 40 a 44 años (237)",662,,,,24,280,289,69
"De 45 a 49 años (238)",493,,,,61,244,132,56
"De 50 y más años (239)",828,5,23,90,271,281,18,140
"Secundaria (240)",1404,,1,3,27,202,787,384
"De 12 a 14 años (241)",9,,,,,,1,8
"De 15 a 19 años (242)",106,,,,,,56,50
"De 20 a 24 años (243)",342,,,,,,212,130
"De 25 a 29 años (244)",334,,,,,9,217,108
"De 30 a 34 años (245)",248,,,,,51,154,43
"De 35 a 39 años (246)",174,,,,,57,97,20
"De 40 a 44 años (247)",93,,,,3,47,34,9
"De 45 a 49 años (248)",61,,,,11,27,15,8
"De 50 y más años (249)",37,,1,3,13,11,1,8
"Sup. no Univ. incompleta (250)",123,,,,2,5,49,67
"De 15 a 19 años (252)",2,,,,,,,2
"De 20 a 24 años (253)",62,,,,,,21,41
"De 25 a 29 años (254)",25,,,,,1,9,15
"De 30 a 34 años (255)",15,,,,,1,9,5
"De 35 a 39 años (256)",14,,,,,,10,4
"De 40 a 44 años (257)",2,,,,,2,,
"De 45 a 49 años (258)",1,,,,,1,,
"De 50 y más años (259)",2,,,,2,,,
"Sup. no Univ. completa (260)",139,,,,2,13,60,64
"De 20 a 24 años (263)",29,,,,,,10,19
"De 25 a 29 años (264)",49,,,,,2,23,24
"De 30 a 34 años (265)",23,,,,,2,16,5
"De 35 a 39 años (266)",22,,,,,5,5,12
"De 40 a 44 años (267)",9,,,,,1,6,2
"De 45 a 49 años (268)",4,,,,1,2,,1
"De 50 y más años (269)",3,,,,1,1,,1
"Sup. Univ. incompleta (270)",28,,,,,,6,22
"De 20 a 24 años (273)",16,,,,,,2,14
"De 25 a 29 años (274)",7,,,,,,2,5
"De 30 a 34 años (275)",1,,,,,,1,
"De 35 a 39 años (276)",1,,,,,,1,
"De 40 a 44 años (277)",1,,,,,,,1
"De 45 a 49 años (278)",2,,,,,,,2
"Sup. Univ. completa (280)",31,,,,,5,11,15
"De 20 a 24 años (283)",3,,,,,,1,2
"De 25 a 29 años (284)",12,,,,,,5,7
"De 30 a 34 años (285)",7,,,,,2,2,3
"De 35 a 39 años (286)",3,,,,,,2,1
"De 40 a 44 años (287)",3,,,,,,1,2
"De 45 a 49 años (288)",2,,,,,2,,
"De 50 y más años (289)",1,,,,,1,,
