"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia SAN PABLO (000)",21452,1069,2363,2917,2330,3477,2987,4429,1880
"Sin nivel (001)",4365,1069,381,27,72,228,376,1161,1051
"Educación inicial (002)",415,,405,1,2,3,4,,
"Primaria (003)",11252,,1577,2214,902,1775,1561,2434,789
"Secundaria (004)",4131,,,675,1312,1019,620,483,22
"Superior no univ. incompleto (005)",338,,,,34,197,65,37,5
"Superior no univ. completo (006)",643,,,,,190,275,173,5
"Superior univ. incompleto (007)",80,,,,8,26,18,25,3
"Superior univ. completo (008)",228,,,,,39,68,116,5
"Hombres (010)",10411,549,1155,1486,1165,1687,1414,2082,873
"Sin nivel (011)",1373,549,200,12,19,57,60,192,284
"Educación inicial (012)",172,,168,,1,1,2,,
"Primaria (013)",5624,,787,1108,376,747,708,1338,560
"Secundaria (014)",2491,,,366,748,643,396,323,15
"Superior no univ. incompleto (015)",193,,,,19,104,42,24,4
"Superior no univ. completo (016)",347,,,,,96,148,101,2
"Superior univ. incompleto (017)",53,,,,2,15,10,23,3
"Superior univ. completo (018)",158,,,,,24,48,81,5
"Mujeres (020)",11041,520,1208,1431,1165,1790,1573,2347,1007
"Sin nivel (021)",2992,520,181,15,53,171,316,969,767
"Educación inicial (022)",243,,237,1,1,2,2,,
"Primaria (023)",5628,,790,1106,526,1028,853,1096,229
"Secundaria (024)",1640,,,309,564,376,224,160,7
"Superior no univ. incompleto (025)",145,,,,15,93,23,13,1
"Superior no univ. completo (026)",296,,,,,94,127,72,3
"Superior univ. incompleto (027)",27,,,,6,11,8,2,
"Superior univ. completo (028)",70,,,,,15,20,35,
,,,,,,,,,
"URBANA (030)",3340,156,296,415,304,559,576,773,261
"Sin nivel (031)",372,156,23,,6,11,18,76,82
"Educación inicial (032)",74,,72,,1,,1,,
"Primaria (033)",1124,,201,248,45,83,118,273,156
"Secundaria (034)",933,,,167,228,195,143,187,13
"Superior no univ. incompleto (035)",187,,,,20,109,35,20,3
"Superior no univ. completo (036)",445,,,,,119,202,121,3
"Superior univ. incompleto (037)",47,,,,4,15,11,15,2
"Superior univ. completo (038)",158,,,,,27,48,81,2
"Hombres (040)",1611,72,144,220,149,278,268,360,120
"Sin nivel (041)",120,72,9,,4,3,5,9,18
"Educación inicial (042)",34,,32,,1,,1,,
"Primaria (043)",512,,103,130,21,31,37,104,86
"Secundaria (044)",496,,,90,112,101,78,106,9
"Superior no univ. incompleto (045)",92,,,,10,53,17,10,2
"Superior no univ. completo (046)",225,,,,,64,95,65,1
"Superior univ. incompleto (047)",30,,,,1,9,4,14,2
"Superior univ. completo (048)",102,,,,,17,31,52,2
"Mujeres (050)",1729,84,152,195,155,281,308,413,141
"Sin nivel (051)",252,84,14,,2,8,13,67,64
"Educación inicial (052)",40,,40,,,,,,
"Primaria (053)",612,,98,118,24,52,81,169,70
"Secundaria (054)",437,,,77,116,94,65,81,4
"Superior no univ. incompleto (055)",95,,,,10,56,18,10,1
"Superior no univ. completo (056)",220,,,,,55,107,56,2
"Superior univ. incompleto (057)",17,,,,3,6,7,1,
"Superior univ. completo (058)",56,,,,,10,17,29,
,,,,,,,,,
"RURAL (060)",18112,913,2067,2502,2026,2918,2411,3656,1619
"Sin nivel (061)",3993,913,358,27,66,217,358,1085,969
"Educación inicial (062)",341,,333,1,1,3,3,,
"Primaria (063)",10128,,1376,1966,857,1692,1443,2161,633
"Secundaria (064)",3198,,,508,1084,824,477,296,9
"Superior no univ. incompleto (065)",151,,,,14,88,30,17,2
"Superior no univ. completo (066)",198,,,,,71,73,52,2
"Superior univ. incompleto (067)",33,,,,4,11,7,10,1
"Superior univ. completo (068)",70,,,,,12,20,35,3
"Hombres (070)",8800,477,1011,1266,1016,1409,1146,1722,753
"Sin nivel (071)",1253,477,191,12,15,54,55,183,266
"Educación inicial (072)",138,,136,,,1,1,,
"Primaria (073)",5112,,684,978,355,716,671,1234,474
"Secundaria (074)",1995,,,276,636,542,318,217,6
"Superior no univ. incompleto (075)",101,,,,9,51,25,14,2
"Superior no univ. completo (076)",122,,,,,32,53,36,1
"Superior univ. incompleto (077)",23,,,,1,6,6,9,1
"Superior univ. completo (078)",56,,,,,7,17,29,3
"Mujeres (080)",9312,436,1056,1236,1010,1509,1265,1934,866
"Sin nivel (081)",2740,436,167,15,51,163,303,902,703
"Educación inicial (082)",203,,197,1,1,2,2,,
"Primaria (083)",5016,,692,988,502,976,772,927,159
"Secundaria (084)",1203,,,232,448,282,159,79,3
"Superior no univ. incompleto (085)",50,,,,5,37,5,3,
"Superior no univ. completo (086)",76,,,,,39,20,16,1
"Superior univ. incompleto (087)",10,,,,3,5,1,1,
"Superior univ. completo (088)",14,,,,,5,3,6,
