"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AMBO (000)",15658,1178,2254,9268,265,2513,180
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",36,35,,,1,,
"Profes., científicos e intelectuales (002)",532,472,,56,4,,
"Técnicos de nivel medio y trab. asimilados (003)",200,119,,63,15,3,
"Jefes y empleados de oficina (004)",156,155,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1070,120,7,823,19,101,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",7205,,,7027,178,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",487,,154,292,14,27,
"Obreros construc.,conf., papel, fab., instr. (008)",830,118,206,471,25,10,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",4828,99,1861,371,4,2313,180
"Otra (010)",29,29,,,,,
"Ocupación no especificada (011)",285,31,26,164,5,59,
"Hombres (012)",12787,707,2076,8067,234,1679,24
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",25,24,,,1,,
"Profes., científicos e intelectuales (014)",305,269,,32,4,,
"Técnicos de nivel medio y trab. asimilados (015)",129,63,,55,9,2,
"Jefes y empleados de oficina (016)",72,72,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",436,66,1,347,9,13,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",6901,,,6732,169,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",421,,149,243,13,16,
"Obreros construc.,conf., papel, fab., instr. (020)",821,117,205,465,25,9,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",3566,59,1706,141,2,1634,24
"Otra (022)",28,28,,,,,
"Ocupación no especificada (023)",83,9,15,52,2,5,
"Mujeres (024)",2871,471,178,1201,31,834,156
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",11,11,,,,,
"Profes., científicos e intelectuales (026)",227,203,,24,,,
"Técnicos de nivel medio y trab. asimilados (027)",71,56,,8,6,1,
"Jefes y empleados de oficina (028)",84,83,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",634,54,6,476,10,88,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",304,,,295,9,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",66,,5,49,1,11,
"Obreros construc.,conf., papel, fab., instr. (032)",9,1,1,6,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",1262,40,155,230,2,679,156
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",202,22,11,112,3,54,
,,,,,,,
"URBANA (036)",5048,923,792,2684,95,462,92
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",26,25,,,1,,
"Profes., científicos e intelectuales (038)",417,373,,41,3,,
"Técnicos de nivel medio y trab. asimilados (039)",161,99,,47,12,3,
"Jefes y empleados de oficina (040)",123,122,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",824,87,4,628,17,88,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1102,,,1076,26,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",326,,81,217,9,19,
"Obreros construc.,conf., papel, fab., instr. (044)",604,98,140,339,21,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1328,78,543,274,4,337,92
"Otra (046)",28,28,,,,,
"Ocupación no especificada (047)",109,13,24,61,2,9,
"Hombres (048)",3660,554,739,1999,77,279,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,19,,,1,,
"Profes., científicos e intelectuales (050)",228,202,,23,3,,
"Técnicos de nivel medio y trab. asimilados (051)",103,54,,39,8,2,
"Jefes y empleados de oficina (052)",54,54,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",330,45,1,267,8,9,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",1052,,,1027,25,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",283,,79,184,8,12,
"Obreros construc.,conf., papel, fab., instr. (056)",597,97,140,333,21,6,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",918,49,505,102,2,248,12
"Otra (058)",27,27,,,,,
"Ocupación no especificada (059)",48,7,14,24,1,2,
"Mujeres (060)",1388,369,53,685,18,183,80
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,6,,,,,
"Profes., científicos e intelectuales (062)",189,171,,18,,,
"Técnicos de nivel medio y trab. asimilados (063)",58,45,,8,4,1,
"Jefes y empleados de oficina (064)",69,68,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",494,42,3,361,9,79,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",50,,,49,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",43,,2,33,1,7,
"Obreros construc.,conf., papel, fab., instr. (068)",7,1,,6,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",410,29,38,172,2,89,80
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",61,6,10,37,1,7,
,,,,,,,
"RURAL (072)",10610,255,1462,6584,170,2051,88
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,10,,,,,
"Profes., científicos e intelectuales (074)",115,99,,15,1,,
"Técnicos de nivel medio y trab. asimilados (075)",39,20,,16,3,,
"Jefes y empleados de oficina (076)",33,33,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",246,33,3,195,2,13,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",6103,,,5951,152,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",161,,73,75,5,8,
"Obreros construc.,conf., papel, fab., instr. (080)",226,20,66,132,4,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",3500,21,1318,97,,1976,88
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",176,18,2,103,3,50,
"Hombres (084)",9127,153,1337,6068,157,1400,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,5,,,,,
"Profes., científicos e intelectuales (086)",77,67,,9,1,,
"Técnicos de nivel medio y trab. asimilados (087)",26,9,,16,1,,
"Jefes y empleados de oficina (088)",18,18,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",106,21,,80,1,4,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",5849,,,5705,144,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",138,,70,59,5,4,
"Obreros construc.,conf., papel, fab., instr. (092)",224,20,65,132,4,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2648,10,1201,39,,1386,12
"Otra (094)",1,1,,,,,
"Ocupación no especificada (095)",35,2,1,28,1,3,
"Mujeres (096)",1483,102,125,516,13,651,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",5,5,,,,,
"Profes., científicos e intelectuales (098)",38,32,,6,,,
"Técnicos de nivel medio y trab. asimilados (099)",13,11,,,2,,
