"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ACOBAMBA (000)",59747,3416,9327,9300,6931,9858,7065,10496,3354
"Sin nivel (001)",12353,3416,1005,62,96,488,1109,3903,2274
"Educación inicial (002)",2024,,1943,14,9,22,36,,
"Primaria (003)",27407,,6379,6804,1614,3531,3489,4678,912
"Secundaria (004)",14960,,,2420,4966,4429,1683,1335,127
"Superior no univ. incompleto (005)",773,,,,140,419,121,88,5
"Superior no univ. completo (006)",679,,,,,266,230,171,12
"Superior univ. incompleto (007)",695,,,,106,450,72,64,3
"Superior univ. completo (008)",856,,,,,253,325,257,21
"Hombres (010)",29333,1768,4701,4704,3436,4825,3347,5083,1469
"Sin nivel (011)",4091,1768,486,31,23,75,166,875,667
"Educación inicial (012)",1002,,970,10,5,8,9,,
"Primaria (013)",13392,,3245,3356,514,1221,1560,2821,675
"Secundaria (014)",9043,,,1307,2762,2727,1168,980,99
"Superior no univ. incompleto (015)",471,,,,77,254,81,55,4
"Superior no univ. completo (016)",389,,,,,138,126,119,6
"Superior univ. incompleto (017)",434,,,,55,281,48,48,2
"Superior univ. completo (018)",511,,,,,121,189,185,16
"Mujeres (020)",30414,1648,4626,4596,3495,5033,3718,5413,1885
"Sin nivel (021)",8262,1648,519,31,73,413,943,3028,1607
"Educación inicial (022)",1022,,973,4,4,14,27,,
"Primaria (023)",14015,,3134,3448,1100,2310,1929,1857,237
"Secundaria (024)",5917,,,1113,2204,1702,515,355,28
"Superior no univ. incompleto (025)",302,,,,63,165,40,33,1
"Superior no univ. completo (026)",290,,,,,128,104,52,6
"Superior univ. incompleto (027)",261,,,,51,169,24,16,1
"Superior univ. completo (028)",345,,,,,132,136,72,5
,,,,,,,,,
"URBANA (030)",18232,919,2492,2635,2029,3133,2461,3576,987
"Sin nivel (031)",2703,919,219,17,15,75,185,760,513
"Educación inicial (032)",587,,557,4,1,7,18,,
"Primaria (033)",7191,,1716,1753,237,645,945,1529,366
"Secundaria (034)",5592,,,861,1614,1483,753,802,79
"Superior no univ. incompleto (035)",473,,,,81,228,84,77,3
