"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",487,,,,,177,168,134,8
"Superior univ. incompleto (037)",514,,,,81,326,49,55,3
"Superior univ. completo (038)",685,,,,,192,259,219,15
"Hombres (040)",8902,477,1234,1316,1005,1504,1166,1776,424
"Sin nivel (041)",892,477,108,11,3,12,40,140,101
"Educación inicial (042)",283,,275,1,,2,5,,
"Primaria (043)",3390,,851,884,89,219,343,762,242
"Secundaria (044)",3112,,,420,834,786,467,542,63
"Superior no univ. incompleto (045)",260,,,,38,121,53,46,2
"Superior no univ. completo (046)",255,,,,,86,81,85,3
"Superior univ. incompleto (047)",308,,,,41,192,30,43,2
"Superior univ. completo (048)",402,,,,,86,147,158,11
"Mujeres (050)",9330,442,1258,1319,1024,1629,1295,1800,563
"Sin nivel (051)",1811,442,111,6,12,63,145,620,412
"Educación inicial (052)",304,,282,3,1,5,13,,
"Primaria (053)",3801,,865,869,148,426,602,767,124
"Secundaria (054)",2480,,,441,780,697,286,260,16
"Superior no univ. incompleto (055)",213,,,,43,107,31,31,1
"Superior no univ. completo (056)",232,,,,,91,87,49,5
"Superior univ. incompleto (057)",206,,,,40,134,19,12,1
"Superior univ. completo (058)",283,,,,,106,112,61,4
,,,,,,,,,
"RURAL (060)",41515,2497,6835,6665,4902,6725,4604,6920,2367
"Sin nivel (061)",9650,2497,786,45,81,413,924,3143,1761
"Educación inicial (062)",1437,,1386,10,8,15,18,,
"Primaria (063)",20216,,4663,5051,1377,2886,2544,3149,546
"Secundaria (064)",9368,,,1559,3352,2946,930,533,48
"Superior no univ. incompleto (065)",300,,,,59,191,37,11,2
"Superior no univ. completo (066)",192,,,,,89,62,37,4
"Superior univ. incompleto (067)",181,,,,25,124,23,9,
"Superior univ. completo (068)",171,,,,,61,66,38,6
"Hombres (070)",20431,1291,3467,3388,2431,3321,2181,3307,1045
"Sin nivel (071)",3199,1291,378,20,20,63,126,735,566
"Educación inicial (072)",719,,695,9,5,6,4,,
"Primaria (073)",10002,,2394,2472,425,1002,1217,2059,433
"Secundaria (074)",5931,,,887,1928,1941,701,438,36
"Superior no univ. incompleto (075)",211,,,,39,133,28,9,2
"Superior no univ. completo (076)",134,,,,,52,45,34,3
"Superior univ. incompleto (077)",126,,,,14,89,18,5,
"Superior univ. completo (078)",109,,,,,35,42,27,5
"Mujeres (080)",21084,1206,3368,3277,2471,3404,2423,3613,1322
"Sin nivel (081)",6451,1206,408,25,61,350,798,2408,1195
"Educación inicial (082)",718,,691,1,3,9,14,,
"Primaria (083)",10214,,2269,2579,952,1884,1327,1090,113
"Secundaria (084)",3437,,,672,1424,1005,229,95,12
"Superior no univ. incompleto (085)",89,,,,20,58,9,2,
"Superior no univ. completo (086)",58,,,,,37,17,3,1
"Superior univ. incompleto (087)",55,,,,11,35,5,4,
"Superior univ. completo (088)",62,,,,,26,24,11,1
