"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BELLAVISTA (000)",12039,11713,54,2308,2504,2000,2477,1399,688,283,326,42073
"De 12 a 14 años (001)",43,21,,18,3,,,,,,22,24
"De 15 a 19 años (002)",788,709,7,581,109,11,1,,,,79,836
"De 20 a 24 años (003)",1663,1573,18,786,564,169,34,2,,,90,2575
"De 25 a 29 años (004)",1766,1712,9,441,619,401,227,13,2,,54,3936
"De 30 a 34 años (005)",1610,1589,4,182,501,409,418,64,9,2,21,4731
"De 35 a 39 años (006)",1455,1446,3,103,271,383,497,155,31,3,9,5255
"De 40 a 44 años (007)",1213,1195,2,51,169,250,433,206,66,18,18,5133
"De 45 a 49 años (008)",932,924,3,44,109,144,281,215,99,29,8,4455
"De 50 y más años (009)",2569,2544,8,102,159,233,586,744,481,231,25,15128
"Conviviente (010)",6020,5876,34,1438,1467,1057,1121,504,202,53,144,17952
"De 12 a 14 años (011)",31,14,,12,2,,,,,,17,16
"De 15 a 19 años (012)",572,506,6,411,81,7,1,,,,66,598
"De 20 a 24 años (013)",1129,1102,14,541,401,125,19,2,,,27,1810
"De 25 a 29 años (014)",1121,1106,6,260,423,269,140,7,1,,15,2547
"De 30 a 34 años (015)",973,968,1,97,311,258,259,38,4,,5,2883
"De 35 a 39 años (016)",772,771,1,57,130,192,287,91,11,2,1,2849
"De 40 a 44 años (017)",502,495,2,15,45,103,188,106,33,3,7,2241
"De 45 a 49 años (018)",360,359,2,15,37,49,108,88,44,16,1,1820
"De 50 y más años (019)",560,555,2,30,37,54,119,172,109,32,5,3188
"Separado(a) (020)",395,385,3,105,100,54,59,36,23,5,10,1204
"De 15 a 19 años (022)",32,29,,28,1,,,,,,3,30
"De 20 a 24 años (023)",55,52,2,27,22,1,,,,,3,74
