"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BARRANCA (000)",39073,35325,82,8754,8700,5894,6827,3277,1343,448,3748,110845
"De 12 a 14 años (001)",52,18,1,16,1,,,,,,34,18
"De 15 a 19 años (002)",971,781,4,697,68,9,3,,,,190,872
"De 20 a 24 años (003)",4047,2923,15,2133,665,88,17,5,,,1124,3831
"De 25 a 29 años (004)",5028,4034,10,2004,1465,447,99,8,1,,994,6743
"De 30 a 34 años (005)",4722,4259,12,1271,1706,829,401,30,3,7,463,9152
"De 35 a 39 años (006)",4551,4269,7,867,1488,1004,746,138,15,4,282,11068
"De 40 a 44 años (007)",4034,3829,6,558,1116,931,919,247,40,12,205,11617
"De 45 a 49 años (008)",3329,3185,3,341,697,734,930,365,99,16,144,11377
"De 50 y más años (009)",12339,12027,24,867,1494,1852,3712,2484,1185,409,312,56167
"Sin nivel (010)",4171,4021,11,267,424,497,1219,955,494,154,150,20039
"De 15 a 19 años (012)",11,8,,7,1,,,,,,3,9
"De 20 a 24 años (013)",62,44,1,25,14,1,2,1,,,18,72
"De 25 a 29 años (014)",117,83,,18,40,17,7,1,,,34,185
"De 30 a 34 años (015)",185,166,1,24,55,48,31,4,,3,19,468
"De 35 a 39 años (016)",185,176,1,16,26,38,67,21,4,3,9,675
"De 40 a 44 años (017)",225,208,,12,29,41,72,39,11,4,17,894
"De 45 a 49 años (018)",269,263,,12,21,37,98,62,28,5,6,1305
"De 50 y más años (019)",3117,3073,8,153,238,315,942,827,451,139,44,16431
"Educacion Inicial (020)",39,32,,13,11,4,4,,,,7,65
"De 15 a 19 años (022)",1,1,,1,,,,,,,,1
"De 20 a 24 años (023)",11,8,,6,2,,,,,,3,10
