"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PALLASCA (000)",7867,1321,2014,3324,62,1056,90
"Agric., ganadería, caza y silvicultura (001)",3879,9,582,2389,30,869,
"Pesca (002)",11,3,6,2,,,
"Explotación de minas y canteras (003)",573,74,491,5,2,1,
"Industrias manufactureras (004)",268,7,74,169,1,17,
"Suministro de electricidad, gas y agua (005)",43,6,36,1,,,
"Construcción (006)",560,23,447,69,16,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",520,48,16,384,6,66,
"Venta, mant.y rep. veh.autom y motoc. (008)",20,2,11,6,,1,
"Comercio al por mayor (009)",15,3,,7,,5,
"Comercio al por menor (010)",485,43,5,371,6,60,
"Hoteles y restaurantes (011)",169,27,17,109,4,12,
"Trans., almac. y comunicaciones (012)",120,41,51,27,1,,
"Intermediación financiera (013)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (014)",100,64,26,9,1,,
"Admin.pub. y defensa; p. segur soc.afil (015)",391,265,126,,,,
"Enseñanza (016)",642,613,1,27,,1,
"Servicios sociales y de salud (017)",73,66,1,6,,,
"Otras activ. serv.comun.soc y personales (018)",211,53,108,40,1,9,
"Hogares privados con servicio doméstico (019)",90,,,,,,90
"Actividad economica no especificada (021)",215,20,32,87,,76,
"Hombres (022)",6248,785,1861,2765,59,776,2
"Agric., ganadería, caza y silvicultura (023)",3527,9,529,2253,30,706,
"Pesca (024)",10,3,5,2,,,
"Explotación de minas y canteras (025)",556,71,477,5,2,1,
"Industrias manufactureras (026)",224,4,67,140,1,12,
"Suministro de electricidad, gas y agua (027)",40,3,36,1,,,
"Construcción (028)",551,23,439,68,16,5,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",255,21,16,189,6,23,
"Venta, mant.y rep. veh.autom y motoc. (030)",20,2,11,6,,1,
"Comercio al por mayor (031)",11,3,,4,,4,
"Comercio al por menor (032)",224,16,5,179,6,18,
"Hoteles y restaurantes (033)",23,6,3,10,1,3,
"Trans., almac. y comunicaciones (034)",111,35,48,27,1,,
"Intermediación financiera (035)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (036)",81,49,23,8,1,,
"Admin.pub. y defensa; p. segur soc.afil (037)",286,180,106,,,,
"Enseñanza (038)",324,308,1,15,,,
"Servicios sociales y de salud (039)",31,26,1,4,,,
"Otras activ. serv.comun.soc y personales (040)",166,39,94,26,1,6,
"Hogares privados con servicio doméstico (041)",2,,,,,,2
"Actividad economica no especificada (043)",60,7,16,17,,20,
"Mujeres (044)",1619,536,153,559,3,280,88
"Agric., ganadería, caza y silvicultura (045)",352,,53,136,,163,
"Pesca (046)",1,,1,,,,
"Explotación de minas y canteras (047)",17,3,14,,,,
"Industrias manufactureras (048)",44,3,7,29,,5,
"Suministro de electricidad, gas y agua (049)",3,3,,,,,
"Construcción (050)",9,,8,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",265,27,,195,,43,
"Comercio al por mayor (053)",4,,,3,,1,
"Comercio al por menor (054)",261,27,,192,,42,
"Hoteles y restaurantes (055)",146,21,14,99,3,9,
"Trans., almac. y comunicaciones (056)",9,6,3,,,,
"Intermediación financiera (057)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (058)",19,15,3,1,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",105,85,20,,,,
"Enseñanza (060)",318,305,,12,,1,
"Servicios sociales y de salud (061)",42,40,,2,,,
"Otras activ. serv.comun.soc y personales (062)",45,14,14,14,,3,
"Hogares privados con servicio doméstico (063)",88,,,,,,88
"Actividad economica no especificada (065)",155,13,16,70,,56,
,,,,,,,
"URBANA (066)",4331,1007,1245,1562,40,409,68
"Agric., ganadería, caza y silvicultura (067)",1550,9,360,894,18,269,
"Pesca (068)",5,3,1,1,,,
"Explotación de minas y canteras (069)",260,36,222,1,,1,
"Industrias manufactureras (070)",195,7,54,120,1,13,
"Suministro de electricidad, gas y agua (071)",28,6,22,,,,
"Construcción (072)",369,16,297,42,13,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",411,45,15,292,4,55,
"Venta, mant.y rep. veh.autom y motoc. (074)",15,1,10,4,,,
"Comercio al por mayor (075)",12,2,,5,,5,
"Comercio al por menor (076)",384,42,5,283,4,50,
"Hoteles y restaurantes (077)",123,16,13,84,4,6,
"Trans., almac. y comunicaciones (078)",89,31,34,24,,,
"Intermediación financiera (079)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (080)",74,48,17,9,,,
"Admin.pub. y defensa; p. segur soc.afil (081)",352,239,113,,,,
"Enseñanza (082)",450,439,1,9,,1,
"Servicios sociales y de salud (083)",63,57,1,5,,,
"Otras activ. serv.comun.soc y personales (084)",144,44,73,23,,4,
"Hogares privados con servicio doméstico (085)",68,,,,,,68
"Actividad economica no especificada (087)",148,9,22,58,,59,
"Hombres (088)",3225,603,1130,1180,37,274,1
"Agric., ganadería, caza y silvicultura (089)",1409,9,321,834,18,227,
"Pesca (090)",4,3,,1,,,
"Explotación de minas y canteras (091)",251,36,213,1,,1,
"Industrias manufactureras (092)",159,4,51,94,1,9,
"Suministro de electricidad, gas y agua (093)",25,3,22,,,,
"Construcción (094)",362,16,291,41,13,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",196,19,15,141,4,17,
"Venta, mant.y rep. veh.autom y motoc. (096)",15,1,10,4,,,
"Comercio al por mayor (097)",8,2,,2,,4,
"Comercio al por menor (098)",173,16,5,135,4,13,
"Hoteles y restaurantes (099)",14,3,2,7,1,1,
"Trans., almac. y comunicaciones (100)",84,27,33,24,,,
"Intermediación financiera (101)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (102)",56,34,14,8,,,
"Admin.pub. y defensa; p. segur soc.afil (103)",254,160,94,,,,
"Enseñanza (104)",233,228,1,4,,,
"Servicios sociales y de salud (105)",29,24,1,4,,,
"Otras activ. serv.comun.soc y personales (106)",106,32,62,10,,2,
"Hogares privados con servicio doméstico (107)",1,,,,,,1
"Actividad economica no especificada (109)",41,4,10,11,,16,
"Mujeres (110)",1106,404,115,382,3,135,67
"Agric., ganadería, caza y silvicultura (111)",141,,39,60,,42,
"Pesca (112)",1,,1,,,,
"Explotación de minas y canteras (113)",9,,9,,,,
"Industrias manufactureras (114)",36,3,3,26,,4,
"Suministro de electricidad, gas y agua (115)",3,3,,,,,
"Construcción (116)",7,,6,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",215,26,,151,,38,
"Comercio al por mayor (119)",4,,,3,,1,
"Comercio al por menor (120)",211,26,,148,,37,
"Hoteles y restaurantes (121)",109,13,11,77,3,5,
"Trans., almac. y comunicaciones (122)",5,4,1,,,,
"Intermediación financiera (123)",1,1,,,,,
"Activid.inmobil., empres. y alquileres (124)",18,14,3,1,,,
"Admin.pub. y defensa; p. segur soc.afil (125)",98,79,19,,,,
