"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PIURA (000)",256176,606347,552995,,11944,91.2,2
"De 12 a 14 años (001)",21753,94,91,,11,96.8,11.7
"De 15 a 19 años (002)",34773,4102,4013,1223,97.8,29.8,
"De 20 a 24 años (003)",31643,20976,20569,2963,98.1,14.1,
"De 25 a 29 años (004)",28681,39892,38889,3116,97.5,7.8,
"De 30 a 34 años (005)",25362,54692,52892,2497,96.7,4.6,
"De 35 a 39 años (006)",23250,64976,62306,1575,95.9,2.4,
"De 40 a 44 años (007)",20650,69025,65020,492,94.2,0.7,
"De 45 a 49 años (008)",17954,68654,63606,67,92.6,0.1,
"De 50 y más años (009)",52110,283936,245609,,86.5,,
"Conviviente (010)",50326,130149,122653,6052,94.2,4.7,
"De 12 a 14 años (011)",193,44,42,6,95.5,13.6,
"De 15 a 19 años (012)",3935,2702,2653,847,98.2,31.3,
"De 20 a 24 años (013)",9747,12327,12076,1812,98,14.7,
"De 25 a 29 años (014)",10295,19571,19075,1644,97.5,8.4,
"De 30 a 34 años (015)",8134,20727,20076,1029,96.9,5,
"De 35 a 39 años (016)",5985,18813,18086,565,96.1,3,
"De 40 a 44 años (017)",4226,15656,14833,131,94.7,0.8,
"De 45 a 49 años (018)",2829,12246,11314,18,92.4,0.1,
"De 50 y más años (019)",4982,28063,24498,,87.3,,
"Separado(a) (020)",12297,36084,33425,489,92.6,1.4,
"De 12 a 14 años (021)",13,6,6,1,100,16.7,
"De 15 a 19 años (022)",304,281,278,69,98.9,24.6,
"De 20 a 24 años (023)",1078,1326,1296,152,97.7,11.5,
"De 25 a 29 años (024)",1408,2265,2221,110,98.1,4.9,
"De 30 a 34 años (025)",1535,3170,3064,86,96.7,2.7,
"De 35 a 39 años (026)",1628,3907,3778,53,96.7,1.4,
"De 40 a 44 años (027)",1519,4464,4219,13,94.5,0.3,
"De 45 a 49 años (028)",1333,4560,4249,5,93.2,0.1,
"De 50 y más años (029)",3479,16105,14314,,88.9,,
"Casado(a) (030)",86578,350243,319431,4761,91.2,1.4,
"De 12 a 14 años (031)",24,5,5,,100,,
"De 15 a 19 años (032)",830,664,632,189,95.2,28.5,
"De 20 a 24 años (033)",4339,5712,5613,777,98.3,13.6,
"De 25 a 29 años (034)",8168,15691,15269,1218,97.3,7.8,
