"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JUNIN (000)",9244,1671,1372,4938,312,865,86
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",21,21,,,,,
"Profes., científicos e intelectuales (002)",794,720,,66,7,1,
"Técnicos de nivel medio y trab. asimilados (003)",262,136,,100,22,3,1
"Jefes y empleados de oficina (004)",269,269,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",913,165,3,608,19,118,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2869,,,2657,212,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",558,,189,331,18,20,
"Obreros construc.,conf.,papel, fab., instr. (008)",875,144,229,471,18,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2456,132,924,625,9,681,85
"Otra (010)",26,26,,,,,
"Ocupación no especificada (011)",201,58,27,80,7,29,
"Hombres (012)",6221,955,1157,3459,204,445,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",18,18,,,,,
"Profes., científicos e intelectuales (014)",423,368,,53,2,,
"Técnicos de nivel medio y trab. asimilados (015)",147,63,,73,11,,
"Jefes y empleados de oficina (016)",137,137,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",352,98,1,213,10,30,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2300,,,2157,143,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",483,,180,272,15,16,
"Obreros construc.,conf.,papel, fab., instr. (020)",856,142,226,458,17,13,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1392,73,736,201,4,377,1
"Otra (022)",26,26,,,,,
"Ocupación no especificada (023)",87,30,14,32,2,9,
"Mujeres (024)",3023,716,215,1479,108,420,85
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",371,352,,13,5,1,
"Técnicos de nivel medio y trab. asimilados (027)",115,73,,27,11,3,1
"Jefes y empleados de oficina (028)",132,132,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",561,67,2,395,9,88,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",569,,,500,69,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",75,,9,59,3,4,
"Obreros construc.,conf.,papel, fab., instr. (032)",19,2,3,13,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1064,59,188,424,5,304,84
"Ocupación no especificada (035)",114,28,13,48,5,20,
,,,,,,,
"URBANA (036)",5942,1529,881,2936,148,369,79
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",19,19,,,,,
"Profes., científicos e intelectuales (038)",713,646,,59,7,1,
"Técnicos de nivel medio y trab. asimilados (039)",250,126,,98,22,3,1
"Jefes y empleados de oficina (040)",257,257,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",871,154,3,583,16,115,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",825,,,768,57,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",510,,154,319,17,20,
"Obreros construc.,conf.,papel, fab., instr. (044)",791,131,192,442,14,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1522,119,513,607,8,197,78
"Otra (046)",26,26,,,,,
"Ocupación no especificada (047)",158,51,19,60,7,21,
"Hombres (048)",3701,867,753,1835,95,150,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",16,16,,,,,
"Profes., científicos e intelectuales (050)",378,329,,47,2,,
"Técnicos de nivel medio y trab. asimilados (051)",137,55,,71,11,,
"Jefes y empleados de oficina (052)",129,129,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",328,89,1,201,8,29,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",649,,,608,41,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",438,,145,262,15,16,
"Obreros construc.,conf.,papel, fab., instr. (056)",772,129,189,429,13,12,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",759,68,406,193,3,88,1
"Otra (058)",26,26,,,,,
"Ocupación no especificada (059)",69,26,12,24,2,5,
"Mujeres (060)",2241,662,128,1101,53,219,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",335,317,,12,5,1,
"Técnicos de nivel medio y trab. asimilados (063)",113,71,,27,11,3,1
"Jefes y empleados de oficina (064)",128,128,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",543,65,2,382,8,86,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",176,,,160,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",72,,9,57,2,4,
"Obreros construc.,conf.,papel, fab., instr. (068)",19,2,3,13,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",763,51,107,414,5,109,77
"Ocupación no especificada (071)",89,25,7,36,5,16,
,,,,,,,
"RURAL (072)",3302,142,491,2002,164,496,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,2,,,,,
"Profes., científicos e intelectuales (074)",81,74,,7,,,
"Técnicos de nivel medio y trab. asimilados (075)",12,10,,2,,,
"Jefes y empleados de oficina (076)",12,12,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",42,11,,25,3,3,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2044,,,1889,155,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",48,,35,12,1,,
"Obreros construc.,conf.,papel, fab., instr. (080)",84,13,37,29,4,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",934,13,411,18,1,484,7
"Ocupación no especificada (083)",43,7,8,20,,8,
"Hombres (084)",2520,88,404,1624,109,295,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",45,39,,6,,,
"Técnicos de nivel medio y trab. asimilados (087)",10,8,,2,,,
"Jefes y empleados de oficina (088)",8,8,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",24,9,,12,2,1,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1651,,,1549,102,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",45,,35,10,,,
"Obreros construc.,conf.,papel, fab., instr. (092)",84,13,37,29,4,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",633,5,330,8,1,289,
"Ocupación no especificada (095)",18,4,2,8,,4,
"Mujeres (096)",782,54,87,378,55,201,7
"Profes., científicos e intelectuales (098)",36,35,,1,,,
"Técnicos de nivel medio y trab. asimilados (099)",2,2,,,,,
"Jefes y empleados de oficina (100)",4,4,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",18,2,,13,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",393,,,340,53,,
