"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",2433,,,,,1137,702,565,29
"Superior univ. incompleto (037)",755,,,,84,302,161,201,7
"Superior univ. completo (038)",1271,,,,,341,488,423,19
"Hombres (040)",18611,682,1788,2106,2474,3842,2807,4310,602
"Sin nivel (041)",1212,682,161,16,56,40,38,136,83
"Educación inicial (042)",416,,387,9,12,5,3,,
"Primaria (043)",5982,,1240,1248,329,433,689,1665,378
"Secundaria (044)",7087,,,833,1807,1685,1105,1562,95
"Superior no univ. incompleto (045)",1096,,,,220,543,153,173,7
"Superior no univ. completo (046)",1490,,,,,756,392,325,17
"Superior univ. incompleto (047)",511,,,,50,192,112,151,6
"Superior univ. completo (048)",817,,,,,188,315,298,16
"Mujeres (050)",15707,707,1674,2084,1965,2871,2474,3341,591
"Sin nivel (051)",1706,707,155,14,16,45,105,415,249
"Educación inicial (052)",362,,338,7,,7,10,,
"Primaria (053)",5942,,1181,1231,190,537,912,1609,282
"Secundaria (054)",5272,,,832,1506,1260,797,837,40
"Superior no univ. incompleto (055)",784,,,,219,378,118,65,4
"Superior no univ. completo (056)",943,,,,,381,310,240,12
"Superior univ. incompleto (057)",244,,,,34,110,49,50,1
"Superior univ. completo (058)",454,,,,,153,173,125,3
,,,,,,,,,
"RURAL (060)",33317,1690,4068,4280,3745,6377,5078,6885,1194
"Sin nivel (061)",5298,1690,653,54,86,276,586,1452,501
"Educación inicial (062)",746,,713,6,5,7,15,,
"Primaria (063)",16547,,2702,3045,1028,2529,2708,3919,616
"Secundaria (064)",9060,,,1175,2429,2824,1399,1182,51
"Superior no univ. incompleto (065)",676,,,,152,316,105,92,11
"Superior no univ. completo (066)",519,,,,,257,144,109,9
"Superior univ. incompleto (067)",249,,,,45,97,49,54,4
"Superior univ. completo (068)",222,,,,,71,72,77,2
"Hombres (070)",19473,887,2131,2275,2217,3895,3010,4356,702
"Sin nivel (071)",2330,887,339,29,35,108,204,560,168
"Educación inicial (072)",385,,371,1,3,2,8,,
"Primaria (073)",9760,,1421,1621,599,1469,1570,2613,467
"Secundaria (074)",5901,,,624,1487,1845,969,932,44
"Superior no univ. incompleto (075)",422,,,,67,197,75,74,9
"Superior no univ. completo (076)",347,,,,,158,104,76,9
"Superior univ. incompleto (077)",175,,,,26,68,35,42,4
"Superior univ. completo (078)",153,,,,,48,45,59,1
"Mujeres (080)",13844,803,1937,2005,1528,2482,2068,2529,492
"Sin nivel (081)",2968,803,314,25,51,168,382,892,333
"Educación inicial (082)",361,,342,5,2,5,7,,
"Primaria (083)",6787,,1281,1424,429,1060,1138,1306,149
"Secundaria (084)",3159,,,551,942,979,430,250,7
"Superior no univ. incompleto (085)",254,,,,85,119,30,18,2
"Superior no univ. completo (086)",172,,,,,99,40,33,
"Superior univ. incompleto (087)",74,,,,19,29,14,12,
"Superior univ. completo (088)",69,,,,,23,27,18,1
