"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CARABAYA (000)",16746,16023,141,3116,3319,2728,3845,2022,715,137,723,55295
"De 12 a 14 años (001)",31,12,1,6,5,,,,,,19,16
"De 15 a 19 años (002)",508,462,18,371,60,8,5,,,,46,535
"De 20 a 24 años (003)",2059,1811,32,1016,586,136,36,5,,,248,2774
"De 25 a 29 años (004)",2594,2388,19,685,849,565,257,11,2,,206,5242
"De 30 a 34 años (005)",2243,2179,15,307,576,545,603,121,11,1,64,6582
"De 35 a 39 años (006)",2133,2097,15,195,410,449,711,266,45,6,36,7627
"De 40 a 44 años (007)",1694,1674,5,115,241,284,525,370,117,17,20,7323
"De 45 a 49 años (008)",1292,1279,3,82,142,207,403,297,124,21,13,5954
"De 50 y más años (009)",4192,4121,33,339,450,534,1305,952,416,92,71,19242
"Sin nivel (010)",4805,4697,42,433,625,663,1472,983,408,71,108,20686
"De 12 a 14 años (011)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (012)",19,18,,10,8,,,,,,1,26
"De 20 a 24 años (013)",98,90,5,32,37,10,5,1,,,8,162
"De 25 a 29 años (014)",195,183,,39,59,57,26,2,,,12,450
"De 30 a 34 años (015)",229,220,4,26,38,54,71,25,2,,9,750
"De 35 a 39 años (016)",348,343,3,24,43,54,143,63,12,1,5,1424
"De 40 a 44 años (017)",442,435,1,29,51,62,122,122,42,6,7,2057
"De 45 a 49 años (018)",422,416,1,22,45,51,138,102,50,7,6,2032
"De 50 y más años (019)",3049,2991,28,250,344,375,967,668,302,57,58,13784
"Educacion Inicial (020)",25,23,,4,8,5,2,4,,,2,69
"De 15 a 19 años (022)",1,,,,,,,,,,1,
