"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia JAEN (000)",132911,23541,27120,27060,22171,14977,18042
"Conviviente (001)",48606,768,8492,15951,12080,6346,4969
"Separado(a) (002)",4627,39,569,1040,1146,895,938
"Casado(a) (003)",24136,52,722,3653,5834,5945,7930
"Viudo(a) (004)",4213,9,37,135,366,590,3076
"Divorciado(a) (005)",513,,40,73,132,104,164
"Soltero(a) (006)",50816,22673,17260,6208,2613,1097,965
"Hombres (008)",68053,12057,13843,13571,11128,7747,9707
"Conviviente (009)",23872,216,2834,7763,6407,3600,3052
"Separado(a) (010)",1286,9,85,208,291,278,415
"Casado(a) (011)",12014,20,208,1482,2658,3011,4635
"Viudo(a) (012)",1159,4,11,30,87,136,891
"Divorciado(a) (013)",224,,9,22,62,48,83
"Soltero(a) (014)",29498,11808,10696,4066,1623,674,631
"Mujeres (016)",64858,11484,13277,13489,11043,7230,8335
"Conviviente (017)",24734,552,5658,8188,5673,2746,1917
"Separado(a) (018)",3341,30,484,832,855,617,523
"Casado(a) (019)",12122,32,514,2171,3176,2934,3295
"Viudo(a) (020)",3054,5,26,105,279,454,2185
"Divorciado(a) (021)",289,,31,51,70,56,81
"Soltero(a) (022)",21318,10865,6564,2142,990,423,334
,,,,,,,
"URBANA (024)",69794,11588,14732,14526,12236,8009,8703
"Conviviente (025)",23793,368,4054,8008,6230,3066,2067
"Separado(a) (026)",2814,24,291,647,715,583,554
"Casado(a) (027)",13389,36,374,1994,3557,3367,4061
"Viudo(a) (028)",1954,8,18,60,181,279,1408
"Divorciado(a) (029)",325,,23,46,88,80,88
"Soltero(a) (030)",27519,11152,9972,3771,1465,634,525
"Hombres (032)",34432,5752,7113,6936,5946,4090,4595
"Conviviente (033)",11556,145,1337,3755,3284,1759,1276
"Separado(a) (034)",766,8,65,129,169,166,229
"Casado(a) (035)",6585,16,115,788,1599,1715,2352
"Viudo(a) (036)",502,3,7,10,41,64,377
"Divorciado(a) (037)",139,,5,14,40,33,47
"Soltero(a) (038)",14884,5580,5584,2240,813,353,314
"Mujeres (040)",35362,5836,7619,7590,6290,3919,4108
"Conviviente (041)",12237,223,2717,4253,2946,1307,791
"Separado(a) (042)",2048,16,226,518,546,417,325
"Casado(a) (043)",6804,20,259,1206,1958,1652,1709
"Viudo(a) (044)",1452,5,11,50,140,215,1031
"Divorciado(a) (045)",186,,18,32,48,47,41
"Soltero(a) (046)",12635,5572,4388,1531,652,281,211
,,,,,,,
"RURAL (048)",63117,11953,12388,12534,9935,6968,9339
"Conviviente (049)",24813,400,4438,7943,5850,3280,2902
"Separado(a) (050)",1813,15,278,393,431,312,384
"Casado(a) (051)",10747,16,348,1659,2277,2578,3869
"Viudo(a) (052)",2259,1,19,75,185,311,1668
"Divorciado(a) (053)",188,,17,27,44,24,76
"Soltero(a) (054)",23297,11521,7288,2437,1148,463,440
"Hombres (056)",33621,6305,6730,6635,5182,3657,5112
"Conviviente (057)",12316,71,1497,4008,3123,1841,1776
"Separado(a) (058)",520,1,20,79,122,112,186
"Casado(a) (059)",5429,4,93,694,1059,1296,2283
"Viudo(a) (060)",657,1,4,20,46,72,514
"Divorciado(a) (061)",85,,4,8,22,15,36
"Soltero(a) (062)",14614,6228,5112,1826,810,321,317
"Mujeres (064)",29496,5648,5658,5899,4753,3311,4227
"Conviviente (065)",12497,329,2941,3935,2727,1439,1126
"Separado(a) (066)",1293,14,258,314,309,200,198
"Casado(a) (067)",5318,12,255,965,1218,1282,1586
"Viudo(a) (068)",1602,,15,55,139,239,1154
"Divorciado(a) (069)",103,,13,19,22,9,40
"Soltero(a) (070)",8683,5293,2176,611,338,142,123
