"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia PARURO (000)",30939,15760,15179,10575,5323,5252,20364,10437,9927
"Menores de 1 año (001)",577,282,295,169,82,87,408,200,208
"Menores de 1 mes (002)",50,21,29,21,13,8,29,8,21
"De 1 a 11 meses (003)",527,261,266,148,69,79,379,192,187
"De 1 a 4 años (004)",2978,1531,1447,883,424,459,2095,1107,988
"1 año (005)",594,306,288,172,76,96,422,230,192
"2 años (006)",767,389,378,214,99,115,553,290,263
"3 años (007)",781,397,384,252,121,131,529,276,253
"4 años (008)",836,439,397,245,128,117,591,311,280
"De 5 a 9 años (009)",4135,2171,1964,1191,643,548,2944,1528,1416
"5 años (010)",758,402,356,219,120,99,539,282,257
"6 años (011)",771,396,375,206,114,92,565,282,283
"7 años (012)",872,458,414,238,129,109,634,329,305
"8 años (013)",897,458,439,270,142,128,627,316,311
"9 años (014)",837,457,380,258,138,120,579,319,260
"De 10 a 14 años (015)",4383,2316,2067,1483,776,707,2900,1540,1360
"10 años (016)",900,467,433,296,163,133,604,304,300
"11 años (017)",835,447,388,263,135,128,572,312,260
"12 años (018)",1026,529,497,348,176,172,678,353,325
"13 años (019)",873,465,408,304,156,148,569,309,260
"14 años (020)",749,408,341,272,146,126,477,262,215
"De 15 a 19 años (021)",2342,1266,1076,892,477,415,1450,789,661
"15 años (022)",641,350,291,248,140,108,393,210,183
"16 años (023)",492,252,240,186,92,94,306,160,146
"17 años (024)",449,253,196,183,98,85,266,155,111
"18 años (025)",429,230,199,150,80,70,279,150,129
"19 años (026)",331,181,150,125,67,58,206,114,92
"De 20 a 24 años (027)",1727,880,847,581,306,275,1146,574,572
"20 años (028)",425,224,201,144,78,66,281,146,135
"21 años (029)",257,138,119,78,44,34,179,94,85
"22 años (030)",351,178,173,121,61,60,230,117,113
"23 años (031)",336,158,178,113,59,54,223,99,124
"24 años (032)",358,182,176,125,64,61,233,118,115
"De 25 a 29 años (033)",1649,819,830,540,253,287,1109,566,543
"25 años (034)",360,178,182,117,52,65,243,126,117
"26 años (035)",308,144,164,103,45,58,205,99,106
"27 años (036)",383,198,185,125,59,66,258,139,119
"28 años (037)",293,133,160,94,37,57,199,96,103
"29 años (038)",305,166,139,101,60,41,204,106,98
"De 30 a 34 años (039)",1800,917,883,641,320,321,1159,597,562
"30 años (040)",432,228,204,145,75,70,287,153,134
"31 años (041)",288,146,142,100,47,53,188,99,89
"32 años (042)",350,180,170,126,64,62,224,116,108
"33 años (043)",381,190,191,147,70,77,234,120,114
"34 años (044)",349,173,176,123,64,59,226,109,117
"De 35 a 39 años (045)",1781,859,922,643,303,340,1138,556,582
"35 años (046)",352,156,196,125,51,74,227,105,122
