"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",985,576,220,141,48
"Hogares privados con servicio doméstico (041)",61,61,,,
"Organiz. y organos extraterritoriales (042)",1,,1,,
"Actividad economica no especificada (043)",328,244,34,29,21
"Mujeres (044)",18521,12871,1491,1750,2409
"Agric., ganadería, caza y silvicultura (045)",1883,1808,51,18,6
"Pesca (046)",2,2,,,
"Explotación de minas y canteras (047)",76,23,8,16,29
"Industrias manufactureras (048)",602,477,73,35,17
"Suministro de electricidad, gas y agua (049)",20,5,2,7,6
"Construcción (050)",167,69,28,55,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",5047,4708,229,101,9
"Venta, mant.y rep. veh.autom y motoc. (052)",67,56,8,1,2
"Comercio al por mayor (053)",263,198,30,28,7
"Comercio al por menor (054)",4717,4454,191,72,
"Hoteles y restaurantes (055)",1749,1531,155,42,21
"Trans., almac. y comunicaciones (056)",477,332,70,44,31
"Intermediación financiera (057)",147,22,17,75,33
"Activid.inmobil., empres. y alquileres (058)",973,496,148,178,151
"Admin.pub. y defensa; p. segur soc.afil (059)",838,,,,838
"Enseñanza (060)",2754,576,538,1020,620
"Servicios sociales y de salud (061)",875,190,42,56,587
"Otras activ. serv.comun.soc y personales (062)",844,629,96,75,44
"Hogares privados con servicio doméstico (063)",1537,1537,,,
"Actividad economica no especificada (065)",530,466,34,28,2
,,,,,
"URBANA (066)",41493,26522,4392,4756,5823
"Agric., ganadería, caza y silvicultura (067)",2975,2699,194,59,23
"Pesca (068)",6,2,,3,1
"Explotación de minas y canteras (069)",776,153,86,180,357
"Industrias manufactureras (070)",2343,1876,274,137,56
"Suministro de electricidad, gas y agua (071)",134,33,22,52,27
"Construcción (072)",3737,2344,664,566,163
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",9344,8391,619,297,37
"Venta, mant.y rep. veh.autom y motoc. (074)",904,702,138,42,22
"Comercio al por mayor (075)",651,455,86,95,15
"Comercio al por menor (076)",7789,7234,395,160,
"Hoteles y restaurantes (077)",2664,2232,287,109,36
"Trans., almac. y comunicaciones (078)",3745,2955,369,246,175
"Intermediación financiera (079)",321,52,36,160,73
"Activid.inmobil., empres. y alquileres (080)",2917,1594,416,506,401
"Admin.pub. y defensa; p. segur soc.afil (081)",2172,,,,2172
"Enseñanza (082)",5227,816,1008,2087,1316
"Servicios sociales y de salud (083)",1326,295,59,97,875
"Otras activ. serv.comun.soc y personales (084)",1694,1106,294,204,90
"Hogares privados con servicio doméstico (085)",1401,1401,,,
"Organiz. y organos extraterritoriales (086)",1,,1,,
"Actividad economica no especificada (087)",710,573,63,53,21
"Hombres (088)",25203,15728,2970,3049,3456
"Agric., ganadería, caza y silvicultura (089)",2407,2178,162,48,19
"Pesca (090)",5,1,,3,1
"Explotación de minas y canteras (091)",712,138,79,167,328
"Industrias manufactureras (092)",1787,1437,205,106,39
"Suministro de electricidad, gas y agua (093)",115,29,20,45,21
"Construcción (094)",3580,2282,638,512,148
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",4577,3955,398,196,28
"Venta, mant.y rep. veh.autom y motoc. (096)",839,648,130,41,20
"Comercio al por mayor (097)",393,260,58,67,8
"Comercio al por menor (098)",3345,3047,210,88,
"Hoteles y restaurantes (099)",1010,782,143,68,17
"Trans., almac. y comunicaciones (100)",3275,2628,300,203,144
"Intermediación financiera (101)",175,30,19,86,40
"Activid.inmobil., empres. y alquileres (102)",1957,1109,269,329,250
"Admin.pub. y defensa; p. segur soc.afil (103)",1352,,,,1352
"Enseñanza (104)",2544,272,486,1087,699
"Servicios sociales y de salud (105)",472,109,17,42,304
"Otras activ. serv.comun.soc y personales (106)",898,521,200,130,47
"Hogares privados con servicio doméstico (107)",55,55,,,
"Organiz. y organos extraterritoriales (108)",1,,1,,
"Actividad economica no especificada (109)",281,202,33,27,19
"Mujeres (110)",16290,10794,1422,1707,2367
"Agric., ganadería, caza y silvicultura (111)",568,521,32,11,4
"Pesca (112)",1,1,,,
"Explotación de minas y canteras (113)",64,15,7,13,29
"Industrias manufactureras (114)",556,439,69,31,17
"Suministro de electricidad, gas y agua (115)",19,4,2,7,6
"Construcción (116)",157,62,26,54,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",4767,4436,221,101,9
"Venta, mant.y rep. veh.autom y motoc. (118)",65,54,8,1,2
"Comercio al por mayor (119)",258,195,28,28,7
"Comercio al por menor (120)",4444,4187,185,72,
"Hoteles y restaurantes (121)",1654,1450,144,41,19
"Trans., almac. y comunicaciones (122)",470,327,69,43,31
"Intermediación financiera (123)",146,22,17,74,33
"Activid.inmobil., empres. y alquileres (124)",960,485,147,177,151
"Admin.pub. y defensa; p. segur soc.afil (125)",820,,,,820
"Enseñanza (126)",2683,544,522,1000,617
"Servicios sociales y de salud (127)",854,186,42,55,571
"Otras activ. serv.comun.soc y personales (128)",796,585,94,74,43
"Hogares privados con servicio doméstico (129)",1346,1346,,,
"Actividad economica no especificada (131)",429,371,30,26,2
,,,,,
"RURAL (132)",11012,9737,649,374,252
"Agric., ganadería, caza y silvicultura (133)",7399,7238,131,21,9
"Pesca (134)",4,4,,,
"Explotación de minas y canteras (135)",235,67,43,82,43
"Industrias manufactureras (136)",322,266,43,11,2
"Suministro de electricidad, gas y agua (137)",22,3,9,9,1
"Construcción (138)",1008,650,239,106,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",616,555,50,11,
"Venta, mant.y rep. veh.autom y motoc. (140)",102,73,23,6,
"Comercio al por mayor (141)",33,25,6,2,
"Comercio al por menor (142)",481,457,21,3,
"Hoteles y restaurantes (143)",146,119,20,5,2
"Trans., almac. y comunicaciones (144)",341,290,21,17,13
"Intermediación financiera (145)",5,2,,3,
"Activid.inmobil., empres. y alquileres (146)",111,50,12,39,10
"Admin.pub. y defensa; p. segur soc.afil (147)",119,,,,119
"Enseñanza (148)",170,52,54,52,12
"Servicios sociales y de salud (149)",34,8,,2,24
"Otras activ. serv.comun.soc y personales (150)",135,99,22,12,2
"Hogares privados con servicio doméstico (151)",197,197,,,
"Actividad economica no especificada (153)",148,137,5,4,2
"Hombres (154)",8781,7660,580,331,210
"Agric., ganadería, caza y silvicultura (155)",6084,5951,112,14,7
"Pesca (156)",3,3,,,
"Explotación de minas y canteras (157)",223,59,42,79,43
"Industrias manufactureras (158)",276,228,39,7,2
"Suministro de electricidad, gas y agua (159)",21,2,9,9,1
"Construcción (160)",998,643,237,105,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",336,283,42,11,
"Venta, mant.y rep. veh.autom y motoc. (162)",100,71,23,6,
"Comercio al por mayor (163)",28,22,4,2,
"Comercio al por menor (164)",208,190,15,3,
"Hoteles y restaurantes (165)",51,38,9,4,
"Trans., almac. y comunicaciones (166)",334,285,20,16,13
"Intermediación financiera (167)",4,2,,2,
"Activid.inmobil., empres. y alquileres (168)",98,39,11,38,10
"Admin.pub. y defensa; p. segur soc.afil (169)",101,,,,101
"Enseñanza (170)",99,20,38,32,9
"Servicios sociales y de salud (171)",13,4,,1,8
"Otras activ. serv.comun.soc y personales (172)",87,55,20,11,1
"Hogares privados con servicio doméstico (173)",6,6,,,
"Actividad economica no especificada (175)",47,42,1,2,2
"Mujeres (176)",2231,2077,69,43,42
"Agric., ganadería, caza y silvicultura (177)",1315,1287,19,7,2
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",12,8,1,3,
"Industrias manufactureras (180)",46,38,4,4,
"Suministro de electricidad, gas y agua (181)",1,1,,,
"Construcción (182)",10,7,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",280,272,8,,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,2,,,
"Comercio al por mayor (185)",5,3,2,,
"Comercio al por menor (186)",273,267,6,,
"Hoteles y restaurantes (187)",95,81,11,1,2
"Trans., almac. y comunicaciones (188)",7,5,1,1,
"Intermediación financiera (189)",1,,,1,
"Activid.inmobil., empres. y alquileres (190)",13,11,1,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",18,,,,18
"Enseñanza (192)",71,32,16,20,3
"Servicios sociales y de salud (193)",21,4,,1,16
"Otras activ. serv.comun.soc y personales (194)",48,44,2,1,1
"Hogares privados con servicio doméstico (195)",191,191,,,
"Actividad economica no especificada (197)",101,95,4,2,
