"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Mujeres (045)",512,9,130,196,137,40
"Agric., ganadería, caza y silvicultura (046)",76,5,17,17,22,15
"Industrias manufactureras (049)",24,,5,7,11,1
"Construcción (051)",2,,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",108,1,24,40,35,8
"Venta, mant.y rep. veh.autom.y motoc. (053)",1,,,,1,
"Comercio al por mayor (054)",3,,,3,,
"Comercio al por menor (055)",104,1,24,37,34,8
"Hoteles y restaurantes (056)",44,1,15,13,12,3
"Trans., almac. y comunicaciones (057)",1,,1,,,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",12,,4,5,3,
"Admin.pub. y defensa; p. segur.soc.afil (060)",25,,7,12,5,1
"Enseñanza (061)",96,,22,60,14,
"Servicios sociales y de salud (062)",17,,3,10,4,
"Otras activ. serv.comun.soc y personales (063)",11,,2,3,6,
"Hogares privados con servicio doméstico (064)",39,1,17,11,9,1
"Actividad economica no especificada (066)",56,1,11,18,15,11
,,,,,,
"URBANA (067)",1389,11,328,501,408,141
"Agric., ganadería, caza y silvicultura (068)",567,6,122,145,187,107
"Pesca (069)",1,,1,,,
"Industrias manufactureras (071)",77,1,16,29,28,3
"Suministro de electricidad, gas y agua (072)",2,,,1,1,
"Construcción (073)",105,,46,37,21,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",159,2,40,52,50,15
"Venta, mant.y rep. veh.autom.y motoc. (075)",2,,,1,1,
"Comercio al por mayor (076)",6,,,4,2,
"Comercio al por menor (077)",151,2,40,47,47,15
"Hoteles y restaurantes (078)",42,,9,16,13,4
"Trans., almac. y comunicaciones (079)",29,1,8,16,4,
"Intermediación financiera (080)",1,,,1,,
"Activid.inmobil., empres. y alquileres (081)",32,,8,12,11,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",88,,20,44,22,2
"Enseñanza (083)",154,,24,100,30,
"Servicios sociales y de salud (084)",27,,4,14,9,
"Otras activ. serv.comun.soc y personales (085)",40,,11,17,12,
"Hogares privados con servicio doméstico (086)",33,1,14,10,8,
"Actividad economica no especificada (088)",32,,5,7,12,8
"Hombres (089)",1036,7,246,365,304,114
"Agric., ganadería, caza y silvicultura (090)",524,4,112,139,172,97
"Pesca (091)",1,,1,,,
"Industrias manufactureras (093)",56,1,12,22,18,3
"Suministro de electricidad, gas y agua (094)",2,,,1,1,
"Construcción (095)",103,,45,37,20,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",74,1,22,21,23,7
"Venta, mant.y rep. veh.autom.y motoc. (097)",2,,,1,1,
"Comercio al por mayor (098)",5,,,3,2,
"Comercio al por menor (099)",67,1,22,17,20,7
"Hoteles y restaurantes (100)",13,,2,5,4,2
"Trans., almac. y comunicaciones (101)",28,1,7,16,4,
"Intermediación financiera (102)",1,,,1,,
"Activid.inmobil., empres. y alquileres (103)",22,,5,8,8,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",69,,17,34,17,1
"Enseñanza (105)",87,,11,57,19,
"Servicios sociales y de salud (106)",14,,1,8,5,
"Otras activ. serv.comun.soc y personales (107)",31,,10,14,7,
"Hogares privados con servicio doméstico (108)",3,,1,1,1,
"Actividad economica no especificada (110)",8,,,1,5,2
"Mujeres (112)",353,4,82,136,104,27
"Agric., ganadería, caza y silvicultura (113)",43,2,10,6,15,10
"Industrias manufactureras (116)",21,,4,7,10,
"Construcción (118)",2,,1,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",85,1,18,31,27,8
"Comercio al por mayor (121)",1,,,1,,
"Comercio al por menor (122)",84,1,18,30,27,8
"Hoteles y restaurantes (123)",29,,7,11,9,2
"Trans., almac. y comunicaciones (124)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",10,,3,4,3,
"Admin.pub. y defensa; p. segur.soc.afil (127)",19,,3,10,5,1
"Enseñanza (128)",67,,13,43,11,
"Servicios sociales y de salud (129)",13,,3,6,4,
"Otras activ. serv.comun.soc y personales (130)",9,,1,3,5,
"Hogares privados con servicio doméstico (131)",30,1,13,9,7,
"Actividad economica no especificada (133)",24,,5,6,7,6
,,,,,,
"RURAL (134)",1121,12,348,364,293,104
"Agric., ganadería, caza y silvicultura (135)",753,10,216,218,220,89
"Explotación de minas y canteras (137)",34,,20,8,6,
"Industrias manufactureras (138)",33,,9,10,11,3
"Construcción (140)",38,,13,18,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",58,,20,21,15,2
"Venta, mant.y rep. veh.autom.y motoc. (142)",3,,1,,1,1
"Comercio al por mayor (143)",3,,,2,1,
"Comercio al por menor (144)",52,,19,19,13,1
"Hoteles y restaurantes (145)",21,1,10,3,5,2
"Trans., almac. y comunicaciones (146)",22,,10,8,3,1
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",7,,3,1,3,
"Admin.pub. y defensa; p. segur.soc.afil (149)",28,,14,11,3,
"Enseñanza (150)",58,,11,39,8,
"Servicios sociales y de salud (151)",7,,2,5,,
"Otras activ. serv.comun.soc y personales (152)",13,,5,7,1,
"Hogares privados con servicio doméstico (153)",9,,4,2,2,1
"Actividad economica no especificada (155)",39,1,10,13,9,6
"Hombres (156)",962,7,300,304,260,91
"Agric., ganadería, caza y silvicultura (157)",720,7,209,207,213,84
"Explotación de minas y canteras (159)",34,,20,8,6,
"Industrias manufactureras (160)",30,,8,10,10,2
"Construcción (162)",38,,13,18,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",35,,14,12,7,2
"Venta, mant.y rep. veh.autom.y motoc. (164)",2,,1,,,1
"Comercio al por mayor (165)",1,,,,1,
"Comercio al por menor (166)",32,,13,12,6,1
"Hoteles y restaurantes (167)",6,,2,1,2,1
"Trans., almac. y comunicaciones (168)",22,,10,8,3,1
"Activid.inmobil., empres. y alquileres (170)",5,,2,,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",22,,10,9,3,
"Enseñanza (172)",29,,2,22,5,
"Servicios sociales y de salud (173)",3,,2,1,,
"Otras activ. serv.comun.soc y personales (174)",11,,4,7,,
"Actividad economica no especificada (177)",7,,4,1,1,1
"Mujeres (179)",159,5,48,60,33,13
"Agric., ganadería, caza y silvicultura (180)",33,3,7,11,7,5
"Industrias manufactureras (183)",3,,1,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",23,,6,9,8,
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,,1,
"Comercio al por mayor (188)",2,,,2,,
"Comercio al por menor (189)",20,,6,7,7,
"Hoteles y restaurantes (190)",15,1,8,2,3,1
"Intermediación financiera (192)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",6,,4,2,,
"Enseñanza (195)",29,,9,17,3,
"Servicios sociales y de salud (196)",4,,,4,,
"Otras activ. serv.comun.soc y personales (197)",2,,1,,1,
"Hogares privados con servicio doméstico (198)",9,,4,2,2,1
"Actividad economica no especificada (200)",32,1,6,12,8,5
