"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia AZANGARO (000)",43712,3800,3807,19102,205,11709,407,4682
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",86,86,,,,,,
"Profes., científicos e intelectuales (002)",2248,2076,,168,2,2,,
"Técnicos de nivel medio y trab. asimilados (003)",376,264,,103,4,5,,
"Jefes y empleados de oficina (004)",604,594,,6,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2327,242,13,1771,32,269,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14021,,3,13922,95,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1832,,726,903,46,157,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1539,86,715,693,19,26,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",15230,294,2277,1166,3,11083,407,
"Otra (010)",80,80,,,,,,
"Ocupaciñn no especificada (011)",687,78,73,370,4,162,,
"Desocupado (012)",4682,,,,,,,4682
"Hombres (013)",26676,2657,3076,12772,139,4473,28,3531
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",69,69,,,,,,
"Profes., científicos e intelectuales (015)",1629,1516,,110,1,2,,
"Técnicos de nivel medio y trab. asimilados (016)",273,177,,91,3,2,,
"Jefes y empleados de oficina (017)",391,385,,5,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",821,129,11,612,14,55,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",10074,,3,10010,61,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1436,,676,618,38,104,,
"Obreros construc.,conf.,papel, fab., instr. (021)",1511,86,703,678,19,25,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",6567,180,1629,513,1,4216,28,
"Otra (023)",75,75,,,,,,
"Ocupaciñn no especificada (024)",299,40,54,135,2,68,,
"Desocupado (025)",3531,,,,,,,3531
"Mujeres (026)",17036,1143,731,6330,66,7236,379,1151
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",17,17,,,,,,
"Profes., científicos e intelectuales (028)",619,560,,58,1,,,
"Técnicos de nivel medio y trab. asimilados (029)",103,87,,12,1,3,,
"Jefes y empleados de oficina (030)",213,209,,1,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1506,113,2,1159,18,214,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",3947,,,3912,34,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",396,,50,285,8,53,,
"Obreros construc.,conf.,papel, fab., instr. (034)",28,,12,15,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",8663,114,648,653,2,6867,379,
"Otra (036)",5,5,,,,,,
"Ocupaciñn no especificada (037)",388,38,19,235,2,94,,
"Desocupado (038)",1151,,,,,,,1151
,,,,,,,,
"URBANA (039)",11178,2813,1395,4265,60,1014,191,1440
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",43,43,,,,,,
"Profes., científicos e intelectuales (041)",1685,1579,,105,,1,,
"Técnicos de nivel medio y trab. asimilados (042)",288,218,,63,2,5,,
"Jefes y empleados de oficina (043)",454,446,,4,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1553,138,9,1206,11,189,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1259,,,1245,14,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",813,,249,514,18,32,,
"Obreros construc.,conf.,papel, fab., instr. (047)",902,58,454,372,12,6,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",2448,200,659,649,2,747,191,
"Otra (049)",75,75,,,,,,
"Ocupaciñn no especificada (050)",218,56,24,107,1,30,,
"Desocupado (051)",1440,,,,,,,1440
"Hombres (052)",6966,1860,1244,2317,42,432,14,1057
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",37,37,,,,,,
"Profes., científicos e intelectuales (054)",1154,1090,,63,,1,,
"Técnicos de nivel medio y trab. asimilados (055)",203,142,,57,2,2,,
"Jefes y empleados de oficina (056)",265,260,,4,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",450,67,7,336,4,36,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",878,,,870,8,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",609,,230,343,14,22,,
"Obreros construc.,conf.,papel, fab., instr. (060)",882,58,447,360,12,5,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",1269,111,543,247,1,353,14,
"Otra (062)",70,70,,,,,,
"Ocupaciñn no especificada (063)",92,25,17,37,1,12,,
"Desocupado (064)",1057,,,,,,,1057
"Mujeres (065)",4212,953,151,1948,18,582,177,383
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",6,6,,,,,,
"Profes., científicos e intelectuales (067)",531,489,,42,,,,
"Técnicos de nivel medio y trab. asimilados (068)",85,76,,6,,3,,
"Jefes y empleados de oficina (069)",189,186,,,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1103,71,2,870,7,153,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",381,,,375,6,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",204,,19,171,4,10,,
"Obreros construc.,conf.,papel, fab., instr. (073)",20,,7,12,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",1179,89,116,402,1,394,177,
"Otra (075)",5,5,,,,,,
"Ocupaciñn no especificada (076)",126,31,7,70,,18,,
"Desocupado (077)",383,,,,,,,383
,,,,,,,,
"RURAL (078)",32534,987,2412,14837,145,10695,216,3242
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",43,43,,,,,,
"Profes., científicos e intelectuales (080)",563,497,,63,2,1,,
"Técnicos de nivel medio y trab. asimilados (081)",88,46,,40,2,,,
"Jefes y empleados de oficina (082)",150,148,,2,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",774,104,4,565,21,80,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",12762,,3,12677,81,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",1019,,477,389,28,125,,
"Obreros construc.,conf.,papel, fab., instr. (086)",637,28,261,321,7,20,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",12782,94,1618,517,1,10336,216,
"Otra (088)",5,5,,,,,,
"Ocupaciñn no especificada (089)",469,22,49,263,3,132,,
"Desocupado (090)",3242,,,,,,,3242
"Hombres (091)",19710,797,1832,10455,97,4041,14,2474
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",32,32,,,,,,
"Profes., científicos e intelectuales (093)",475,426,,47,1,1,,
"Técnicos de nivel medio y trab. asimilados (094)",70,35,,34,1,,,
"Jefes y empleados de oficina (095)",126,125,,1,,,,
