"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MARISCAL NIETO (000)",31645,9832,8628,10077,487,2112,509
"Sin nivel (001)",1847,62,388,954,19,401,23
"Educación inicial (002)",33,4,6,14,,7,2
"Primaria (003)",5076,214,1602,2461,85,619,95
"Secundaria (004)",9430,1398,3758,3243,134,644,253
"Superior no univ. incompleta (005)",2830,837,843,905,45,146,54
"Superior no univ. completa (006)",5117,2643,1123,1114,59,140,38
"Superior univ. incompleta (007)",2136,988,443,546,46,84,29
"Superior univ. completa (008)",5176,3686,465,840,99,71,15
"Hombres (010)",19464,5540,7038,5813,299,745,29
"Sin nivel (011)",632,23,196,355,7,48,3
"Educación inicial (012)",19,2,5,7,,5,
"Primaria (013)",2901,115,1148,1378,48,208,4
"Secundaria (014)",6455,882,3172,2007,94,283,17
"Superior no univ. incompleta (015)",1860,504,721,546,21,67,1
"Superior no univ. completa (016)",3057,1316,990,662,31,57,1
"Superior univ. incompleta (017)",1463,629,388,362,33,49,2
"Superior univ. completa (018)",3077,2069,418,496,65,28,1
"Mujeres (020)",12181,4292,1590,4264,188,1367,480
"Sin nivel (021)",1215,39,192,599,12,353,20
"Educación inicial (022)",14,2,1,7,,2,2
"Primaria (023)",2175,99,454,1083,37,411,91
"Secundaria (024)",2975,516,586,1236,40,361,236
"Superior no univ. incompleta (025)",970,333,122,359,24,79,53
"Superior no univ. completa (026)",2060,1327,133,452,28,83,37
"Superior univ. incompleta (027)",673,359,55,184,13,35,27
"Superior univ. completa (028)",2099,1617,47,344,34,43,14
,,,,,,,
"URBANA (030)",26327,9240,6640,8067,439,1448,493
"Sin nivel (031)",1229,58,267,627,12,245,20
"Educación inicial (032)",29,4,5,12,,6,2
"Primaria (033)",3661,197,1162,1752,65,397,88
"Secundaria (034)",7614,1316,2806,2665,121,457,249
"Superior no univ. incompleta (035)",2483,780,695,799,45,110,54
"Superior no univ. completa (036)",4549,2458,925,966,56,107,37
"Superior univ. incompleta (037)",1949,935,377,492,43,74,28
"Superior univ. completa (038)",4813,3492,403,754,97,52,15
"Hombres (040)",15802,5116,5440,4433,261,527,25
"Sin nivel (041)",378,20,132,195,4,25,2
"Educación inicial (042)",15,2,4,5,,4,
"Primaria (043)",1977,101,815,883,32,143,3
"Secundaria (044)",5069,813,2381,1575,81,204,15
"Superior no univ. incompleta (045)",1587,457,596,465,21,47,1
"Superior no univ. completa (046)",2665,1208,823,560,29,44,1
"Superior univ. incompleta (047)",1303,587,326,315,31,42,2
"Superior univ. completa (048)",2808,1928,363,435,63,18,1
"Mujeres (050)",10525,4124,1200,3634,178,921,468
"Sin nivel (051)",851,38,135,432,8,220,18
"Educación inicial (052)",14,2,1,7,,2,2
"Primaria (053)",1684,96,347,869,33,254,85
"Secundaria (054)",2545,503,425,1090,40,253,234
"Superior no univ. incompleta (055)",896,323,99,334,24,63,53
"Superior no univ. completa (056)",1884,1250,102,406,27,63,36
"Superior univ. incompleta (057)",646,348,51,177,12,32,26
"Superior univ. completa (058)",2005,1564,40,319,34,34,14
,,,,,,,
"RURAL (060)",5318,592,1988,2010,48,664,16
"Sin nivel (061)",618,4,121,327,7,156,3
"Educación inicial (062)",4,,1,2,,1,
"Primaria (063)",1415,17,440,709,20,222,7
"Secundaria (064)",1816,82,952,578,13,187,4
"Superior no univ. incompleta (065)",347,57,148,106,,36,
"Superior no univ. completa (066)",568,185,198,148,3,33,1
"Superior univ. incompleta (067)",187,53,66,54,3,10,1
"Superior univ. completa (068)",363,194,62,86,2,19,
"Hombres (070)",3662,424,1598,1380,38,218,4
"Sin nivel (071)",254,3,64,160,3,23,1
"Educación inicial (072)",4,,1,2,,1,
"Primaria (073)",924,14,333,495,16,65,1
"Secundaria (074)",1386,69,791,432,13,79,2
"Superior no univ. incompleta (075)",273,47,125,81,,20,
"Superior no univ. completa (076)",392,108,167,102,2,13,
"Superior univ. incompleta (077)",160,42,62,47,2,7,
"Superior univ. completa (078)",269,141,55,61,2,10,
"Mujeres (080)",1656,168,390,630,10,446,12
"Sin nivel (081)",364,1,57,167,4,133,2
"Primaria (083)",491,3,107,214,4,157,6
"Secundaria (084)",430,13,161,146,,108,2
"Superior no univ. incompleta (085)",74,10,23,25,,16,
"Superior no univ. completa (086)",176,77,31,46,1,20,1
"Superior univ. incompleta (087)",27,11,4,7,1,3,1
"Superior univ. completa (088)",94,53,7,25,,9,
