"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia VIRU (000)",27010,63277,59291,,1608,93.7,2.5
"De 12 a 14 años (001)",2591,27,27,,7,100,25.9
"De 15 a 19 años (002)",4085,944,928,234,98.3,24.8,
"De 20 a 24 años (003)",4394,3837,3773,499,98.3,13,
"De 25 a 29 años (004)",3523,5753,5650,397,98.2,6.9,
"De 30 a 34 años (005)",2689,6534,6351,246,97.2,3.8,
"De 35 a 39 años (006)",2288,7286,7032,157,96.5,2.2,
"De 40 a 44 años (007)",1835,7172,6898,55,96.2,0.8,
"De 45 a 49 años (008)",1398,6529,6157,13,94.3,0.2,
"De 50 y más años (009)",4207,25195,22475,,89.2,,
"Sin nivel (010)",4173,19888,17855,182,89.8,0.9,
"De 12 a 14 años (011)",73,2,2,1,100,50,
"De 15 a 19 años (012)",175,75,74,21,98.7,28,
"De 20 a 24 años (013)",273,317,314,41,99.1,12.9,
"De 25 a 29 años (014)",213,452,442,35,97.8,7.7,
"De 30 a 34 años (015)",375,1076,1039,31,96.6,2.9,
"De 35 a 39 años (016)",400,1526,1460,32,95.7,2.1,
"De 40 a 44 años (017)",402,1870,1785,13,95.5,0.7,
"De 45 a 49 años (018)",366,2005,1858,8,92.7,0.4,
"De 50 y más años (019)",1896,12565,10881,,86.6,,
"Educacion Inicial (020)",60,89,81,3,91,3.4,
"De 12 a 14 años (021)",14,,,,,,
"De 15 a 19 años (022)",3,,,,,,
"De 20 a 24 años (023)",17,17,17,1,100,5.9,
"De 25 a 29 años (024)",7,15,13,1,86.7,6.7,
"De 30 a 34 años (025)",11,30,30,,100,,
"De 35 a 39 años (026)",8,27,21,1,77.8,3.7,
"Primaria (030)",10413,27695,26256,689,94.8,2.5,
"De 12 a 14 años (031)",1259,20,20,5,100,25,
"De 15 a 19 años (032)",1185,408,404,101,99,24.8,
"De 20 a 24 años (033)",1415,1604,1584,208,98.8,13,
"De 25 a 29 años (034)",1367,2755,2703,160,98.1,5.8,
"De 30 a 34 años (035)",1096,3073,2981,110,97,3.6,
"De 35 a 39 años (036)",966,3382,3266,72,96.6,2.1,
"De 40 a 44 años (037)",838,3548,3407,28,96,0.8,
"De 45 a 49 años (038)",616,3084,2916,5,94.6,0.2,
"De 50 y más años (039)",1671,9821,8975,,91.4,,
