"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CHINCHA (000)",194315,95977,98338,172733,85081,87652,21582,10896,10686
"Menores de 1 año (001)",4064,2106,1958,3595,1871,1724,469,235,234
"Menores de 1 mes (002)",392,224,168,319,186,133,73,38,35
"De 1 a 11 meses (003)",3672,1882,1790,3276,1685,1591,396,197,199
"De 1 a 4 años (004)",16289,8198,8091,14451,7286,7165,1838,912,926
"1 año (005)",4005,2005,2000,3547,1803,1744,458,202,256
"2 años (006)",4512,2247,2265,4033,2002,2031,479,245,234
"3 años (007)",3998,2046,1952,3536,1816,1720,462,230,232
"4 años (008)",3774,1900,1874,3335,1665,1670,439,235,204
"De 5 a 9 años (009)",18315,9463,8852,16300,8423,7877,2015,1040,975
"5 años (010)",3744,1940,1804,3327,1720,1607,417,220,197
"6 años (011)",3529,1835,1694,3169,1649,1520,360,186,174
"7 años (012)",3775,1968,1807,3362,1774,1588,413,194,219
"8 años (013)",3703,1902,1801,3295,1689,1606,408,213,195
"9 años (014)",3564,1818,1746,3147,1591,1556,417,227,190
"De 10 a 14 años (015)",19993,10167,9826,17810,9056,8754,2183,1111,1072
"10 años (016)",4007,2055,1952,3531,1795,1736,476,260,216
"11 años (017)",3959,2005,1954,3555,1795,1760,404,210,194
"12 años (018)",4008,2021,1987,3549,1815,1734,459,206,253
"13 años (019)",4002,2029,1973,3554,1802,1752,448,227,221
"14 años (020)",4017,2057,1960,3621,1849,1772,396,208,188
"De 15 a 19 años (021)",18577,9291,9286,16506,8218,8288,2071,1073,998
"15 años (022)",4062,2114,1948,3620,1864,1756,442,250,192
"16 años (023)",3696,1877,1819,3315,1669,1646,381,208,173
"17 años (024)",3482,1719,1763,3080,1516,1564,402,203,199
"18 años (025)",3545,1763,1782,3120,1556,1564,425,207,218
"19 años (026)",3792,1818,1974,3371,1613,1758,421,205,216
"De 20 a 24 años (027)",18277,9114,9163,16229,8096,8133,2048,1018,1030
"20 años (028)",4029,1964,2065,3589,1757,1832,440,207,233
"21 años (029)",3535,1710,1825,3139,1506,1633,396,204,192
"22 años (030)",3595,1848,1747,3197,1645,1552,398,203,195
"23 años (031)",3475,1740,1735,3049,1534,1515,426,206,220
"24 años (032)",3643,1852,1791,3255,1654,1601,388,198,190
"De 25 a 29 años (033)",16348,8115,8233,14605,7263,7342,1743,852,891
"25 años (034)",3454,1745,1709,3096,1562,1534,358,183,175
"26 años (035)",3262,1624,1638,2875,1435,1440,387,189,198
"27 años (036)",3450,1721,1729,3093,1561,1532,357,160,197
"28 años (037)",3102,1514,1588,2753,1341,1412,349,173,176
"29 años (038)",3080,1511,1569,2788,1364,1424,292,147,145
