"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCABAMBA (000)",31314,811,10257,9791,7887,2568
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",52,,4,29,18,1
"Profes., científicos e intelectuales (002)",1963,,499,1010,439,15
"Técnicos de nivel medio y trab. asimilados (003)",455,,154,208,82,11
"Jefes y empleados de oficina (004)",445,,140,208,95,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1274,9,375,445,362,83
"Agricult. trabaj. calif.agrop. y pesqueros (006)",15491,111,3522,4982,4923,1953
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1278,24,497,412,266,79
"Obreros construc., conf., papel, fab., instr. (008)",1011,4,391,387,204,25
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",8479,663,4413,1806,1277,320
"Otra (010)",66,,17,35,14,
"Ocupación no especificada (011)",800,,245,269,207,79
"Hombres (012)",24333,586,7839,7462,6254,2192
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",43,,1,26,15,1
"Profes., científicos e intelectuales (014)",1011,,269,461,269,12
"Técnicos de nivel medio y trab. asimilados (015)",290,,93,132,55,10
"Jefes y empleados de oficina (016)",245,,65,121,57,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",653,7,189,224,188,45
"Agricult. trabaj. calif.agrop. y pesqueros (018)",14481,97,3227,4729,4599,1829
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",594,5,207,212,123,47
"Obreros construc., conf., papel, fab., instr. (020)",978,2,374,380,197,25
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",5778,475,3332,1068,704,199
"Otra (022)",65,,16,35,14,
"Ocupación no especificada (023)",195,,66,74,33,22
"Mujeres (024)",6981,225,2418,2329,1633,376
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",9,,3,3,3,
"Profes., científicos e intelectuales (026)",952,,230,549,170,3
"Técnicos de nivel medio y trab. asimilados (027)",165,,61,76,27,1
"Jefes y empleados de oficina (028)",200,,75,87,38,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",621,2,186,221,174,38
"Agricult. trabaj. calif.agrop. y pesqueros (030)",1010,14,295,253,324,124
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",684,19,290,200,143,32
"Obreros construc., conf., papel, fab., instr. (032)",33,2,17,7,7,
