"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",120,3,28,24,42,23
"Educación inicial (032)",9,1,6,2,,
"Primaria (033)",780,14,261,298,183,24
"Secundaria (034)",1315,10,829,394,77,5
"Superior no univ. incompleta (035)",59,,42,12,5,
"Superior no univ. completa (036)",74,,44,26,4,
"Superior univ. incompleta (037)",32,,23,8,1,
"Superior univ. completa (038)",65,,39,23,3,
"No PEA (040)",25299,8482,8683,4012,2607,1515
"Sin nivel (041)",2911,243,167,343,1031,1127
"Educación inicial (042)",489,452,22,15,,
"Primaria (043)",11761,6114,1861,2190,1259,337
"Secundaria (044)",8789,1673,5552,1261,269,34
"Superior no univ. incompleta (045)",557,,479,62,10,6
"Superior no univ. completa (046)",223,,151,60,10,2
"Superior univ. incompleta (047)",398,,357,36,3,2
"Superior univ. completa (048)",171,,94,45,25,7
,,,,,,
"URBANA (060)",29350,5441,11704,7739,3511,955
"Sin nivel (061)",1726,82,131,273,672,568
"Educación inicial (062)",323,280,23,20,,
"Primaria (063)",10948,3841,1978,3042,1759,328
"Secundaria (064)",13444,1238,7813,3533,822,38
"Superior no univ. incompleta (065)",988,,686,243,53,6
"Superior no univ. completa (066)",607,,338,219,49,1
"Superior univ. incompleta (067)",621,,470,119,30,2
"Superior univ. completa (068)",693,,265,290,126,12
"PEA (070)",13203,108,5757,4994,2091,253
"Sin nivel (071)",494,,54,114,229,97
"Educación inicial (072)",21,2,8,11,,
"Primaria (073)",3692,62,881,1605,1014,130
"Secundaria (074)",7203,44,3969,2548,626,16
"Superior no univ. incompleta (075)",533,,286,202,45,
"Superior no univ. completa (076)",431,,213,173,44,1
"Superior univ. incompleta (077)",281,,164,87,28,2
"Superior univ. completa (078)",548,,182,254,105,7
"Ocupada (080)",11369,90,4839,4382,1843,215
"Sin nivel (081)",405,,36,97,193,79
"Educación inicial (082)",16,2,5,9,,
"Primaria (083)",3134,53,725,1371,872,113
"Secundaria (084)",6219,35,3364,2241,566,13
"Superior no univ. incompleta (085)",481,,247,194,40,
"Superior no univ. completa (086)",372,,176,154,41,1
"Superior univ. incompleta (087)",252,,141,81,28,2
"Superior univ. completa (088)",490,,145,235,103,7
"Desocupada (090)",1834,18,918,612,248,38
"Sin nivel (091)",89,,18,17,36,18
"Educación inicial (092)",5,,3,2,,
"Primaria (093)",558,9,156,234,142,17
"Secundaria (094)",984,9,605,307,60,3
"Superior no univ. incompleta (095)",52,,39,8,5,
"Superior no univ. completa (096)",59,,37,19,3,
"Superior univ. incompleta (097)",29,,23,6,,
"Superior univ. completa (098)",58,,37,19,2,
"No PEA (100)",16147,5333,5947,2745,1420,702
"Sin nivel (101)",1232,82,77,159,443,471
"Educación inicial (102)",302,278,15,9,,
"Primaria (103)",7256,3779,1097,1437,745,198
"Secundaria (104)",6241,1194,3844,985,196,22
"Superior no univ. incompleta (105)",455,,400,41,8,6
"Superior no univ. completa (106)",176,,125,46,5,
"Superior univ. incompleta (107)",340,,306,32,2,
"Superior univ. completa (108)",145,,83,36,21,5
,,,,,,
"RURAL (120)",14763,3193,4877,3044,2420,1229
"Sin nivel (121)",2476,170,154,287,946,919
"Educación inicial (122)",193,175,11,7,,
"Primaria (123)",6585,2361,1282,1516,1143,283
"Secundaria (124)",4876,487,3074,1021,274,20
"Superior no univ. incompleta (125)",196,,131,53,12,
"Superior no univ. completa (126)",187,,96,74,15,2
"Superior univ. incompleta (127)",127,,85,26,14,2
"Superior univ. completa (128)",123,,44,60,16,3
"PEA (130)",5611,44,2141,1777,1233,416
"Sin nivel (131)",797,9,64,103,358,263
"Educación inicial (132)",6,1,4,1,,
"Primaria (133)",2080,26,518,763,629,144
"Secundaria (134)",2328,8,1366,745,201,8
"Superior no univ. incompleta (135)",94,,52,32,10,
"Superior no univ. completa (136)",140,,70,60,10,
"Superior univ. incompleta (137)",69,,34,22,13,
"Superior univ. completa (138)",97,,33,51,12,1
"Ocupada (140)",4991,34,1787,1602,1166,402
"Sin nivel (141)",766,6,54,96,352,258
"Educación inicial (142)",2,,1,1,,
"Primaria (143)",1858,21,413,699,588,137
"Secundaria (144)",1997,7,1142,658,184,6
"Superior no univ. incompleta (145)",87,,49,28,10,
"Superior no univ. completa (146)",125,,63,53,9,
"Superior univ. incompleta (147)",66,,34,20,12,
"Superior univ. completa (148)",90,,31,47,11,1
"Desocupada (150)",620,10,354,175,67,14
"Sin nivel (151)",31,3,10,7,6,5
"Educación inicial (152)",4,1,3,,,
"Primaria (153)",222,5,105,64,41,7
"Secundaria (154)",331,1,224,87,17,2
"Superior no univ. incompleta (155)",7,,3,4,,
"Superior no univ. completa (156)",15,,7,7,1,
"Superior univ. incompleta (157)",3,,,2,1,
"Superior univ. completa (158)",7,,2,4,1,
"No PEA (160)",9152,3149,2736,1267,1187,813
"Sin nivel (161)",1679,161,90,184,588,656
"Educación inicial (162)",187,174,7,6,,
"Primaria (163)",4505,2335,764,753,514,139
"Secundaria (164)",2548,479,1708,276,73,12
"Superior no univ. incompleta (165)",102,,79,21,2,
"Superior no univ. completa (166)",47,,26,14,5,2
"Superior univ. incompleta (167)",58,,51,4,1,2
"Superior univ. completa (168)",26,,11,9,4,2
