"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ANGARAES (000)",55704,55057,273,374
"Hombres (001)",27252,26988,90,174
"Mujeres (002)",28452,28069,183,200
"Menores de 1 año (003)",1186,1043,60,83
"Hombres (004)",595,523,32,40
"Mujeres (005)",591,520,28,43
"De 1 a 5 años (006)",7832,7512,55,265
"Hombres (007)",3934,3780,30,124
"Mujeres (008)",3898,3732,25,141
"De 6 a 14 años (009)",14774,14759,2,13
"Hombres (010)",7534,7527,2,5
"Mujeres (011)",7240,7232,,8
"De 15 a 29 años (012)",13081,13075,4,2
"Hombres (013)",6411,6409,1,1
"Mujeres (014)",6670,6666,3,1
"De 30 a 44 años (015)",8479,8464,13,2
"Hombres (016)",3976,3971,4,1
"Mujeres (017)",4503,4493,9,1
"De 45 a 64 años (018)",7109,7079,30,
"Hombres (019)",3400,3398,2,
"Mujeres (020)",3709,3681,28,
"De 65 a más años (021)",3243,3125,109,9
"Hombres (022)",1402,1380,19,3
"Mujeres (023)",1841,1745,90,6
,,,,
"URBANA (024)",16086,15926,90,70
"Hombres (025)",7850,7785,30,35
"Mujeres (026)",8236,8141,60,35
"Menores de 1 año (027)",270,235,16,19
"Hombres (028)",147,129,7,11
"Mujeres (029)",123,106,9,8
"De 1 a 5 años (030)",1847,1771,29,47
"Hombres (031)",911,871,16,24
"Mujeres (032)",936,900,13,23
"De 6 a 14 años (033)",3813,3811,,2
"Hombres (034)",1934,1934,,
"Mujeres (035)",1879,1877,,2
"De 15 a 29 años (036)",4047,4046,1,
"Hombres (037)",1952,1952,,
"Mujeres (038)",2095,2094,1,
"De 30 a 44 años (039)",2867,2865,2,
"Hombres (040)",1363,1362,1,
"Mujeres (041)",1504,1503,1,
"De 45 a 64 años (042)",2292,2285,7,
"Hombres (043)",1138,1138,,
"Mujeres (044)",1154,1147,7,
"De 65 a más años (045)",950,913,35,2
"Hombres (046)",405,399,6,
"Mujeres (047)",545,514,29,2
,,,,
"RURAL (048)",39618,39131,183,304
"Hombres (049)",19402,19203,60,139
"Mujeres (050)",20216,19928,123,165
"Menores de 1 año (051)",916,808,44,64
"Hombres (052)",448,394,25,29
"Mujeres (053)",468,414,19,35
"De 1 a 5 años (054)",5985,5741,26,218
"Hombres (055)",3023,2909,14,100
"Mujeres (056)",2962,2832,12,118
"De 6 a 14 años (057)",10961,10948,2,11
"Hombres (058)",5600,5593,2,5
"Mujeres (059)",5361,5355,,6
"De 15 a 29 años (060)",9034,9029,3,2
"Hombres (061)",4459,4457,1,1
"Mujeres (062)",4575,4572,2,1
"De 30 a 44 años (063)",5612,5599,11,2
"Hombres (064)",2613,2609,3,1
"Mujeres (065)",2999,2990,8,1
"De 45 a 64 años (066)",4817,4794,23,
"Hombres (067)",2262,2260,2,
"Mujeres (068)",2555,2534,21,
"De 65 a más años (069)",2293,2212,74,7
"Hombres (070)",997,981,13,3
"Mujeres (071)",1296,1231,61,4
