"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",19776,58980,53028,,1282,89.9,2.2
"De 12 a 14 años (001)",2243,8,8,,3,100,37.5
"De 15 a 19 años (002)",2750,491,481,143,98,29.1,
"De 20 a 24 años (003)",2184,2234,2185,328,97.8,14.7,
"De 25 a 29 años (004)",1849,3751,3653,296,97.4,7.9,
"De 30 a 34 años (005)",1794,5183,5017,245,96.8,4.7,
"De 35 a 39 años (006)",1745,6880,6550,183,95.2,2.7,
"De 40 a 44 años (007)",1379,6370,6041,67,94.8,1.1,
"De 45 a 49 años (008)",1164,6043,5593,17,92.6,0.3,
"De 50 y más años (009)",4668,28020,23500,,83.9,,
"Sin nivel (010)",4900,25898,22136,243,85.5,0.9,
"De 12 a 14 años (011)",33,,,,,,
"De 15 a 19 años (012)",146,47,46,16,97.9,34,
"De 20 a 24 años (013)",188,258,250,29,96.9,11.2,
"De 25 a 29 años (014)",206,567,539,45,95.1,7.9,
"De 30 a 34 años (015)",370,1298,1236,62,95.2,4.8,
"De 35 a 39 años (016)",419,1966,1833,57,93.2,2.9,
"De 40 a 44 años (017)",350,1798,1675,26,93.2,1.4,
"De 45 a 49 años (018)",344,2023,1855,8,91.7,0.4,
"De 50 y más años (019)",2844,17941,14702,,81.9,,
"Educacion Inicial (020)",12,18,17,1,94.4,5.6,
"De 12 a 14 años (021)",2,,,,,,
"De 15 a 19 años (022)",2,1,,,,,
"De 20 a 24 años (023)",2,,,,,,
"De 25 a 29 años (024)",3,9,9,1,100,11.1,
"De 35 a 39 años (026)",3,8,8,,100,,
"Primaria (030)",9124,25808,23843,746,92.4,2.9,
"De 12 a 14 años (031)",1381,6,6,2,100,33.3,
"De 15 a 19 años (032)",1158,286,281,82,98.3,28.7,
"De 20 a 24 años (033)",1094,1335,1302,210,97.5,15.7,
"De 25 a 29 años (034)",965,2259,2202,184,97.5,8.1,
"De 30 a 34 años (035)",862,2811,2733,128,97.2,4.6,
"De 35 a 39 años (036)",862,3644,3473,97,95.3,2.7,
"De 40 a 44 años (037)",701,3468,3293,34,95,1,
"De 45 a 49 años (038)",596,3190,2940,9,92.2,0.3,
"De 50 y más años (039)",1505,8809,7613,,86.4,,
"Secundaria (040)",3779,4130,3980,176,96.4,4.3,
