"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PADRE ABAD (000)",46652,2481,5486,6112,5335,9180,7601,9023,1434
"Sin nivel (001)",5501,2481,657,92,86,319,470,981,415
"Educación inicial (002)",1053,,994,21,9,12,17,,
"Primaria (003)",21440,,3835,4224,1333,2912,3460,4818,858
"Secundaria (004)",14946,,,1775,3599,4430,2573,2435,134
"Superior no univ. incompleto (005)",1204,,,,223,545,251,180,5
"Superior no univ. completo (006)",1023,,,,,442,361,212,8
"Superior univ. incompleto (007)",606,,,,85,256,123,138,4
"Superior univ. completo (008)",879,,,,,264,346,259,10
"Hombres (010)",25938,1272,2837,3188,2824,5082,4280,5581,874
"Sin nivel (011)",2443,1272,353,50,44,121,141,322,140
"Educación inicial (012)",545,,520,13,3,3,6,,
"Primaria (013)",11706,,1964,2251,740,1475,1764,2906,606
"Secundaria (014)",8926,,,874,1888,2632,1651,1772,109
"Superior no univ. incompleto (015)",728,,,,110,296,177,140,5
"Superior no univ. completo (016)",649,,,,,260,239,144,6
"Superior univ. incompleto (017)",380,,,,39,149,77,112,3
"Superior univ. completo (018)",561,,,,,146,225,185,5
"Mujeres (020)",20714,1209,2649,2924,2511,4098,3321,3442,560
"Sin nivel (021)",3058,1209,304,42,42,198,329,659,275
"Educación inicial (022)",508,,474,8,6,9,11,,
"Primaria (023)",9734,,1871,1973,593,1437,1696,1912,252
"Secundaria (024)",6020,,,901,1711,1798,922,663,25
"Superior no univ. incompleto (025)",476,,,,113,249,74,40,
"Superior no univ. completo (026)",374,,,,,182,122,68,2
"Superior univ. incompleto (027)",226,,,,46,107,46,26,1
"Superior univ. completo (028)",318,,,,,118,121,74,5
,,,,,,,,,
"URBANA (030)",24823,1147,2633,3336,3033,4996,4300,4709,669
"Sin nivel (031)",2166,1147,207,32,31,106,165,322,156
"Educación inicial (032)",599,,570,8,5,7,9,,
"Primaria (033)",9630,,1856,2105,467,1068,1566,2161,407
"Secundaria (034)",9309,,,1191,2275,2555,1633,1573,82
"Superior no univ. incompleto (035)",980,,,,190,451,197,137,5
"Superior no univ. completo (036)",884,,,,,381,316,180,7
"Superior univ. incompleto (037)",490,,,,65,200,106,116,3
"Superior univ. completo (038)",765,,,,,228,308,220,9
"Hombres (040)",13332,562,1365,1634,1508,2671,2366,2845,381
"Sin nivel (041)",926,562,118,16,12,45,42,91,40
"Educación inicial (042)",312,,302,4,1,2,3,,
"Primaria (043)",4886,,945,1078,254,487,682,1178,262
"Secundaria (044)",5237,,,536,1118,1423,1005,1092,63
"Superior no univ. incompleto (045)",596,,,,91,245,147,108,5
"Superior no univ. completo (046)",575,,,,,228,219,123,5
"Superior univ. incompleto (047)",305,,,,32,111,65,95,2
"Superior univ. completo (048)",495,,,,,130,203,158,4
"Mujeres (050)",11491,585,1268,1702,1525,2325,1934,1864,288
"Sin nivel (051)",1240,585,89,16,19,61,123,231,116
"Educación inicial (052)",287,,268,4,4,5,6,,
"Primaria (053)",4744,,911,1027,213,581,884,983,145
"Secundaria (054)",4072,,,655,1157,1132,628,481,19
"Superior no univ. incompleto (055)",384,,,,99,206,50,29,
"Superior no univ. completo (056)",309,,,,,153,97,57,2
"Superior univ. incompleto (057)",185,,,,33,89,41,21,1
"Superior univ. completo (058)",270,,,,,98,105,62,5
,,,,,,,,,
"RURAL (060)",21829,1334,2853,2776,2302,4184,3301,4314,765
"Sin nivel (061)",3335,1334,450,60,55,213,305,659,259
"Educación inicial (062)",454,,424,13,4,5,8,,
"Primaria (063)",11810,,1979,2119,866,1844,1894,2657,451
"Secundaria (064)",5637,,,584,1324,1875,940,862,52
"Superior no univ. incompleto (065)",224,,,,33,94,54,43,
"Superior no univ. completo (066)",139,,,,,61,45,32,1
"Superior univ. incompleto (067)",116,,,,20,56,17,22,1
"Superior univ. completo (068)",114,,,,,36,38,39,1
"Hombres (070)",12606,710,1472,1554,1316,2411,1914,2736,493
"Sin nivel (071)",1517,710,235,34,32,76,99,231,100
"Educación inicial (072)",233,,218,9,2,1,3,,
"Primaria (073)",6820,,1019,1173,486,988,1082,1728,344
"Secundaria (074)",3689,,,338,770,1209,646,680,46
"Superior no univ. incompleto (075)",132,,,,19,51,30,32,
"Superior no univ. completo (076)",74,,,,,32,20,21,1
"Superior univ. incompleto (077)",75,,,,7,38,12,17,1
"Superior univ. completo (078)",66,,,,,16,22,27,1
"Mujeres (080)",9223,624,1381,1222,986,1773,1387,1578,272
"Sin nivel (081)",1818,624,215,26,23,137,206,428,159
"Educación inicial (082)",221,,206,4,2,4,5,,
"Primaria (083)",4990,,960,946,380,856,812,929,107
"Secundaria (084)",1948,,,246,554,666,294,182,6
"Superior no univ. incompleto (085)",92,,,,14,43,24,11,
"Superior no univ. completo (086)",65,,,,,29,25,11,
"Superior univ. incompleto (087)",41,,,,13,18,5,5,
"Superior univ. completo (088)",48,,,,,20,16,12,
