"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1727,,,,,481,556,601,89
"Superior univ. incompleto (037)",444,,,,94,150,72,114,14
"Superior univ. completo (038)",983,,,,,232,293,393,65
"Hombres (040)",7430,299,752,894,860,1192,1074,1777,582
"Sin nivel (041)",655,299,79,9,18,27,28,99,96
"Educación inicial (042)",214,,202,6,4,2,,,
"Primaria (043)",2252,,471,574,112,140,156,495,304
"Secundaria (044)",2186,,,305,602,428,346,449,56
"Superior no univ. incompleto (045)",489,,,,79,180,85,119,26
"Superior no univ. completo (046)",832,,,,,225,262,294,51
"Superior univ. incompleto (047)",258,,,,45,83,35,86,9
"Superior univ. completo (048)",544,,,,,107,162,235,40
"Mujeres (050)",7535,306,751,985,914,1138,1110,1764,567
"Sin nivel (051)",940,306,47,8,17,37,75,243,207
"Educación inicial (052)",219,,208,4,5,2,,,
"Primaria (053)",2554,,496,609,149,191,247,623,239
"Secundaria (054)",1846,,,364,608,294,234,310,36
"Superior no univ. incompleto (055)",456,,,,86,166,92,95,17
"Superior no univ. completo (056)",895,,,,,256,294,307,38
"Superior univ. incompleto (057)",186,,,,49,67,37,28,5
"Superior univ. completo (058)",439,,,,,125,131,158,25
,,,,,,,,,
"RURAL (060)",112958,7343,16968,17778,11924,15786,13291,21563,8305
"Sin nivel (061)",28002,7343,4449,407,528,1635,2388,6712,4540
"Educación inicial (062)",2905,,2805,50,10,24,16,,
"Primaria (063)",64518,,9714,14660,5345,9399,8413,13339,3648
"Secundaria (064)",15454,,,2661,5897,3857,1857,1104,78
"Superior no univ. incompleto (065)",662,,,,114,332,122,83,11
"Superior no univ. completo (066)",879,,,,,352,309,200,18
"Superior univ. incompleto (067)",195,,,,30,89,51,24,1
"Superior univ. completo (068)",343,,,,,98,135,101,9
"Hombres (070)",58012,3650,8708,9107,6539,8165,6654,10854,4335
"Sin nivel (071)",11992,3650,2323,192,238,599,880,2250,1860
"Educación inicial (072)",1455,,1420,20,4,8,3,,
"Primaria (073)",34404,,4965,7540,2831,4789,4299,7588,2392
"Secundaria (074)",9050,,,1355,3381,2329,1161,767,57
"Superior no univ. incompleto (075)",366,,,,70,161,68,58,9
"Superior no univ. completo (076)",459,,,,,180,150,117,12
"Superior univ. incompleto (077)",112,,,,15,53,28,15,1
"Superior univ. completo (078)",174,,,,,46,65,59,4
"Mujeres (080)",54946,3693,8260,8671,5385,7621,6637,10709,3970
"Sin nivel (081)",16010,3693,2126,215,290,1036,1508,4462,2680
"Educación inicial (082)",1450,,1385,30,6,16,13,,
"Primaria (083)",30114,,4749,7120,2514,4610,4114,5751,1256
"Secundaria (084)",6404,,,1306,2516,1528,696,337,21
"Superior no univ. incompleto (085)",296,,,,44,171,54,25,2
"Superior no univ. completo (086)",420,,,,,172,159,83,6
"Superior univ. incompleto (087)",83,,,,15,36,23,9,
"Superior univ. completo (088)",169,,,,,52,70,42,5
