"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MORROPON (000)",50660,6164,10216,23089,854,5514,810,4013
"Agric., ganadería, caza y silvicultura (001)",25001,76,7189,12790,534,4412,,
"Pesca (002)",84,6,72,6,,,,
"Explotación de minas y canteras (003)",23,3,17,3,,,,
"Industrias manufactureras (004)",2415,55,726,1514,45,75,,
"Suministro de electricidad, gas y agua (005)",103,34,42,25,2,,,
"Construcción (006)",1575,25,1089,407,29,25,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6205,880,70,4535,125,595,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",372,42,37,279,3,11,,
"Comercio al por mayor (009)",274,68,9,167,11,19,,
"Comercio al por menor (010)",5559,770,24,4089,111,565,,
"Hoteles y restaurantes (011)",1251,209,34,927,31,50,,
"Trans., almac. y comunicaciones (012)",2633,526,292,1739,44,32,,
"Intermediación financiera (013)",51,47,2,2,,,,
"Activid.inmobil., empres. y alquileres (014)",696,510,69,96,17,4,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",914,774,140,,,,,
"Enseñanza (016)",1921,1781,,130,2,8,,
"Servicios sociales y de salud (017)",473,415,4,51,2,1,,
"Otras activ. serv.comun.soc y personales (018)",759,361,105,264,5,24,,
"Hogares privados con servicio doméstico (019)",810,,,,,,810,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",1732,461,365,600,18,288,,
"Desocupado (022)",4013,,,,,,,4013
"Hombres (023)",39663,3325,9236,18756,737,4133,31,3445
"Agric., ganadería, caza y silvicultura (024)",23187,67,6534,12327,515,3744,,
"Pesca (025)",78,5,67,6,,,,
"Explotación de minas y canteras (026)",22,2,17,3,,,,
"Industrias manufactureras (027)",1801,42,641,1048,32,38,,
"Suministro de electricidad, gas y agua (028)",92,24,41,25,2,,,
"Construcción (029)",1532,23,1052,405,29,23,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",3457,494,67,2611,78,207,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",347,31,36,267,3,10,,
"Comercio al por mayor (032)",169,43,9,101,9,7,,
"Comercio al por menor (033)",2941,420,22,2243,66,190,,
"Hoteles y restaurantes (034)",181,51,13,99,4,14,,
"Trans., almac. y comunicaciones (035)",2561,475,290,1722,43,31,,
"Intermediación financiera (036)",32,28,2,2,,,,
"Activid.inmobil., empres. y alquileres (037)",502,347,64,73,17,1,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",609,500,109,,,,,
"Enseñanza (039)",726,689,,35,1,1,,
"Servicios sociales y de salud (040)",208,170,2,35,1,,,
"Otras activ. serv.comun.soc y personales (041)",493,248,83,137,4,21,,
"Hogares privados con servicio doméstico (042)",31,,,,,,31,
"Actividad economica no especificada (044)",706,160,254,228,11,53,,
"Desocupado (045)",3445,,,,,,,3445
"Mujeres (046)",10997,2839,980,4333,117,1381,779,568
"Agric., ganadería, caza y silvicultura (047)",1814,9,655,463,19,668,,
"Pesca (048)",6,1,5,,,,,
"Explotación de minas y canteras (049)",1,1,,,,,,
"Industrias manufactureras (050)",614,13,85,466,13,37,,
"Suministro de electricidad, gas y agua (051)",11,10,1,,,,,
"Construcción (052)",43,2,37,2,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2748,386,3,1924,47,388,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",25,11,1,12,,1,,
"Comercio al por mayor (055)",105,25,,66,2,12,,
"Comercio al por menor (056)",2618,350,2,1846,45,375,,
"Hoteles y restaurantes (057)",1070,158,21,828,27,36,,
"Trans., almac. y comunicaciones (058)",72,51,2,17,1,1,,
"Intermediación financiera (059)",19,19,,,,,,
"Activid.inmobil., empres. y alquileres (060)",194,163,5,23,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",305,274,31,,,,,
"Enseñanza (062)",1195,1092,,95,1,7,,
"Servicios sociales y de salud (063)",265,245,2,16,1,1,,
"Otras activ. serv.comun.soc y personales (064)",266,113,22,127,1,3,,
"Hogares privados con servicio doméstico (065)",779,,,,,,779,
"Organiz. y organos extraterritoriales (066)",1,1,,,,,,
"Actividad economica no especificada (067)",1026,301,111,372,7,235,,
,,,,,,,,
"URBANA (068)",31016,5445,6081,13872,614,2037,641,2326
"Agric., ganadería, caza y silvicultura (069)",10781,62,3873,5254,329,1263,,
"Pesca (070)",50,6,41,3,,,,
"Explotación de minas y canteras (071)",16,2,11,3,,,,
"Industrias manufactureras (072)",1942,51,494,1310,38,49,,
"Suministro de electricidad, gas y agua (073)",87,34,30,21,2,,,
"Construcción (074)",1180,24,777,345,27,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",5265,806,61,3824,112,462,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",341,41,31,256,3,10,,
"Comercio al por mayor (077)",239,63,8,140,10,18,,
"Comercio al por menor (078)",4685,702,22,3428,99,434,,
"Hoteles y restaurantes (079)",1089,187,32,799,29,42,,
"Trans., almac. y comunicaciones (080)",2155,469,206,1417,38,25,,
"Intermediación financiera (081)",48,46,1,1,,,,
"Activid.inmobil., empres. y alquileres (082)",625,457,55,92,17,4,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",858,733,125,,,,,
"Enseñanza (084)",1597,1479,,109,2,7,,
"Servicios sociales y de salud (085)",417,366,4,45,1,1,,
"Otras activ. serv.comun.soc y personales (086)",677,324,90,238,4,21,,
"Hogares privados con servicio doméstico (087)",641,,,,,,641,
"Organiz. y organos extraterritoriales (088)",1,1,,,,,,
"Actividad economica no especificada (089)",1261,398,281,411,15,156,,
"Desocupado (090)",2326,,,,,,,2326
"Hombres (091)",22542,2928,5410,10437,508,1324,24,1911
"Agric., ganadería, caza y silvicultura (092)",9985,54,3461,5075,313,1082,,
"Pesca (093)",45,5,37,3,,,,
"Explotación de minas y canteras (094)",15,1,11,3,,,,
"Industrias manufactureras (095)",1462,38,422,944,25,33,,
"Suministro de electricidad, gas y agua (096)",77,24,30,21,2,,,
"Construcción (097)",1157,22,758,343,27,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",2823,444,59,2137,69,114,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",318,31,31,244,3,9,,
"Comercio al por mayor (100)",140,38,8,79,8,7,,
"Comercio al por menor (101)",2365,375,20,1814,58,98,,
"Hoteles y restaurantes (102)",160,43,12,89,3,13,,
"Trans., almac. y comunicaciones (103)",2092,423,205,1402,38,24,,
"Intermediación financiera (104)",29,27,1,1,,,,
"Activid.inmobil., empres. y alquileres (105)",443,305,50,70,17,1,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",564,469,95,,,,,
"Enseñanza (107)",594,562,,31,1,,,
"Servicios sociales y de salud (108)",182,150,2,30,,,,
"Otras activ. serv.comun.soc y personales (109)",436,222,68,124,4,18,,
