"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",118,7,37,31,28,15
"Educación inicial (032)",7,1,4,2,,
"Primaria (033)",817,66,406,201,108,36
"Secundaria (034)",502,12,365,104,20,1
"Superior no univ. incompleta (035)",45,,33,10,2,
"Superior no univ. completa (036)",123,,75,46,2,
"Superior univ. incompleta (037)",17,,12,4,,1
"Superior univ. completa (038)",47,,33,11,3,
"No PEA (040)",78708,32802,20467,11077,8891,5471
"Sin nivel (041)",11942,908,1215,2219,4022,3578
"Educación inicial (042)",2200,2137,33,30,,
"Primaria (043)",46958,25296,8584,7050,4305,1723
"Secundaria (044)",15612,4461,9185,1468,403,95
"Superior no univ. incompleta (045)",907,,809,75,17,6
"Superior no univ. completa (046)",523,,242,149,96,36
"Superior univ. incompleta (047)",369,,328,23,13,5
"Superior univ. completa (048)",197,,71,63,35,28
,,,,,,
"URBANA (060)",23932,5511,7308,5643,3806,1664
"Sin nivel (061)",1738,94,143,283,585,633
"Educación inicial (062)",391,362,11,18,,
"Primaria (063)",9552,3873,1355,1786,1709,829
"Secundaria (064)",7133,1182,3716,1469,652,114
"Superior no univ. incompleta (065)",1018,,754,200,56,8
"Superior no univ. completa (066)",2425,,705,1225,453,42
"Superior univ. incompleta (067)",519,,330,121,60,8
"Superior univ. completa (068)",1156,,294,541,291,30
"PEA (070)",9694,138,3039,3768,2255,494
"Sin nivel (071)",460,4,49,111,182,114
"Educación inicial (072)",15,1,6,8,,
"Primaria (073)",2878,89,667,866,937,319
"Secundaria (074)",2726,44,1310,927,407,38
"Superior no univ. incompleta (075)",356,,165,144,45,2
"Superior no univ. completa (076)",2018,,522,1109,377,10
"Superior univ. incompleta (077)",234,,80,104,47,3
"Superior univ. completa (078)",1007,,240,499,260,8
"Ocupada (080)",8968,117,2641,3555,2190,465
"Sin nivel (081)",425,2,40,101,175,107
"Educación inicial (082)",10,1,3,6,,
"Primaria (083)",2652,74,589,792,898,299
"Secundaria (084)",2466,40,1132,863,394,37
"Superior no univ. incompleta (085)",323,,140,137,44,2
"Superior no univ. completa (086)",1907,,457,1065,375,10
"Superior univ. incompleta (087)",219,,69,101,47,2
"Superior univ. completa (088)",966,,211,490,257,8
"Desocupada (090)",726,21,398,213,65,29
"Sin nivel (091)",35,2,9,10,7,7
"Educación inicial (092)",5,,3,2,,
"Primaria (093)",226,15,78,74,39,20
"Secundaria (094)",260,4,178,64,13,1
"Superior no univ. incompleta (095)",33,,25,7,1,
"Superior no univ. completa (096)",111,,65,44,2,
"Superior univ. incompleta (097)",15,,11,3,,1
"Superior univ. completa (098)",41,,29,9,3,
"No PEA (100)",14238,5373,4269,1875,1551,1170
"Sin nivel (101)",1278,90,94,172,403,519
"Educación inicial (102)",376,361,5,10,,
"Primaria (103)",6674,3784,688,920,772,510
"Secundaria (104)",4407,1138,2406,542,245,76
"Superior no univ. incompleta (105)",662,,589,56,11,6
"Superior no univ. completa (106)",407,,183,116,76,32
"Superior univ. incompleta (107)",285,,250,17,13,5
"Superior univ. completa (108)",149,,54,42,31,22
,,,,,,
"RURAL (120)",95188,28151,27218,18679,14275,6865
"Sin nivel (121)",14343,853,1605,2905,4961,4019
"Educación inicial (122)",1866,1787,46,33,,
"Primaria (123)",60424,22122,14758,12240,8528,2776
"Secundaria (124)",16949,3389,10078,2860,569,53
"Superior no univ. incompleta (125)",451,,313,105,32,1
"Superior no univ. completa (126)",697,,256,320,112,9
"Superior univ. incompleta (127)",176,,104,60,12,
"Superior univ. completa (128)",282,,58,156,61,7
"PEA (130)",30718,722,11020,9477,6935,2564
"Sin nivel (131)",3679,35,484,858,1342,960
"Educación inicial (132)",42,11,18,13,,
"Primaria (133)",20140,610,6862,6110,4995,1563
"Secundaria (134)",5744,66,3299,1934,411,34
"Superior no univ. incompleta (135)",206,,93,86,26,1
"Superior no univ. completa (136)",581,,197,287,92,5
"Superior univ. incompleta (137)",92,,26,54,12,
"Superior univ. completa (138)",234,,41,135,57,1
"Ocupada (140)",29768,657,10453,9281,6837,2540
"Sin nivel (141)",3596,30,456,837,1321,952
"Educación inicial (142)",40,10,17,13,,
"Primaria (143)",19549,559,6534,5983,4926,1547
"Secundaria (144)",5502,58,3112,1894,404,34
"Superior no univ. incompleta (145)",194,,85,83,25,1
"Superior no univ. completa (146)",569,,187,285,92,5
"Superior univ. incompleta (147)",90,,25,53,12,
"Superior univ. completa (148)",228,,37,133,57,1
"Desocupada (150)",950,65,567,196,98,24
"Sin nivel (151)",83,5,28,21,21,8
"Educación inicial (152)",2,1,1,,,
"Primaria (153)",591,51,328,127,69,16
"Secundaria (154)",242,8,187,40,7,
"Superior no univ. incompleta (155)",12,,8,3,1,
"Superior no univ. completa (156)",12,,10,2,,
"Superior univ. incompleta (157)",2,,1,1,,
"Superior univ. completa (158)",6,,4,2,,
"No PEA (160)",64470,27429,16198,9202,7340,4301
"Sin nivel (161)",10664,818,1121,2047,3619,3059
"Educación inicial (162)",1824,1776,28,20,,
"Primaria (163)",40284,21512,7896,6130,3533,1213
"Secundaria (164)",11205,3323,6779,926,158,19
"Superior no univ. incompleta (165)",245,,220,19,6,
"Superior no univ. completa (166)",116,,59,33,20,4
"Superior univ. incompleta (167)",84,,78,6,,
"Superior univ. completa (168)",48,,17,21,4,6
