"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAYLAS (000)",16097,2281,3067,7862,255,2417,215
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",49,47,,,2,,
"Profes., científicos e intelectuales (002)",1043,882,,145,15,1,
"Técnicos de nivel medio y trab. asimilados (003)",372,244,,105,18,5,
"Jefes y empleados de oficina (004)",423,417,,,,6,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1623,254,19,1155,25,170,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5195,3,1,5037,154,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",735,,333,356,23,23,
"Obreros construc.,conf.,papel, fab., instr. (008)",983,97,289,576,12,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5317,226,2352,418,2,2104,215
"Otra (010)",87,87,,,,,
"Ocupación no especificada (011)",270,24,73,70,4,99,
"Hombres (012)",11691,1301,2508,6281,216,1380,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",36,34,,,2,,
"Profes., científicos e intelectuales (014)",526,428,,84,14,,
"Técnicos de nivel medio y trab. asimilados (015)",227,135,,78,13,1,
"Jefes y empleados de oficina (016)",209,206,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",632,158,10,410,13,41,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4794,3,1,4650,140,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",662,,307,315,21,19,
"Obreros construc.,conf.,papel, fab., instr. (020)",969,97,283,570,10,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3470,147,1876,158,1,1283,5
"Otra (022)",85,85,,,,,
"Ocupación no especificada (023)",81,8,31,16,2,24,
"Mujeres (024)",4406,980,559,1581,39,1037,210
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",13,13,,,,,
"Profes., científicos e intelectuales (026)",517,454,,61,1,1,
"Técnicos de nivel medio y trab. asimilados (027)",145,109,,27,5,4,
"Jefes y empleados de oficina (028)",214,211,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",991,96,9,745,12,129,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",401,,,387,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",73,,26,41,2,4,
"Obreros construc.,conf.,papel, fab., instr. (032)",14,,6,6,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1847,79,476,260,1,821,210
"Otra (034)",2,2,,,,,
"Ocupación no especificada (035)",189,16,42,54,2,75,
,,,,,,,
"URBANA (036)",6619,1915,1191,2825,90,434,164
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",40,38,,,2,,
"Profes., científicos e intelectuales (038)",908,766,,128,13,1,
"Técnicos de nivel medio y trab. asimilados (039)",307,211,,79,13,4,
"Jefes y empleados de oficina (040)",345,340,,,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1296,215,12,921,20,128,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",617,1,,603,13,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",508,,205,272,17,14,
"Obreros construc.,conf.,papel, fab., instr. (044)",720,78,198,436,7,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1716,172,764,346,1,269,164
"Otra (046)",81,81,,,,,
"Ocupación no especificada (047)",81,13,12,40,4,12,
"Hombres (048)",4078,1063,944,1788,69,212,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",30,28,,,2,,
"Profes., científicos e intelectuales (050)",447,361,,74,12,,
"Técnicos de nivel medio y trab. asimilados (051)",178,113,,55,9,1,
"Jefes y empleados de oficina (052)",160,158,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",518,136,8,330,10,34,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",534,1,,522,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",455,,186,242,17,10,
"Obreros construc.,conf.,papel, fab., instr. (056)",708,78,192,432,5,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",945,105,555,123,1,159,2
"Otra (058)",79,79,,,,,
"Ocupación no especificada (059)",24,4,3,10,2,5,
"Mujeres (060)",2541,852,247,1037,21,222,162
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",10,10,,,,,
"Profes., científicos e intelectuales (062)",461,405,,54,1,1,
"Técnicos de nivel medio y trab. asimilados (063)",129,98,,24,4,3,
"Jefes y empleados de oficina (064)",185,182,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",778,79,4,591,10,94,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",83,,,81,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",53,,19,30,,4,
"Obreros construc.,conf.,papel, fab., instr. (068)",12,,6,4,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",771,67,209,223,,110,162
"Otra (070)",2,2,,,,,
"Ocupación no especificada (071)",57,9,9,30,2,7,
,,,,,,,
"RURAL (072)",9478,366,1876,5037,165,1983,51
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,9,,,,,
"Profes., científicos e intelectuales (074)",135,116,,17,2,,
"Técnicos de nivel medio y trab. asimilados (075)",65,33,,26,5,1,
"Jefes y empleados de oficina (076)",78,77,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",327,39,7,234,5,42,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4578,2,1,4434,141,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",227,,128,84,6,9,
"Obreros construc.,conf.,papel, fab., instr. (080)",263,19,91,140,5,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3601,54,1588,72,1,1835,51
"Otra (082)",6,6,,,,,
"Ocupación no especificada (083)",189,11,61,30,,87,
"Hombres (084)",7613,238,1564,4493,147,1168,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",6,6,,,,,
"Profes., científicos e intelectuales (086)",79,67,,10,2,,
"Técnicos de nivel medio y trab. asimilados (087)",49,22,,23,4,,
"Jefes y empleados de oficina (088)",49,48,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",114,22,2,80,3,7,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4260,2,1,4128,129,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",207,,121,73,4,9,
"Obreros construc.,conf.,papel, fab., instr. (092)",261,19,91,138,5,8,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2525,42,1321,35,,1124,3
"Otra (094)",6,6,,,,,
"Ocupación no especificada (095)",57,4,28,6,,19,
"Mujeres (096)",1865,128,312,544,18,815,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",56,49,,7,,,
