"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHANCHAMAYO (000)",158346,7790,21404,20939,17985,29255,23058,31208,6707
"Sabe leer y escribir (001)",136803,,16256,20708,17791,28711,22059,26930,4348
"No sabe leer y escribir (002)",21543,7790,5148,231,194,544,999,4278,2359
"Hombres (004)",83809,3952,11056,10828,9483,15461,11892,17275,3862
"Sabe leer y escribir (005)",74534,,8347,10691,9376,15262,11637,16189,3032
"No sabe leer y escribir (006)",9275,3952,2709,137,107,199,255,1086,830
"Mujeres (008)",74537,3838,10348,10111,8502,13794,11166,13933,2845
"Sabe leer y escribir (009)",62269,,7909,10017,8415,13449,10422,10741,1316
"No sabe leer y escribir (010)",12268,3838,2439,94,87,345,744,3192,1529
,,,,,,,,,
"URBANA (012)",90724,4054,11831,12303,10802,16661,13796,17910,3367
"Sabe leer y escribir (013)",80914,,9336,12206,10713,16469,13431,16320,2439
"No sabe leer y escribir (014)",9810,4054,2495,97,89,192,365,1590,928
"Hombres (016)",46106,2103,6073,6305,5500,8267,6627,9442,1789
"Sabe leer y escribir (017)",41876,,4778,6246,5452,8190,6533,9140,1537
"No sabe leer y escribir (018)",4230,2103,1295,59,48,77,94,302,252
"Mujeres (020)",44618,1951,5758,5998,5302,8394,7169,8468,1578
"Sabe leer y escribir (021)",39038,,4558,5960,5261,8279,6898,7180,902
"No sabe leer y escribir (022)",5580,1951,1200,38,41,115,271,1288,676
,,,,,,,,,
"RURAL (024)",67622,3736,9573,8636,7183,12594,9262,13298,3340
"Sabe leer y escribir (025)",55889,,6920,8502,7078,12242,8628,10610,1909
"No sabe leer y escribir (026)",11733,3736,2653,134,105,352,634,2688,1431
"Hombres (028)",37703,1849,4983,4523,3983,7194,5265,7833,2073
"Sabe leer y escribir (029)",32658,,3569,4445,3924,7072,5104,7049,1495
"No sabe leer y escribir (030)",5045,1849,1414,78,59,122,161,784,578
"Mujeres (032)",29919,1887,4590,4113,3200,5400,3997,5465,1267
"Sabe leer y escribir (033)",23231,,3351,4057,3154,5170,3524,3561,414
"No sabe leer y escribir (034)",6688,1887,1239,56,46,230,473,1904,853
