"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ICA (000)",251494,31081,51519,51731,41902,30792,44469
"Conviviente (001)",56693,625,11968,20570,13120,6152,4258
"Separado(a) (002)",10275,52,862,2296,2630,2180,2255
"Casado(a) (003)",75700,86,2194,11750,18518,17294,25858
"Viudo(a) (004)",9381,5,34,161,434,946,7801
"Divorciado(a) (005)",1474,,43,135,314,414,568
"Soltero(a) (006)",97971,30313,36418,16819,6886,3806,3729
"Hombres (008)",121615,15586,25431,25166,19721,14473,21238
"Conviviente (009)",27579,245,4719,10013,6790,3336,2476
"Separado(a) (010)",2896,14,172,599,736,636,739
"Casado(a) (011)",36709,39,753,5017,8480,8389,14031
"Viudo(a) (012)",2522,2,12,37,84,208,2179
"Divorciado(a) (013)",629,,25,58,118,184,244
"Soltero(a) (014)",51280,15286,19750,9442,3513,1720,1569
"Mujeres (016)",129879,15495,26088,26565,22181,16319,23231
"Conviviente (017)",29114,380,7249,10557,6330,2816,1782
"Separado(a) (018)",7379,38,690,1697,1894,1544,1516
"Casado(a) (019)",38991,47,1441,6733,10038,8905,11827
"Viudo(a) (020)",6859,3,22,124,350,738,5622
"Divorciado(a) (021)",845,,18,77,196,230,324
"Soltero(a) (022)",46691,15027,16668,7377,3373,2086,2160
,,,,,,,
"URBANA (024)",229845,28580,47044,47148,38531,28343,40199
"Conviviente (025)",50914,571,10644,18521,11905,5540,3733
"Separado(a) (026)",9421,45,794,2095,2437,2004,2046
"Casado(a) (027)",69341,78,1959,10732,17159,16015,23398
"Viudo(a) (028)",8532,5,32,140,400,877,7078
"Divorciado(a) (029)",1426,,41,132,306,398,549
"Soltero(a) (030)",90211,27881,33574,15528,6324,3509,3395
"Hombres (032)",110499,14300,23138,22743,18057,13232,19029
"Conviviente (033)",24651,226,4176,8945,6153,2998,2153
"Separado(a) (034)",2659,11,166,552,683,580,667
"Casado(a) (035)",33453,35,666,4534,7831,7733,12654
"Viudo(a) (036)",2254,2,11,32,81,191,1937
"Divorciado(a) (037)",602,,24,57,116,173,232
"Soltero(a) (038)",46880,14026,18095,8623,3193,1557,1386
"Mujeres (040)",119346,14280,23906,24405,20474,15111,21170
"Conviviente (041)",26263,345,6468,9576,5752,2542,1580
"Separado(a) (042)",6762,34,628,1543,1754,1424,1379
"Casado(a) (043)",35888,43,1293,6198,9328,8282,10744
"Viudo(a) (044)",6278,3,21,108,319,686,5141
"Divorciado(a) (045)",824,,17,75,190,225,317
"Soltero(a) (046)",43331,13855,15479,6905,3131,1952,2009
,,,,,,,
"RURAL (048)",21649,2501,4475,4583,3371,2449,4270
"Conviviente (049)",5779,54,1324,2049,1215,612,525
"Separado(a) (050)",854,7,68,201,193,176,209
"Casado(a) (051)",6359,8,235,1018,1359,1279,2460
"Viudo(a) (052)",849,,2,21,34,69,723
"Divorciado(a) (053)",48,,2,3,8,16,19
"Soltero(a) (054)",7760,2432,2844,1291,562,297,334
"Hombres (056)",11116,1286,2293,2423,1664,1241,2209
"Conviviente (057)",2928,19,543,1068,637,338,323
"Separado(a) (058)",237,3,6,47,53,56,72
"Casado(a) (059)",3256,4,87,483,649,656,1377
"Viudo(a) (060)",268,,1,5,3,17,242
"Divorciado(a) (061)",27,,1,1,2,11,12
"Soltero(a) (062)",4400,1260,1655,819,320,163,183
"Mujeres (064)",10533,1215,2182,2160,1707,1208,2061
"Conviviente (065)",2851,35,781,981,578,274,202
"Separado(a) (066)",617,4,62,154,140,120,137
"Casado(a) (067)",3103,4,148,535,710,623,1083
"Viudo(a) (068)",581,,1,16,31,52,481
"Divorciado(a) (069)",21,,1,2,6,5,7
"Soltero(a) (070)",3360,1172,1189,472,242,134,151
