"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CASTILLA (000)",10175,9885,41,1893,2260,1666,2008,1224,581,212,290,35270
"De 12 a 14 años (001)",10,9,,8,1,,,,,,1,10
"De 15 a 19 años (002)",228,218,5,184,26,2,1,,,,10,246
"De 20 a 24 años (003)",922,838,4,517,253,49,14,1,,,84,1234
"De 25 a 29 años (004)",1213,1134,2,411,466,188,63,4,,,79,2192
"De 30 a 34 años (005)",1241,1197,3,268,450,284,162,25,4,1,44,2929
"De 35 a 39 años (006)",1279,1262,1,158,401,323,294,69,16,,17,3770
"De 40 a 44 años (007)",1081,1066,4,73,250,254,299,142,30,14,15,3945
"De 45 a 49 años (008)",902,896,2,63,132,173,270,186,61,9,6,3835
"De 50 y más años (009)",3299,3265,20,211,281,393,905,797,470,188,34,17109
"Sin nivel (010)",2253,2226,15,154,197,300,618,560,280,102,27,11287
"De 15 a 19 años (012)",7,6,1,3,1,,1,,,,1,9
"De 20 a 24 años (013)",33,29,,17,6,3,3,,,,4,50
"De 25 a 29 años (014)",34,29,,5,9,8,5,2,,,5,79
"De 30 a 34 años (015)",125,122,1,9,39,33,28,8,3,1,3,397
"De 35 a 39 años (016)",170,166,,11,25,48,56,22,4,,4,628
"De 40 a 44 años (017)",219,217,,11,17,33,67,59,19,11,2,1097
"De 45 a 49 años (018)",220,220,1,10,8,26,64,74,32,5,,1198
"De 50 y más años (019)",1445,1437,12,88,92,149,394,395,222,85,8,7829
"Educacion Inicial (020)",16,16,,9,4,2,1,,,,,27
"De 15 a 19 años (022)",3,3,,3,,,,,,,,3
"De 20 a 24 años (023)",4,4,,3,1,,,,,,,5
"De 25 a 29 años (024)",5,5,,,2,2,1,,,,,14
