"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TALARA (000)",49736,47345,14057,7507,7972,6317,6514,2711,1244,1023,2391,110515
"De 12 a 14 años (001)",4025,3994,3978,12,4,,,,,,31,20
"De 15 a 19 años (002)",6262,6118,5328,690,87,9,4,,,,144,907
"De 20 a 24 años (003)",5874,5216,2064,2125,801,185,37,4,,,658,4459
"De 25 a 29 años (004)",5477,4945,814,1673,1586,620,232,17,3,,532,7816
"De 30 a 34 años (005)",4745,4483,399,914,1440,1036,606,76,10,2,262,10058
"De 35 a 39 años (006)",4335,4184,262,546,1161,1094,903,177,32,9,151,11550
"De 40 a 44 años (007)",4269,4115,249,403,964,1043,1065,313,57,21,154,12780
"De 45 a 49 años (008)",3874,3744,248,340,707,846,1011,408,128,56,130,13001
"De 50 y más años (009)",10875,10546,715,804,1222,1484,2656,1716,1014,935,329,49924
"Conviviente (010)",10282,9950,824,3007,2502,1517,1337,476,172,115,332,24187
"De 12 a 14 años (011)",53,27,18,7,2,,,,,,26,11
"De 15 a 19 años (012)",937,815,252,487,66,8,2,,,,122,651
"De 20 a 24 años (013)",2177,2085,220,1190,529,122,22,2,,,92,2718
"De 25 a 29 años (014)",2139,2096,119,703,780,338,141,12,3,,43,3978
"De 30 a 34 años (015)",1565,1545,49,282,486,395,285,40,6,2,20,3976
"De 35 a 39 años (016)",1101,1088,35,125,283,289,266,72,14,4,13,3339
"De 40 a 44 años (017)",825,819,34,74,165,158,253,100,25,10,6,2928
"De 45 a 49 años (018)",580,575,32,57,101,99,141,99,34,12,5,2239
"De 50 y más años (019)",905,900,65,82,90,108,227,151,90,87,5,4347
"Separado(a) (020)",2547,2506,45,722,615,383,431,209,63,38,41,7294
"De 15 a 19 años (022)",71,62,8,47,7,,,,,,9,61
