"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2659,2484,122,23,30
"Ocupación no especificada (035)",353,317,25,10,1
,,,,,
"URBANA (036)",13922,10595,1592,916,819
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",64,,7,6,51
"Profes., científicos e intelectuales (038)",1800,467,582,547,204
"Técnicos de nivel medio y trab. asimilados (039)",406,201,43,38,124
"Jefes y empleados de oficina (040)",370,64,49,62,195
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1827,1709,87,15,16
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3559,3400,159,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",827,584,156,56,31
"Obreros construc.,conf.,papel, fab., instr. (044)",752,575,92,54,31
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3821,3245,360,118,98
"Otra (046)",59,,,,59
"Ocupación no especificada (047)",437,350,57,20,10
"Hombres (048)",8738,6506,1095,597,540
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",49,,,6,43
"Profes., científicos e intelectuales (050)",955,216,327,309,103
"Técnicos de nivel medio y trab. asimilados (051)",267,141,35,28,63
"Jefes y empleados de oficina (052)",218,29,27,32,130
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",652,591,44,13,4
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2771,2652,119,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",707,513,139,37,18
"Obreros construc.,conf.,papel, fab., instr. (056)",738,565,91,52,30
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2098,1639,271,107,81
"Otra (058)",59,,,,59
"Ocupación no especificada (059)",224,160,42,13,9
"Mujeres (060)",5184,4089,497,319,279
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",15,,7,,8
"Profes., científicos e intelectuales (062)",845,251,255,238,101
"Técnicos de nivel medio y trab. asimilados (063)",139,60,8,10,61
"Jefes y empleados de oficina (064)",152,35,22,30,65
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1175,1118,43,2,12
"Agricult.trabaj.calif.agrop.y pesqueros (066)",788,748,40,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",120,71,17,19,13
"Obreros construc.,conf.,papel, fab., instr. (068)",14,10,1,2,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1723,1606,89,11,17
"Ocupación no especificada (071)",213,190,15,7,1
,,,,,
"RURAL (072)",9658,8098,949,372,239
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",5,,1,,4
"Profes., científicos e intelectuales (074)",350,168,144,26,12
"Técnicos de nivel medio y trab. asimilados (075)",102,59,9,10,24
"Jefes y empleados de oficina (076)",52,14,5,6,27
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",433,413,17,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",3596,3512,78,3,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1588,965,390,167,66
"Obreros construc.,conf.,papel, fab., instr. (080)",180,133,24,5,18
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3048,2573,250,143,82
"Ocupación no especificada (083)",304,261,31,11,1
"Hombres (084)",7352,6011,801,337,203
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,,1,,2
"Profes., científicos e intelectuales (086)",153,64,71,11,7
"Técnicos de nivel medio y trab. asimilados (087)",75,42,8,10,15
"Jefes y empleados de oficina (088)",40,8,4,6,22
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",152,138,11,1,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2998,2925,68,3,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",1478,874,377,162,65
"Obreros construc.,conf.,papel, fab., instr. (092)",177,131,23,5,18
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2112,1695,217,131,69
"Ocupación no especificada (095)",164,134,21,8,1
"Mujeres (096)",2306,2087,148,35,36
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,,,2
"Profes., científicos e intelectuales (098)",197,104,73,15,5
"Técnicos de nivel medio y trab. asimilados (099)",27,17,1,,9
"Jefes y empleados de oficina (100)",12,6,1,,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",281,275,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",598,587,10,,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",110,91,13,5,1
"Obreros construc.,conf.,papel, fab., instr. (104)",3,2,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",936,878,33,12,13
"Ocupación no especificada (107)",140,127,10,3,
