"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otra (034)",2,,,,2
"Ocupación no especificada (035)",378,343,23,7,5
,,,,,
"URBANA (036)",6208,3805,955,781,667
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",42,,6,5,31
"Profes., científicos e intelectuales (038)",1156,323,391,359,83
"Técnicos de nivel medio y trab. asimilados (039)",260,105,31,37,87
"Jefes y empleados de oficina (040)",328,44,50,43,191
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",690,626,29,9,26
"Agricult.trabaj.calif.agrop.y pesqueros (042)",990,938,51,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",247,177,32,20,18
"Obreros construc.,conf.,papel, fab., instr. (044)",432,219,74,85,54
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1699,1099,262,207,131
"Otra (046)",42,,,,42
"Ocupación no especificada (047)",322,274,29,15,4
"Hombres (048)",4405,2625,711,592,477
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",35,,4,5,26
"Profes., científicos e intelectuales (050)",694,177,238,228,51
"Técnicos de nivel medio y trab. asimilados (051)",160,71,21,21,47
"Jefes y empleados de oficina (052)",182,17,28,24,113
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",292,253,15,6,18
"Agricult.trabaj.calif.agrop.y pesqueros (054)",950,900,49,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",225,162,28,19,16
"Obreros construc.,conf.,papel, fab., instr. (056)",424,214,74,84,52
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1277,736,237,193,111
"Otra (058)",41,,,,41
"Ocupación no especificada (059)",125,95,17,11,2
"Mujeres (060)",1803,1180,244,189,190
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,,2,,5
"Profes., científicos e intelectuales (062)",462,146,153,131,32
"Técnicos de nivel medio y trab. asimilados (063)",100,34,10,16,40
"Jefes y empleados de oficina (064)",146,27,22,19,78
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",398,373,14,3,8
"Agricult.trabaj.calif.agrop.y pesqueros (066)",40,38,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",22,15,4,1,2
"Obreros construc.,conf.,papel, fab., instr. (068)",8,5,,1,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",422,363,25,14,20
"Otra (070)",1,,,,1
"Ocupación no especificada (071)",197,179,12,4,2
,,,,,
"RURAL (072)",9535,5899,931,1106,1599
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",12,,4,,8
"Profes., científicos e intelectuales (074)",331,102,81,66,82
"Técnicos de nivel medio y trab. asimilados (075)",376,59,38,102,177
"Jefes y empleados de oficina (076)",280,25,16,51,188
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",306,197,21,19,69
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2953,2819,134,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",869,195,74,230,370
"Obreros construc.,conf.,papel, fab., instr. (080)",643,135,98,151,259
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3454,2101,439,477,437
"Otra (082)",3,,,,3
"Ocupación no especificada (083)",308,266,26,10,6
"Hombres (084)",8499,5106,845,1049,1499
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,,2,,7
"Profes., científicos e intelectuales (086)",220,47,59,53,61
"Técnicos de nivel medio y trab. asimilados (087)",349,52,35,97,165
"Jefes y empleados de oficina (088)",239,18,13,45,163
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",171,85,11,18,57
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2826,2696,130,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",852,185,72,228,367
"Obreros construc.,conf.,papel, fab., instr. (092)",630,129,97,147,257
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",3074,1792,411,454,417
"Otra (094)",2,,,,2
"Ocupación no especificada (095)",127,102,15,7,3
"Mujeres (096)",1036,793,86,57,100
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,2,,1
"Profes., científicos e intelectuales (098)",111,55,22,13,21
"Técnicos de nivel medio y trab. asimilados (099)",27,7,3,5,12
"Jefes y empleados de oficina (100)",41,7,3,6,25
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",135,112,10,1,12
"Agricult.trabaj.calif.agrop.y pesqueros (102)",127,123,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",17,10,2,2,3
"Obreros construc.,conf.,papel, fab., instr. (104)",13,6,1,4,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",380,309,28,23,20
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",181,164,11,3,3
