"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TUMBES (000)",54707,568,18124,20772,13049,2194
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",155,,7,52,92,4
"Profes., científicos e intelectuales (002)",5719,,849,3130,1683,57
"Técnicos de nivel medio y trab.asimilados (003)",2278,3,772,928,529,46
"Jefes y empleados de oficina (004)",2683,,1135,1006,526,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7662,100,2488,2937,1845,292
"Agricult.trabaj. calif. agrop. y pesqueros (006)",6131,17,1308,1891,1999,916
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",4103,53,1493,1503,916,138
"Obreros construc., conf., papel, fab., instr. (008)",7241,5,2608,2807,1692,129
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",13251,349,5259,4543,2671,429
"Otra (010)",1057,,288,527,242,
"Ocupación no especificada (011)",1449,3,468,533,364,81
"Desocupado (012)",2978,38,1449,915,490,86
"Hombres (013)",38842,419,12860,14138,9580,1845
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",114,,4,42,66,2
"Profes., científicos e intelectuales (015)",2627,,364,1306,917,40
"Técnicos de nivel medio y trab.asimilados (016)",1397,3,445,570,345,34
"Jefes y empleados de oficina (017)",1244,,457,467,308,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",3975,60,1342,1450,954,169
"Agricult.trabaj. calif. agrop. y pesqueros (019)",5963,15,1262,1840,1952,894
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",3246,41,1205,1166,710,124
"Obreros construc., conf., papel, fab., instr. (021)",7124,5,2560,2767,1669,123
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",9216,266,3768,3040,1811,331
"Otra (023)",1039,,274,525,240,
"Ocupación no especificada (024)",784,3,255,286,199,41
"Desocupado (025)",2113,26,924,679,409,75
"Mujeres (026)",15865,149,5264,6634,3469,349
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",41,,3,10,26,2
"Profes., científicos e intelectuales (028)",3092,,485,1824,766,17
"Técnicos de nivel medio y trab.asimilados (029)",881,,327,358,184,12
"Jefes y empleados de oficina (030)",1439,,678,539,218,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3687,40,1146,1487,891,123
"Agricult.trabaj. calif. agrop. y pesqueros (032)",168,2,46,51,47,22
