"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",35,4,9,7,11,4
"Educación inicial (032)",4,2,1,1,,
"Primaria (033)",156,7,57,60,29,3
"Secundaria (034)",214,2,137,53,21,1
"Superior no univ. incompleta (035)",19,,10,5,4,
"Superior no univ. completa (036)",33,,22,10,1,
"Superior univ. incompleta (037)",11,,4,4,2,1
"Superior univ. completa (038)",18,,5,7,6,
"No PEA (040)",34608,14723,9131,4580,3641,2533
"Sin nivel (041)",5667,483,610,1261,1687,1626
"Educación inicial (042)",770,738,20,12,,
"Primaria (043)",17666,11161,2295,2158,1391,661
"Secundaria (044)",8656,2341,4931,865,373,146
"Superior no univ. incompleta (045)",700,,598,67,24,11
"Superior no univ. completa (046)",339,,147,94,64,34
"Superior univ. incompleta (047)",525,,441,50,22,12
"Superior univ. completa (048)",285,,89,73,80,43
,,,,,,
"URBANA (060)",20639,5048,6287,4600,3210,1494
"Sin nivel (061)",1160,47,86,193,381,453
"Educación inicial (062)",183,164,14,5,,
"Primaria (063)",7511,3627,775,1297,1125,687
"Secundaria (064)",7772,1210,3600,1785,969,208
"Superior no univ. incompleta (065)",1011,,654,253,91,13
"Superior no univ. completa (066)",1157,,431,476,207,43
"Superior univ. incompleta (067)",789,,485,155,129,20
"Superior univ. completa (068)",1056,,242,436,308,70
"PEA (070)",9088,240,2904,3289,2114,541
"Sin nivel (071)",408,4,42,97,158,107
"Educación inicial (072)",11,2,8,1,,
"Primaria (073)",2332,155,405,793,690,289
"Secundaria (074)",3756,79,1582,1304,702,89
"Superior no univ. incompleta (075)",540,,258,204,72,6
"Superior no univ. completa (076)",886,,318,406,150,12
"Superior univ. incompleta (077)",365,,131,113,111,10
"Superior univ. completa (078)",790,,160,371,231,28
"Ocupada (080)",8795,236,2757,3203,2066,533
"Sin nivel (081)",394,4,38,95,153,104
"Educación inicial (082)",10,2,7,1,,
"Primaria (083)",2250,152,378,764,670,286
"Secundaria (084)",3624,78,1498,1270,690,88
"Superior no univ. incompleta (085)",526,,251,199,70,6
"Superior no univ. completa (086)",861,,303,397,149,12
"Superior univ. incompleta (087)",356,,127,111,109,9
"Superior univ. completa (088)",774,,155,366,225,28
"Desocupada (090)",293,4,147,86,48,8
"Sin nivel (091)",14,,4,2,5,3
"Educación inicial (092)",1,,1,,,
"Primaria (093)",82,3,27,29,20,3
"Secundaria (094)",132,1,84,34,12,1
"Superior no univ. incompleta (095)",14,,7,5,2,
"Superior no univ. completa (096)",25,,15,9,1,
"Superior univ. incompleta (097)",9,,4,2,2,1
"Superior univ. completa (098)",16,,5,5,6,
"No PEA (100)",11551,4808,3383,1311,1096,953
"Sin nivel (101)",752,43,44,96,223,346
"Educación inicial (102)",172,162,6,4,,
"Primaria (103)",5179,3472,370,504,435,398
"Secundaria (104)",4016,1131,2018,481,267,119
"Superior no univ. incompleta (105)",471,,396,49,19,7
"Superior no univ. completa (106)",271,,113,70,57,31
"Superior univ. incompleta (107)",424,,354,42,18,10
"Superior univ. completa (108)",266,,82,65,77,42
,,,,,,
"RURAL (120)",36149,10180,9883,7596,5854,2636
"Sin nivel (121)",7591,483,913,1890,2435,1870
"Educación inicial (122)",641,585,30,26,,
"Primaria (123)",18845,7862,3695,3848,2760,680
"Secundaria (124)",8069,1250,4691,1528,535,65
"Superior no univ. incompleta (125)",396,,287,73,30,6
"Superior no univ. completa (126)",287,,122,124,36,5
"Superior univ. incompleta (127)",170,,104,28,31,7
"Superior univ. completa (128)",150,,41,79,27,3
"PEA (130)",13092,265,4135,4327,3309,1056
"Sin nivel (131)",2676,43,347,725,971,590
"Educación inicial (132)",43,9,16,18,,
"Primaria (133)",6358,173,1770,2194,1804,417
"Secundaria (134)",3429,40,1778,1144,429,38
"Superior no univ. incompleta (135)",167,,85,55,25,2
"Superior no univ. completa (136)",219,,88,100,29,2
"Superior univ. incompleta (137)",69,,17,20,27,5
"Superior univ. completa (138)",131,,34,71,24,2
"Ocupada (140)",12895,254,4037,4266,3283,1055
"Sin nivel (141)",2655,39,342,720,965,589
"Educación inicial (142)",40,7,16,17,,
"Primaria (143)",6284,169,1740,2163,1795,417
"Secundaria (144)",3347,39,1725,1125,420,38
"Superior no univ. incompleta (145)",162,,82,55,23,2
"Superior no univ. completa (146)",211,,81,99,29,2
"Superior univ. incompleta (147)",67,,17,18,27,5
"Superior univ. completa (148)",129,,34,69,24,2
"Desocupada (150)",197,11,98,61,26,1
"Sin nivel (151)",21,4,5,5,6,1
"Educación inicial (152)",3,2,,1,,
"Primaria (153)",74,4,30,31,9,
"Secundaria (154)",82,1,53,19,9,
"Superior no univ. incompleta (155)",5,,3,,2,
"Superior no univ. completa (156)",8,,7,1,,
"Superior univ. incompleta (157)",2,,,2,,
"Superior univ. completa (158)",2,,,2,,
"No PEA (160)",23057,9915,5748,3269,2545,1580
"Sin nivel (161)",4915,440,566,1165,1464,1280
"Educación inicial (162)",598,576,14,8,,
"Primaria (163)",12487,7689,1925,1654,956,263
"Secundaria (164)",4640,1210,2913,384,106,27
"Superior no univ. incompleta (165)",229,,202,18,5,4
"Superior no univ. completa (166)",68,,34,24,7,3
"Superior univ. incompleta (167)",101,,87,8,4,2
"Superior univ. completa (168)",19,,7,8,3,1
