"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",638,,,,21,25,172,12,408
"Técnicos de nivel medio ytrab.asimilados (039)",166,,,3,10,15,94,24,20
"Jefes y empleados de oficina (040)",159,,,,27,10,55,18,49
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",273,10,,49,117,39,28,14,16
"Agricult.trabaj. calif.agrop. y pesquros (042)",1105,56,,477,388,30,63,29,62
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",113,5,,18,39,14,22,6,9
"Obreros. construc., conf., papel, fab., instr (044)",277,,1,31,148,34,38,14,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1617,95,3,439,705,112,118,58,87
"Otra (046)",45,,,,14,5,15,7,4
"Ocupación no especificada (047)",219,9,,68,89,13,17,9,14
"Hombres (048)",3016,55,4,686,1125,197,396,129,424
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",27,,,6,7,1,4,1,8
"Profes., científicos e intelectuales (050)",314,,,,4,7,70,6,227
"Técnicos de nivel medio ytrab.asimilados (051)",115,,,1,6,8,69,15,16
"Jefes y empleados de oficina (052)",95,,,,21,6,21,15,32
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",92,,,12,43,12,14,6,5
"Agricult.trabaj. calif.agrop. y pesquros (054)",911,30,,387,328,26,59,27,54
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",84,2,,13,33,10,20,,6
"Obreros. construc., conf., papel, fab., instr (056)",269,,1,27,146,33,37,14,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",935,20,3,211,460,79,77,33,52
"Otra (058)",45,,,,14,5,15,7,4
"Ocupación no especificada (059)",129,3,,29,63,10,10,5,9
"Mujeres (060)",1627,120,,406,441,102,231,63,264
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,,,1,1,1,1,,
"Profes., científicos e intelectuales (062)",324,,,,17,18,102,6,181
"Técnicos de nivel medio ytrab.asimilados (063)",51,,,2,4,7,25,9,4
"Jefes y empleados de oficina (064)",64,,,,6,4,34,3,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",181,10,,37,74,27,14,8,11
"Agricult.trabaj. calif.agrop. y pesquros (066)",194,26,,90,60,4,4,2,8
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",29,3,,5,6,4,2,6,3
"Obreros. construc., conf., papel, fab., instr (068)",8,,,4,2,1,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",682,75,,228,245,33,41,25,35
"Ocupación no especificada (071)",90,6,,39,26,3,7,4,5
,,,,,,,,,
"RURAL (072)",5558,408,4,1615,1995,440,512,193,391
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",13,1,,1,,,3,,8
"Profes., científicos e intelectuales (074)",281,,,,21,9,53,6,192
"Técnicos de nivel medio ytrab.asimilados (075)",162,1,,,6,32,75,34,14
"Jefes y empleados de oficina (076)",85,,,1,15,13,30,8,18
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",158,3,,27,62,26,27,8,5
"Agricult.trabaj. calif.agrop. y pesquros (078)",1854,159,1,808,617,94,80,36,59
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",292,3,,24,114,67,66,12,6
"Obreros. construc., conf., papel, fab., instr (080)",393,4,,50,189,56,53,24,17
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2055,202,3,650,850,124,104,55,67
"Otra (082)",14,,,,4,1,8,1,
"Ocupación no especificada (083)",251,35,,54,117,18,13,9,5
"Hombres (084)",4092,152,2,1158,1588,367,391,155,279
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",10,1,,1,,,2,,6
"Profes., científicos e intelectuales (086)",144,,,,5,4,17,3,115
"Técnicos de nivel medio ytrab.asimilados (087)",138,,,,4,28,63,31,12
"Jefes y empleados de oficina (088)",50,,,1,10,6,14,6,13
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",82,,,14,31,16,14,4,3
"Agricult.trabaj. calif.agrop. y pesquros (090)",1577,81,1,689,561,86,72,31,56
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",267,,,14,109,63,64,12,5
"Obreros. construc., conf., papel, fab., instr (092)",387,4,,49,188,54,51,24,17
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1248,49,1,356,588,93,76,35,50
"Otra (094)",13,,,,4,1,7,1,
"Ocupación no especificada (095)",176,17,,34,88,16,11,8,2
"Mujeres (096)",1466,256,2,457,407,73,121,38,112
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,,,1,,2
"Profes., científicos e intelectuales (098)",137,,,,16,5,36,3,77
"Técnicos de nivel medio ytrab.asimilados (099)",24,1,,,2,4,12,3,2
"Jefes y empleados de oficina (100)",35,,,,5,7,16,2,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",76,3,,13,31,10,13,4,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",277,78,,119,56,8,8,5,3
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",25,3,,10,5,4,2,,1
"Obreros. construc., conf., papel, fab., instr (104)",6,,,1,1,2,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",807,153,2,294,262,31,28,20,17
"Otra (106)",1,,,,,,1,,
"Ocupación no especificada (107)",75,18,,20,29,2,2,1,3
