"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",163,,,4,26,21,77,15,20
"Jefes y empleados de oficina (040)",168,,,3,29,23,55,14,44
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",726,37,1,220,259,44,78,34,53
"Agricult.trabaj. calif.agrop. y pesquros (042)",677,58,3,396,162,9,22,3,24
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",289,6,,83,123,20,32,6,19
"Obreros. construc., conf., papel, fab., instr (044)",365,1,2,110,183,14,37,6,12
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",940,96,2,401,300,34,42,28,37
"Otra (046)",23,,,,3,1,8,4,7
"Ocupación no especificada (047)",217,14,,65,53,23,29,13,20
"Hombres (048)",2902,103,7,907,842,155,440,90,358
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",13,,,1,2,1,4,1,4
"Profes., científicos e intelectuales (050)",403,,,,9,14,181,15,184
"Técnicos de nivel medio ytrab.asimilados (051)",110,,,3,20,13,49,12,13
"Jefes y empleados de oficina (052)",85,,,2,18,8,23,6,28
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",369,5,1,99,141,30,44,16,33
"Agricult.trabaj. calif.agrop. y pesquros (054)",623,45,3,371,151,9,19,2,23
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",240,4,,64,105,19,27,6,15
"Obreros. construc., conf., papel, fab., instr (056)",358,1,2,106,181,13,37,6,12
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",558,41,1,235,186,29,27,16,23
"Otra (058)",23,,,,3,1,8,4,7
"Ocupación no especificada (059)",120,7,,26,26,18,21,6,16
"Mujeres (060)",1441,109,1,376,323,64,293,59,216
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,,,,,2
"Profes., científicos e intelectuales (062)",357,,,,16,15,168,10,148
"Técnicos de nivel medio ytrab.asimilados (063)",53,,,1,6,8,28,3,7
"Jefes y empleados de oficina (064)",83,,,1,11,15,32,8,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",357,32,,121,118,14,34,18,20
"Agricult.trabaj. calif.agrop. y pesquros (066)",54,13,,25,11,,3,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",49,2,,19,18,1,5,,4
"Obreros. construc., conf., papel, fab., instr (068)",7,,,4,2,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",382,55,1,166,114,5,15,12,14
"Ocupación no especificada (071)",97,7,,39,27,5,8,7,4
,,,,,,,,,
"RURAL (072)",10099,1492,20,6852,1401,60,160,39,75
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",9,,,2,3,2,,2,
"Profes., científicos e intelectuales (074)",150,,,,20,6,59,5,60
"Técnicos de nivel medio ytrab.asimilados (075)",36,,,2,3,5,18,3,5
"Jefes y empleados de oficina (076)",39,,,,18,2,12,6,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",197,30,,108,50,1,5,1,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",5405,801,6,3906,636,23,22,8,3
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",240,33,,148,48,3,7,1,
"Obreros. construc., conf., papel, fab., instr (080)",185,5,,87,76,3,7,5,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3532,553,14,2413,505,12,27,6,2
"Otra (082)",1,,,,,,1,,
"Ocupación no especificada (083)",305,70,,186,42,3,2,2,
"Hombres (084)",8468,1069,16,5876,1257,54,117,34,45
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",9,,,2,3,2,,2,
"Profes., científicos e intelectuales (086)",82,,,,6,2,36,3,35
"Técnicos de nivel medio ytrab.asimilados (087)",26,,,2,3,5,12,3,1
"Jefes y empleados de oficina (088)",23,,,,13,1,4,4,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",83,7,,44,25,1,4,1,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",5220,740,5,3794,625,23,22,8,3
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",185,9,,122,45,3,5,1,
"Obreros. construc., conf., papel, fab., instr (092)",179,4,,87,73,2,6,5,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2501,295,11,1716,434,12,25,6,2
"Otra (094)",1,,,,,,1,,
"Ocupación no especificada (095)",159,14,,109,30,3,2,1,
"Mujeres (096)",1631,423,4,976,144,6,43,5,30
"Profes., científicos e intelectuales (098)",68,,,,14,4,23,2,25
"Técnicos de nivel medio ytrab.asimilados (099)",10,,,,,,6,,4
"Jefes y empleados de oficina (100)",16,,,,5,1,8,2,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",114,23,,64,25,,1,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",185,61,1,112,11,,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",55,24,,26,3,,2,,
"Obreros. construc., conf., papel, fab., instr (104)",6,1,,,3,1,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1031,258,3,697,71,,2,,
"Ocupación no especificada (107)",146,56,,77,12,,,1,
