"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3518,3265,137,43,73
"Otra (034)",8,,,,8
"Ocupación no especificada (035)",446,402,27,11,6
,,,,,
"URBANA (036)",11004,7846,1085,750,1323
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",46,,4,4,38
"Profes., científicos e intelectuales (038)",720,180,167,194,179
"Técnicos de nivel medio y trab. asimilados (039)",354,148,43,38,125
"Jefes y empleados de oficina (040)",297,55,25,40,177
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1691,1515,87,29,60
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1751,1622,122,6,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1320,1067,128,48,77
"Obreros construc.,conf.,papel, fab., instr. (044)",1697,1020,212,185,280
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2544,1931,243,160,210
"Otra (046)",143,,,,143
"Ocupación no especificada (047)",441,308,54,46,33
"Hombres (048)",7040,4606,798,562,1074
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",35,,4,2,29
"Profes., científicos e intelectuales (050)",398,99,90,103,106
"Técnicos de nivel medio y trab. asimilados (051)",243,90,31,28,94
"Jefes y empleados de oficina (052)",167,26,16,23,102
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",526,415,43,15,53
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1388,1281,102,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",821,626,81,39,75
"Obreros construc.,conf.,papel, fab., instr. (056)",1629,976,206,175,272
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1448,944,190,137,177
"Otra (058)",139,,,,139
"Ocupación no especificada (059)",246,149,35,35,27
"Mujeres (060)",3964,3240,287,188,249
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",11,,,2,9
"Profes., científicos e intelectuales (062)",322,81,77,91,73
"Técnicos de nivel medio y trab. asimilados (063)",111,58,12,10,31
"Jefes y empleados de oficina (064)",130,29,9,17,75
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1165,1100,44,14,7
"Agricult.trabaj.calif.agrop.y pesqueros (066)",363,341,20,1,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",499,441,47,9,2
"Obreros construc.,conf.,papel, fab., instr. (068)",68,44,6,10,8
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1096,987,53,23,33
"Otra (070)",4,,,,4
"Ocupación no especificada (071)",195,159,19,11,6
,,,,,
"RURAL (072)",15381,13441,925,335,680
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,,1,,10
"Profes., científicos e intelectuales (074)",160,67,21,14,58
"Técnicos de nivel medio y trab. asimilados (075)",68,29,6,4,29
"Jefes y empleados de oficina (076)",79,14,11,9,45
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",453,410,24,4,15
"Agricult.trabaj.calif.agrop.y pesqueros (078)",7633,7355,274,2,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",599,485,53,17,44
"Obreros construc.,conf.,papel, fab., instr. (080)",772,410,116,138,108
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5072,4264,378,139,291
"Otra (082)",67,,,,67
"Ocupación no especificada (083)",467,407,41,8,11
"Hombres (084)",10778,9134,752,296,596
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,,,8
"Profes., científicos e intelectuales (086)",104,35,13,11,45
"Técnicos de nivel medio y trab. asimilados (087)",48,14,5,4,25
"Jefes y empleados de oficina (088)",56,12,7,8,29
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",188,163,11,2,12
"Agricult.trabaj.calif.agrop.y pesqueros (090)",6315,6081,230,2,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",404,302,46,13,43
"Obreros construc.,conf.,papel, fab., instr. (092)",726,377,113,129,107
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2650,1986,294,119,251
"Otra (094)",63,,,,63
"Ocupación no especificada (095)",216,164,33,8,11
"Mujeres (096)",4603,4307,173,39,84
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,1,,2
"Profes., científicos e intelectuales (098)",56,32,8,3,13
"Técnicos de nivel medio y trab. asimilados (099)",20,15,1,,4
"Jefes y empleados de oficina (100)",23,2,4,1,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",265,247,13,2,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1318,1274,44,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",195,183,7,4,1
"Obreros construc.,conf.,papel, fab., instr. (104)",46,33,3,9,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",2422,2278,84,20,40
"Otra (106)",4,,,,4
"Ocupación no especificada (107)",251,243,8,,
