"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUAURA (000)",155575,20553,29631,31384,25677,19015,29315
"Conviviente (001)",38824,346,6818,13865,9545,4652,3598
"Separado(a) (002)",5826,32,440,1214,1492,1244,1404
"Casado(a) (003)",43424,41,1003,5920,10076,10071,16313
"Viudo(a) (004)",6191,1,22,98,302,582,5186
"Divorciado(a) (005)",792,,13,69,151,208,351
"Soltero(a) (006)",60518,20133,21335,10218,4111,2258,2463
"Hombres (008)",78129,10413,15034,15772,12623,9402,14885
"Conviviente (009)",19138,128,2472,6740,5027,2614,2157
"Separado(a) (010)",1991,10,76,364,511,442,588
"Casado(a) (011)",21473,23,307,2454,4655,4913,9121
"Viudo(a) (012)",1788,,4,21,73,138,1552
"Divorciado(a) (013)",354,,6,26,59,94,169
"Soltero(a) (014)",33385,10252,12169,6167,2298,1201,1298
"Mujeres (016)",77446,10140,14597,15612,13054,9613,14430
"Conviviente (017)",19686,218,4346,7125,4518,2038,1441
"Separado(a) (018)",3835,22,364,850,981,802,816
"Casado(a) (019)",21951,18,696,3466,5421,5158,7192
"Viudo(a) (020)",4403,1,18,77,229,444,3634
"Divorciado(a) (021)",438,,7,43,92,114,182
"Soltero(a) (022)",27133,9881,9166,4051,1813,1057,1165
,,,,,,,
"URBANA (024)",135070,17748,25546,27229,22541,16531,25475
"Conviviente (025)",32214,284,5559,11623,8029,3804,2915
"Separado(a) (026)",5236,28,386,1099,1374,1110,1239
"Casado(a) (027)",38268,37,874,5289,9022,8859,14187
"Viudo(a) (028)",5446,1,22,84,257,525,4557
"Divorciado(a) (029)",745,,13,66,146,194,326
"Soltero(a) (030)",53161,17398,18692,9068,3713,2039,2251
"Hombres (032)",67049,8982,12847,13482,10942,8052,12744
"Conviviente (033)",15772,111,2015,5575,4208,2114,1749
"Separado(a) (034)",1741,9,67,323,463,383,496
"Casado(a) (035)",18798,22,269,2170,4152,4302,7883
"Viudo(a) (036)",1524,,4,19,57,125,1319
"Divorciado(a) (037)",325,,6,24,55,86,154
"Soltero(a) (038)",28889,8840,10486,5371,2007,1042,1143
"Mujeres (040)",68021,8766,12699,13747,11599,8479,12731
"Conviviente (041)",16442,173,3544,6048,3821,1690,1166
"Separado(a) (042)",3495,19,319,776,911,727,743
"Casado(a) (043)",19470,15,605,3119,4870,4557,6304
"Viudo(a) (044)",3922,1,18,65,200,400,3238
"Divorciado(a) (045)",420,,7,42,91,108,172
"Soltero(a) (046)",24272,8558,8206,3697,1706,997,1108
,,,,,,,
"RURAL (048)",20505,2805,4085,4155,3136,2484,3840
"Conviviente (049)",6610,62,1259,2242,1516,848,683
"Separado(a) (050)",590,4,54,115,118,134,165
"Casado(a) (051)",5156,4,129,631,1054,1212,2126
"Viudo(a) (052)",745,,,14,45,57,629
"Divorciado(a) (053)",47,,,3,5,14,25
"Soltero(a) (054)",7357,2735,2643,1150,398,219,212
"Hombres (056)",11080,1431,2187,2290,1681,1350,2141
"Conviviente (057)",3366,17,457,1165,819,500,408
"Separado(a) (058)",250,1,9,41,48,59,92
"Casado(a) (059)",2675,1,38,284,503,611,1238
"Viudo(a) (060)",264,,,2,16,13,233
"Divorciado(a) (061)",29,,,2,4,8,15
"Soltero(a) (062)",4496,1412,1683,796,291,159,155
"Mujeres (064)",9425,1374,1898,1865,1455,1134,1699
"Conviviente (065)",3244,45,802,1077,697,348,275
"Separado(a) (066)",340,3,45,74,70,75,73
"Casado(a) (067)",2481,3,91,347,551,601,888
"Viudo(a) (068)",481,,,12,29,44,396
"Divorciado(a) (069)",18,,,1,1,6,10
"Soltero(a) (070)",2861,1323,960,354,107,60,57
