"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BELLAVISTA (000)",12039,36,156,546,1071,2540,5239,2451
"De 12 a 14 años (001)",43,,,,,,12,31
"De 15 a 19 años (002)",788,,,,,,487,301
"De 20 a 24 años (003)",1663,,,,,4,1149,510
"De 25 a 29 años (004)",1766,,,,,134,1267,365
"De 30 a 34 años (005)",1610,,,,2,358,1018,232
"De 35 a 39 años (006)",1455,,,,19,542,720,174
"De 40 a 44 años (007)",1213,,,,73,563,411,166
"De 45 a 49 años (008)",932,,,3,165,474,154,136
"De 50 y más años (009)",2569,36,156,543,812,465,21,536
"Sin nivel (010)",1499,12,41,173,222,332,370,349
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",21,,,,,,14,7
"De 20 a 24 años (013)",46,,,,,,27,19
"De 25 a 29 años (014)",96,,,,,5,73,18
"De 30 a 34 años (015)",106,,,,,17,75,14
"De 35 a 39 años (016)",121,,,,,38,71,12
"De 40 a 44 años (017)",154,,,,3,70,64,17
"De 45 a 49 años (018)",152,,,,15,74,40,23
"De 50 y más años (019)",801,12,41,173,204,128,6,237
"Educacion Inicial (020)",22,,,,,4,17,1
"De 20 a 24 años (023)",3,,,,,,3,
"De 25 a 29 años (024)",7,,,,,1,5,1
"De 30 a 34 años (025)",8,,,,,1,7,
"De 35 a 39 años (026)",4,,,,,2,2,
"Primaria (030)",6775,21,105,321,657,1510,2978,1183
"De 12 a 14 años (031)",34,,,,,,12,22
"De 15 a 19 años (032)",440,,,,,,277,163
"De 20 a 24 años (033)",893,,,,,3,654,236
"De 25 a 29 años (034)",939,,,,,77,708,154
"De 30 a 34 años (035)",889,,,,,198,581,110
"De 35 a 39 años (036)",834,,,,11,316,420,87
"De 40 a 44 años (037)",705,,,,47,339,235,84
"De 45 a 49 años (038)",548,,,2,98,289,78,81
"De 50 y más años (039)",1493,21,105,319,501,288,13,246
"Secundaria (040)",2828,,6,40,139,497,1501,645
"De 12 a 14 años (041)",7,,,,,,,7
"De 15 a 19 años (042)",315,,,,,,192,123
"De 20 a 24 años (043)",600,,,,,1,407,192
"De 25 a 29 años (044)",560,,,,,40,393,127
"De 30 a 34 años (045)",435,,,,1,110,261,63
"De 35 a 39 años (046)",337,,,,6,126,156,49
"De 40 a 44 años (047)",232,,,,18,111,70,33
"De 45 a 49 años (048)",145,,,,34,75,20,16
"De 50 y más años (049)",197,,6,40,80,34,2,35
"Sup. no Univ. incompleta (050)",258,,1,2,11,56,111,77
"De 15 a 19 años (052)",10,,,,,,4,6
"De 20 a 24 años (053)",59,,,,,,32,27
