"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia MAYNAS (000)",168136,46630,22775,74633,3043,14744,6311
"Sin nivel (001)",3301,132,295,1781,38,907,148
"Educación inicial (002)",136,12,12,54,1,46,11
"Primaria (003)",44262,2615,6496,24314,503,8060,2274
"Secundaria (004)",73695,14485,13486,36152,1260,4846,3466
"Superior no univ. incompleta (005)",9220,4036,894,3626,192,270,202
"Superior no univ. completa (006)",12803,8168,812,3240,263,219,101
"Superior univ. incompleta (007)",7970,4383,442,2604,275,209,57
"Superior univ. completa (008)",16749,12799,338,2862,511,187,52
"Hombres (010)",108369,26678,20655,51774,2195,6609,458
"Sin nivel (011)",1541,61,234,1021,23,197,5
"Educación inicial (012)",84,7,10,40,1,26,
"Primaria (013)",27890,1535,5640,16835,362,3377,141
"Secundaria (014)",50528,9225,12480,25076,903,2589,255
"Superior no univ. incompleta (015)",6064,2353,823,2605,133,129,21
"Superior no univ. completa (016)",7275,4032,756,2198,178,99,12
"Superior univ. incompleta (017)",5325,2661,403,1944,200,104,13
"Superior univ. completa (018)",9662,6804,309,2055,395,88,11
"Mujeres (020)",59767,19952,2120,22859,848,8135,5853
"Sin nivel (021)",1760,71,61,760,15,710,143
"Educación inicial (022)",52,5,2,14,,20,11
"Primaria (023)",16372,1080,856,7479,141,4683,2133
"Secundaria (024)",23167,5260,1006,11076,357,2257,3211
"Superior no univ. incompleta (025)",3156,1683,71,1021,59,141,181
"Superior no univ. completa (026)",5528,4136,56,1042,85,120,89
"Superior univ. incompleta (027)",2645,1722,39,660,75,105,44
"Superior univ. completa (028)",7087,5995,29,807,116,99,41
,,,,,,,
"URBANA (030)",134536,44913,19059,56091,2739,5640,6094
"Sin nivel (031)",1263,127,148,726,12,115,135
"Educación inicial (032)",100,12,10,43,1,23,11
"Primaria (033)",24463,2454,4541,13004,347,1963,2154
"Secundaria (034)",63670,14120,11981,30312,1150,2722,3385
"Superior no univ. incompleta (035)",8849,3891,847,3483,189,239,200
"Superior no univ. completa (036)",12312,7819,779,3158,262,194,100
"Superior univ. incompleta (037)",7751,4245,418,2557,271,203,57
"Superior univ. completa (038)",16128,12245,335,2808,507,181,52
"Hombres (040)",83535,25508,17374,35831,1923,2492,407
"Sin nivel (041)",534,59,118,307,7,39,4
"Educación inicial (042)",62,7,8,30,1,16,
"Primaria (043)",13668,1410,3967,7092,221,861,117
"Secundaria (044)",42138,8927,11095,19884,798,1204,230
"Superior no univ. incompleta (045)",5766,2253,777,2481,131,103,21
"Superior no univ. completa (046)",6939,3814,724,2128,177,85,11
"Superior univ. incompleta (047)",5149,2561,379,1900,197,99,13
"Superior univ. completa (048)",9279,6477,306,2009,391,85,11
"Mujeres (050)",51001,19405,1685,20260,816,3148,5687
"Sin nivel (051)",729,68,30,419,5,76,131
"Educación inicial (052)",38,5,2,13,,7,11
"Primaria (053)",10795,1044,574,5912,126,1102,2037
"Secundaria (054)",21532,5193,886,10428,352,1518,3155
"Superior no univ. incompleta (055)",3083,1638,70,1002,58,136,179
"Superior no univ. completa (056)",5373,4005,55,1030,85,109,89
"Superior univ. incompleta (057)",2602,1684,39,657,74,104,44
"Superior univ. completa (058)",6849,5768,29,799,116,96,41
,,,,,,,
"RURAL (060)",33600,1717,3716,18542,304,9104,217
"Sin nivel (061)",2038,5,147,1055,26,792,13
"Educación inicial (062)",36,,2,11,,23,
"Primaria (063)",19799,161,1955,11310,156,6097,120
"Secundaria (064)",10025,365,1505,5840,110,2124,81
"Superior no univ. incompleta (065)",371,145,47,143,3,31,2
"Superior no univ. completa (066)",491,349,33,82,1,25,1
"Superior univ. incompleta (067)",219,138,24,47,4,6,
"Superior univ. completa (068)",621,554,3,54,4,6,
"Hombres (070)",24834,1170,3281,15943,272,4117,51
"Sin nivel (071)",1007,2,116,714,16,158,1
"Educación inicial (072)",22,,2,10,,10,
"Primaria (073)",14222,125,1673,9743,141,2516,24
"Secundaria (074)",8390,298,1385,5192,105,1385,25
"Superior no univ. incompleta (075)",298,100,46,124,2,26,
"Superior no univ. completa (076)",336,218,32,70,1,14,1
"Superior univ. incompleta (077)",176,100,24,44,3,5,
"Superior univ. completa (078)",383,327,3,46,4,3,
"Mujeres (080)",8766,547,435,2599,32,4987,166
"Sin nivel (081)",1031,3,31,341,10,634,12
"Educación inicial (082)",14,,,1,,13,
"Primaria (083)",5577,36,282,1567,15,3581,96
"Secundaria (084)",1635,67,120,648,5,739,56
"Superior no univ. incompleta (085)",73,45,1,19,1,5,2
"Superior no univ. completa (086)",155,131,1,12,,11,
"Superior univ. incompleta (087)",43,38,,3,1,1,
"Superior univ. completa (088)",238,227,,8,,3,
