"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",8663,8370,219,30,44
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",388,364,13,6,5
,,,,,
"URBANA (036)",9738,6596,996,936,1210
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",43,,6,6,31
"Profes., científicos e intelectuales (038)",1685,441,400,597,247
"Técnicos de nivel medio y trab. asimilados (039)",288,90,23,26,149
"Jefes y empleados de oficina (040)",454,39,20,34,361
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1553,1422,72,10,49
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1259,1181,78,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",813,617,72,74,50
"Obreros construc.,conf.,papel, fab., instr. (044)",902,621,118,77,86
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2448,2006,189,96,157
"Otra (046)",75,,,,75
"Ocupación no especificada (047)",218,179,18,16,5
"Hombres (048)",5909,3568,738,740,863
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",37,,5,5,27
"Profes., científicos e intelectuales (050)",1154,247,292,438,177
"Técnicos de nivel medio y trab. asimilados (051)",203,72,21,23,87
"Jefes y empleados de oficina (052)",265,22,13,25,205
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",450,384,30,4,32
"Agricult.trabaj.calif.agrop.y pesqueros (054)",878,826,52,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",609,427,61,71,50
"Obreros construc.,conf.,papel, fab., instr. (056)",882,606,116,76,84
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1269,917,139,85,128
"Otra (058)",70,,,,70
"Ocupación no especificada (059)",92,67,9,13,3
"Mujeres (060)",3829,3028,258,196,347
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",6,,1,1,4
"Profes., científicos e intelectuales (062)",531,194,108,159,70
"Técnicos de nivel medio y trab. asimilados (063)",85,18,2,3,62
"Jefes y empleados de oficina (064)",189,17,7,9,156
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1103,1038,42,6,17
"Agricult.trabaj.calif.agrop.y pesqueros (066)",381,355,26,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",204,190,11,3,
"Obreros construc.,conf.,papel, fab., instr. (068)",20,15,2,1,2
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1179,1089,50,11,29
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",126,112,9,3,2
,,,,,
"RURAL (072)",29292,27227,1238,392,435
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",43,1,2,,40
"Profes., científicos e intelectuales (074)",563,203,196,110,54
"Técnicos de nivel medio y trab. asimilados (075)",88,51,10,6,21
"Jefes y empleados de oficina (076)",150,20,13,4,113
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",774,716,35,7,16
"Agricult.trabaj.calif.agrop.y pesqueros (078)",12762,12484,276,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",1019,685,177,105,52
"Obreros construc.,conf.,papel, fab., instr. (080)",637,515,78,24,20
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",12782,12129,433,116,104
"Otra (082)",5,,,,5
"Ocupación no especificada (083)",469,423,18,18,10
"Hombres (084)",17236,15559,949,354,374
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",32,,2,,30
"Profes., científicos e intelectuales (086)",475,160,171,100,44
"Técnicos de nivel medio y trab. asimilados (087)",70,39,8,6,17
"Jefes y empleados de oficina (088)",126,17,8,3,98
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",371,329,24,6,12
"Agricult.trabaj.calif.agrop.y pesqueros (090)",9196,8969,226,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",827,516,156,103,52
"Obreros construc.,conf.,papel, fab., instr. (092)",629,510,76,23,20
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",5298,4848,264,97,89
"Otra (094)",5,,,,5
"Ocupación no especificada (095)",207,171,14,15,7
"Mujeres (096)",12056,11668,289,38,61
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",11,1,,,10
"Profes., científicos e intelectuales (098)",88,43,25,10,10
"Técnicos de nivel medio y trab. asimilados (099)",18,12,2,,4
"Jefes y empleados de oficina (100)",24,3,5,1,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",403,387,11,1,4
"Agricult.trabaj.calif.agrop.y pesqueros (102)",3566,3515,50,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",192,169,21,2,
"Obreros construc.,conf.,papel, fab., instr. (104)",8,5,2,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",7484,7281,169,19,15
"Ocupación no especificada (107)",262,252,4,3,3
