"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 40 a 44 años (037)",1134,2881,2757,13,95.7,0.5,
"De 45 a 49 años (038)",1060,3008,2890,2,96.1,0.1,
"De 50 y más años (039)",3090,12463,11492,,92.2,,
"Viudo(a) (040)",972,4706,4108,,87.3,,
"De 12 a 14 años (041)",1,,,,,,
"De 20 a 24 años (043)",4,7,7,,100,,
"De 25 a 29 años (044)",12,18,17,,94.4,,
"De 30 a 34 años (045)",11,14,14,,100,,
"De 35 a 39 años (046)",23,59,58,,98.3,,
"De 40 a 44 años (047)",33,88,87,,98.9,,
"De 45 a 49 años (048)",48,152,150,,98.7,,
"De 50 y más años (049)",840,4368,3775,,86.4,,
"Divorciado(a) (050)",234,672,621,2,92.4,0.3,
"De 15 a 19 años (052)",3,4,4,,100,,
"De 20 a 24 años (053)",4,3,3,,100,,
"De 25 a 29 años (054)",6,5,5,,100,,
"De 30 a 34 años (055)",13,17,17,1,100,5.9,
"De 35 a 39 años (056)",33,69,69,1,100,1.4,
"De 40 a 44 años (057)",27,57,53,,93,,
"De 45 a 49 años (058)",37,98,90,,91.8,,
"De 50 y más años (059)",111,419,380,,90.7,,
"Soltero(a) (060)",8143,2056,2011,75,97.8,3.6,
"De 12 a 14 años (061)",1742,7,7,,100,,
"De 15 a 19 años (062)",2313,66,65,17,98.5,25.8,
"De 20 a 24 años (063)",1432,226,224,30,99.1,13.3,
"De 25 a 29 años (064)",964,271,264,8,97.4,3,
"De 30 a 34 años (065)",550,316,313,13,99.1,4.1,
"De 35 a 39 años (066)",407,348,336,6,96.6,1.7,
"De 40 a 44 años (067)",277,268,262,1,97.8,0.4,
"De 45 a 49 años (068)",181,216,213,,98.6,,
"De 50 y más años (069)",277,338,327,,96.7,,
,,,,,,,
"URBANA (080)",24796,46507,43879,887,94.3,1.9,
"De 12 a 14 años (081)",1766,20,19,1,95,5,
"De 15 a 19 años (082)",2645,307,304,79,99,25.7,
"De 20 a 24 años (083)",2727,1566,1538,227,98.2,14.5,
"De 25 a 29 años (084)",3010,3171,3112,226,98.1,7.1,
"De 30 a 34 años (085)",2861,4562,4487,194,98.4,4.3,
"De 35 a 39 años (086)",2664,5538,5383,118,97.2,2.1,
"De 40 a 44 años (087)",2160,5187,4985,37,96.1,0.7,
"De 45 a 49 años (088)",1849,5132,4912,5,95.7,0.1,
"De 50 y más años (089)",5114,21024,19139,,91,,
"Conviviente (090)",5743,11552,11150,514,96.5,4.4,
"De 12 a 14 años (091)",18,9,8,1,88.9,11.1,
"De 15 a 19 años (092)",275,182,180,53,98.9,29.1,
"De 20 a 24 años (093)",977,1005,985,154,98,15.3,
"De 25 a 29 años (094)",1231,1756,1724,138,98.2,7.9,
"De 30 a 34 años (095)",1079,2006,1979,96,98.7,4.8,
"De 35 a 39 años (096)",798,1905,1852,50,97.2,2.6,
"De 40 a 44 años (097)",505,1415,1358,19,96,1.3,
"De 45 a 49 años (098)",376,1194,1135,3,95.1,0.3,
"De 50 y más años (099)",484,2080,1929,,92.7,,
"Separado(a) (100)",1327,3539,3340,44,94.4,1.2,
"De 12 a 14 años (101)",4,2,2,,100,,
"De 15 a 19 años (102)",30,18,18,4,100,22.2,
"De 20 a 24 años (103)",82,91,91,12,100,13.2,
"De 25 a 29 años (104)",122,174,170,7,97.7,4,
"De 30 a 34 años (105)",183,336,321,9,95.5,2.7,
"De 35 a 39 años (106)",211,468,456,8,97.4,1.7,
"De 40 a 44 años (107)",191,490,479,4,97.8,0.8,
"De 45 a 49 años (108)",155,483,453,,93.8,,
"De 50 y más años (109)",349,1477,1350,,91.4,,
"Casado(a) (110)",8434,24041,22705,252,94.4,1,
"De 12 a 14 años (111)",4,2,2,,100,,
"De 15 a 19 años (112)",38,37,37,5,100,13.5,
"De 20 a 24 años (113)",239,234,228,31,97.4,13.2,
"De 25 a 29 años (114)",683,949,934,73,98.4,7.7,
"De 30 a 34 años (115)",1025,1873,1843,75,98.4,4,
"De 35 a 39 años (116)",1194,2689,2612,53,97.1,2,
"De 40 a 44 años (117)",1127,2869,2746,13,95.7,0.5,
"De 45 a 49 años (118)",1054,2989,2871,2,96.1,0.1,
"De 50 y más años (119)",3070,12399,11432,,92.2,,
"Viudo(a) (120)",960,4655,4060,,87.2,,
"De 12 a 14 años (121)",1,,,,,,
"De 20 a 24 años (123)",4,7,7,,100,,
"De 25 a 29 años (124)",12,18,17,,94.4,,
"De 30 a 34 años (125)",11,14,14,,100,,
"De 35 a 39 años (126)",23,59,58,,98.3,,
"De 40 a 44 años (127)",33,88,87,,98.9,,
"De 45 a 49 años (128)",48,152,150,,98.7,,
"De 50 y más años (129)",828,4317,3727,,86.3,,
"Divorciado(a) (130)",232,670,619,2,92.4,0.3,
"De 15 a 19 años (132)",3,4,4,,100,,
"De 20 a 24 años (133)",4,3,3,,100,,
"De 25 a 29 años (134)",6,5,5,,100,,
"De 30 a 34 años (135)",13,17,17,1,100,5.9,
"De 35 a 39 años (136)",33,69,69,1,100,1.4,
"De 40 a 44 años (137)",27,57,53,,93,,
"De 45 a 49 años (138)",36,98,90,,91.8,,
"De 50 y más años (139)",110,417,378,,90.6,,
"Soltero(a) (140)",8100,2050,2005,75,97.8,3.7,
"De 12 a 14 años (141)",1739,7,7,,100,,
"De 15 a 19 años (142)",2299,66,65,17,98.5,25.8,
"De 20 a 24 años (143)",1421,226,224,30,99.1,13.3,
"De 25 a 29 años (144)",956,269,262,8,97.4,3,
"De 30 a 34 años (145)",550,316,313,13,99.1,4.1,
"De 35 a 39 años (146)",405,348,336,6,96.6,1.7,
"De 40 a 44 años (147)",277,268,262,1,97.8,0.4,
"De 45 a 49 años (148)",180,216,213,,98.6,,
"De 50 y más años (149)",273,334,323,,96.7,,
,,,,,,,
"RURAL (160)",115,217,204,1,94,0.5,
"De 12 a 14 años (161)",3,,,,,,
"De 15 a 19 años (162)",14,,,,,,
"De 20 a 24 años (163)",17,6,6,1,100,16.7,
"De 25 a 29 años (164)",13,12,12,,100,,
"De 30 a 34 años (165)",3,8,7,,87.5,,
"De 35 a 39 años (166)",8,15,14,,93.3,,
"De 40 a 44 años (167)",7,12,11,,91.7,,
"De 45 a 49 años (168)",8,19,19,,100,,
"De 50 y más años (169)",42,145,135,,93.1,,
"Conviviente (170)",16,47,42,,89.4,,
"De 20 a 24 años (173)",3,2,2,,100,,
"De 25 a 29 años (174)",3,7,7,,100,,
"De 30 a 34 años (175)",1,3,2,,66.7,,
"De 35 a 39 años (176)",5,13,12,,92.3,,
"De 50 y más años (179)",4,22,19,,86.4,,
"Separado(a) (180)",2,4,4,,100,,
"De 35 a 39 años (186)",1,2,2,,100,,
"De 50 y más años (189)",1,2,2,,100,,
"Casado(a) (190)",40,107,102,1,95.3,0.9,
"De 20 a 24 años (193)",3,4,4,1,100,25,
"De 25 a 29 años (194)",2,3,3,,100,,
"De 30 a 34 años (195)",2,5,5,,100,,
"De 40 a 44 años (197)",7,12,11,,91.7,,
"De 45 a 49 años (198)",6,19,19,,100,,
"De 50 y más años (199)",20,64,60,,93.8,,
"Viudo(a) (200)",12,51,48,,94.1,,
"De 50 y más años (209)",12,51,48,,94.1,,
"Divorciado(a) (210)",2,2,2,,100,,
"De 45 a 49 años (218)",1,,,,,,
"De 50 y más años (219)",1,2,2,,100,,
"Soltero(a) (220)",43,6,6,,100,,
"De 12 a 14 años (221)",3,,,,,,
"De 15 a 19 años (222)",14,,,,,,
"De 20 a 24 años (223)",11,,,,,,
"De 25 a 29 años (224)",8,2,2,,100,,
"De 35 a 39 años (226)",2,,,,,,
"De 45 a 49 años (228)",1,,,,,,
"De 50 y más años (229)",4,4,4,,100,,
