"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUARAL (000)",128224,17330,24266,26753,22003,15800,22072
"Conviviente (001)",35154,335,5992,12714,8848,4296,2969
"Separado(a) (002)",5444,29,457,1157,1362,1109,1330
"Casado(a) (003)",34713,44,848,5296,8350,8123,12052
"Viudo(a) (004)",4836,5,23,80,290,526,3912
"Divorciado(a) (005)",532,,17,50,123,133,209
"Soltero(a) (006)",47545,16917,16929,7456,3030,1613,1600
"Hombres (008)",64777,8832,12335,13438,10913,8034,11225
"Conviviente (009)",17479,122,2178,6250,4692,2442,1795
"Separado(a) (010)",1789,10,88,303,433,420,535
"Casado(a) (011)",17149,24,265,2185,3877,4052,6746
"Viudo(a) (012)",1355,1,6,22,77,111,1138
"Divorciado(a) (013)",268,,9,21,55,67,116
"Soltero(a) (014)",26737,8675,9789,4657,1779,942,895
"Mujeres (016)",63447,8498,11931,13315,11090,7766,10847
"Conviviente (017)",17675,213,3814,6464,4156,1854,1174
"Separado(a) (018)",3655,19,369,854,929,689,795
"Casado(a) (019)",17564,20,583,3111,4473,4071,5306
"Viudo(a) (020)",3481,4,17,58,213,415,2774
"Divorciado(a) (021)",264,,8,29,68,66,93
"Soltero(a) (022)",20808,8242,7140,2799,1251,671,705
,,,,,,,
"URBANA (024)",105986,14659,20002,21904,18376,13138,17907
"Conviviente (025)",28111,286,4752,10163,7195,3450,2265
"Separado(a) (026)",4647,28,403,976,1144,958,1138
"Casado(a) (027)",29208,42,697,4547,7231,6869,9822
"Viudo(a) (028)",4002,5,19,66,236,450,3226
"Divorciado(a) (029)",486,,16,47,115,120,188
"Soltero(a) (030)",39532,14298,14115,6105,2455,1291,1268
"Hombres (032)",52364,7408,9958,10621,8902,6521,8954
"Conviviente (033)",13613,111,1670,4813,3732,1916,1371
"Separado(a) (034)",1423,10,71,235,339,332,436
"Casado(a) (035)",14266,24,218,1849,3325,3404,5446
"Viudo(a) (036)",1100,1,5,16,59,89,930
"Divorciado(a) (037)",239,,9,20,51,56,103
"Soltero(a) (038)",21723,7262,7985,3688,1396,724,668
"Mujeres (040)",53622,7251,10044,11283,9474,6617,8953
"Conviviente (041)",14498,175,3082,5350,3463,1534,894
"Separado(a) (042)",3224,18,332,741,805,626,702
"Casado(a) (043)",14942,18,479,2698,3906,3465,4376
"Viudo(a) (044)",2902,4,14,50,177,361,2296
"Divorciado(a) (045)",247,,7,27,64,64,85
"Soltero(a) (046)",17809,7036,6130,2417,1059,567,600
,,,,,,,
"RURAL (048)",22238,2671,4264,4849,3627,2662,4165
"Conviviente (049)",7043,49,1240,2551,1653,846,704
"Separado(a) (050)",797,1,54,181,218,151,192
"Casado(a) (051)",5505,2,151,749,1119,1254,2230
"Viudo(a) (052)",834,,4,14,54,76,686
"Divorciado(a) (053)",46,,1,3,8,13,21
"Soltero(a) (054)",8013,2619,2814,1351,575,322,332
"Hombres (056)",12413,1424,2377,2817,2011,1513,2271
"Conviviente (057)",3866,11,508,1437,960,526,424
"Separado(a) (058)",366,,17,68,94,88,99
"Casado(a) (059)",2883,,47,336,552,648,1300
"Viudo(a) (060)",255,,1,6,18,22,208
"Divorciado(a) (061)",29,,,1,4,11,13
"Soltero(a) (062)",5014,1413,1804,969,383,218,227
"Mujeres (064)",9825,1247,1887,2032,1616,1149,1894
"Conviviente (065)",3177,38,732,1114,693,320,280
"Separado(a) (066)",431,1,37,113,124,63,93
"Casado(a) (067)",2622,2,104,413,567,606,930
"Viudo(a) (068)",579,,3,8,36,54,478
"Divorciado(a) (069)",17,,1,2,4,2,8
"Soltero(a) (070)",2999,1206,1010,382,192,104,105
