"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",84,,,1,24,12,34,2,11
"Jefes y empleados de oficina (040)",80,,,3,29,13,16,7,12
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",474,46,4,178,197,12,20,3,14
"Agricult.trabaj. calif.agrop. y pesquros (042)",706,85,3,369,227,6,8,5,3
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",141,14,,42,71,9,5,,
"Obreros. construc., conf., papel, fab., instr (044)",248,3,,62,158,12,7,5,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",755,91,7,339,276,23,13,3,3
"Otra (046)",43,,,,11,8,9,11,4
"Ocupación no especificada (047)",101,17,,45,27,5,2,2,3
"Hombres (048)",1847,84,6,652,750,86,136,40,93
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",15,,,2,7,1,,3,2
"Profes., científicos e intelectuales (050)",128,,,,,9,64,3,52
"Técnicos de nivel medio ytrab.asimilados (051)",50,,,,18,6,17,1,8
"Jefes y empleados de oficina (052)",55,,,2,20,11,8,6,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",154,3,1,44,80,4,9,3,10
"Agricult.trabaj. calif.agrop. y pesquros (054)",598,50,2,318,207,6,7,5,3
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",118,3,,35,66,9,5,,
"Obreros. construc., conf., papel, fab., instr (056)",241,2,,60,154,12,7,5,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",406,20,3,176,174,17,10,3,3
"Otra (058)",43,,,,11,8,9,11,4
"Ocupación no especificada (059)",39,6,,15,13,3,,,2
"Mujeres (060)",1091,172,8,389,284,37,122,10,69
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",2,,,,1,1,,,
"Profes., científicos e intelectuales (062)",161,,,,6,12,80,6,57
"Técnicos de nivel medio ytrab.asimilados (063)",34,,,1,6,6,17,1,3
"Jefes y empleados de oficina (064)",25,,,1,9,2,8,1,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",320,43,3,134,117,8,11,,4
"Agricult.trabaj. calif.agrop. y pesquros (066)",108,35,1,51,20,,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",23,11,,7,5,,,,
"Obreros. construc., conf., papel, fab., instr (068)",7,1,,2,4,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",349,71,4,163,102,6,3,,
"Ocupación no especificada (071)",62,11,,30,14,2,2,2,1
,,,,,,,,,
"RURAL (072)",12553,3222,65,7263,1812,48,67,21,55
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",10,,,3,4,1,1,1,
"Profes., científicos e intelectuales (074)",98,,,,11,14,31,1,41
"Técnicos de nivel medio ytrab.asimilados (075)",24,3,,5,5,,8,2,1
"Jefes y empleados de oficina (076)",21,,,3,10,2,3,1,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",196,30,,83,66,3,7,5,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",7078,1644,32,4544,824,12,8,7,7
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",510,190,3,252,64,1,,,
"Obreros. construc., conf., papel, fab., instr (080)",279,15,,147,113,,3,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4227,1305,30,2175,691,15,6,3,2
"Ocupación no especificada (083)",110,35,,51,24,,,,
"Hombres (084)",8585,1458,25,5442,1526,41,45,18,30
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",9,,,3,4,1,1,,
"Profes., científicos e intelectuales (086)",54,,,,6,11,18,1,18
"Técnicos de nivel medio ytrab.asimilados (087)",16,,,3,4,,6,2,1
"Jefes y empleados de oficina (088)",15,,,,9,2,1,1,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",67,4,,25,30,1,3,3,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",6306,1222,20,4255,778,11,7,7,6
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",124,14,,58,51,1,,,
"Obreros. construc., conf., papel, fab., instr (092)",268,10,,142,112,,3,1,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1684,197,5,939,518,14,6,3,2
"Ocupación no especificada (095)",42,11,,17,14,,,,
"Mujeres (096)",3968,1764,40,1821,286,7,22,3,25
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,1,
"Profes., científicos e intelectuales (098)",44,,,,5,3,13,,23
"Técnicos de nivel medio ytrab.asimilados (099)",8,3,,2,1,,2,,
"Jefes y empleados de oficina (100)",6,,,3,1,,2,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",129,26,,58,36,2,4,2,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",772,422,12,289,46,1,1,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",386,176,3,194,13,,,,
"Obreros. construc., conf., papel, fab., instr (104)",11,5,,5,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2543,1108,25,1236,173,1,,,
"Ocupación no especificada (107)",68,24,,34,10,,,,
