"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CAMANA (000)",41536,5460,7840,8654,7621,5656,6305
"Conviviente (001)",11336,99,2064,4117,2822,1380,854
"Separado(a) (002)",1401,4,90,260,357,336,354
"Casado(a) (003)",11868,23,237,1772,3314,3104,3418
"Viudo(a) (004)",1395,2,6,22,93,169,1103
"Divorciado(a) (005)",218,,5,21,42,60,90
"Soltero(a) (006)",15318,5332,5438,2462,993,607,486
"Hombres (008)",21801,2759,4030,4516,4013,3034,3449
"Conviviente (009)",5790,38,743,2078,1574,819,538
"Separado(a) (010)",536,2,10,68,132,128,196
"Casado(a) (011)",6112,14,77,739,1641,1641,2000
"Viudo(a) (012)",431,,,7,27,44,353
"Divorciado(a) (013)",108,,2,10,24,28,44
"Soltero(a) (014)",8824,2705,3198,1614,615,374,318
"Mujeres (016)",19735,2701,3810,4138,3608,2622,2856
"Conviviente (017)",5546,61,1321,2039,1248,561,316
"Separado(a) (018)",865,2,80,192,225,208,158
"Casado(a) (019)",5756,9,160,1033,1673,1463,1418
"Viudo(a) (020)",964,2,6,15,66,125,750
"Divorciado(a) (021)",110,,3,11,18,32,46
"Soltero(a) (022)",6494,2627,2240,848,378,233,168
,,,,,,,
"URBANA (024)",34967,4876,6143,6979,6527,4950,5492
"Conviviente (025)",8698,82,1406,3104,2291,1135,680
"Separado(a) (026)",1235,4,77,233,321,302,298
"Casado(a) (027)",10572,21,197,1568,2952,2787,3047
"Viudo(a) (028)",1233,2,6,18,74,145,988
"Divorciado(a) (029)",199,,2,19,40,57,81
"Soltero(a) (030)",13030,4767,4455,2037,849,524,398
"Hombres (032)",17672,2437,3005,3418,3307,2583,2922
"Conviviente (033)",4306,31,496,1458,1237,662,422
"Separado(a) (034)",444,2,9,62,114,105,152
"Casado(a) (035)",5325,13,60,622,1417,1447,1766
"Viudo(a) (036)",360,,,5,20,34,301
"Divorciado(a) (037)",94,,,8,22,25,39
"Soltero(a) (038)",7143,2391,2440,1263,497,310,242
"Mujeres (040)",17295,2439,3138,3561,3220,2367,2570
"Conviviente (041)",4392,51,910,1646,1054,473,258
"Separado(a) (042)",791,2,68,171,207,197,146
"Casado(a) (043)",5247,8,137,946,1535,1340,1281
"Viudo(a) (044)",873,2,6,13,54,111,687
"Divorciado(a) (045)",105,,2,11,18,32,42
"Soltero(a) (046)",5887,2376,2015,774,352,214,156
,,,,,,,
"RURAL (048)",6569,584,1697,1675,1094,706,813
"Conviviente (049)",2638,17,658,1013,531,245,174
"Separado(a) (050)",166,,13,27,36,34,56
"Casado(a) (051)",1296,2,40,204,362,317,371
"Viudo(a) (052)",162,,,4,19,24,115
"Divorciado(a) (053)",19,,3,2,2,3,9
"Soltero(a) (054)",2288,565,983,425,144,83,88
"Hombres (056)",4129,322,1025,1098,706,451,527
"Conviviente (057)",1484,7,247,620,337,157,116
"Separado(a) (058)",92,,1,6,18,23,44
"Casado(a) (059)",787,1,17,117,224,194,234
"Viudo(a) (060)",71,,,2,7,10,52
"Divorciado(a) (061)",14,,2,2,2,3,5
"Soltero(a) (062)",1681,314,758,351,118,64,76
"Mujeres (064)",2440,262,672,577,388,255,286
"Conviviente (065)",1154,10,411,393,194,88,58
"Separado(a) (066)",74,,12,21,18,11,12
"Casado(a) (067)",509,1,23,87,138,123,137
"Viudo(a) (068)",91,,,2,12,14,63
"Divorciado(a) (069)",5,,1,,,,4
"Soltero(a) (070)",607,251,225,74,26,19,12
