"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAROCHIRI (000)",32373,5468,8891,13638,451,3123,802
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",90,89,,,1,,
"Profes., científicos e intelectuales (002)",1894,1594,,274,19,5,2
"Técnicos de nivel medio y trab. asimilados (003)",1126,756,,305,61,2,2
"Jefes y empleados de oficina (004)",825,821,,2,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3494,814,88,2221,77,290,4
"Agricult.trabaj. calif.agrop. y pesqueros (006)",7213,1,12,7010,188,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",3767,,2798,918,39,12,
"Obreros construc.,conf., papel, fab., instr. (008)",2989,314,1420,1204,35,16,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",10073,828,4322,1409,17,2703,794
"Otra (010)",120,120,,,,,
"Ocupación no especificada (011)",782,131,251,295,14,91,
"Hombres (012)",22050,3105,7931,9392,315,1276,31
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",60,59,,,1,,
"Profes., científicos e intelectuales (014)",927,749,,159,15,3,1
"Técnicos de nivel medio y trab. asimilados (015)",773,499,,224,48,2,
"Jefes y empleados de oficina (016)",427,425,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",1317,431,28,755,29,74,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",5653,1,12,5494,145,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",3416,,2609,767,33,7,
"Obreros construc.,conf., papel, fab., instr. (020)",2928,310,1399,1173,33,13,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",6035,450,3708,693,2,1152,30
"Otra (022)",114,114,,,,,
"Ocupación no especificada (023)",400,67,175,126,9,23,
"Mujeres (024)",10323,2363,960,4246,136,1847,771
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",30,30,,,,,
"Profes., científicos e intelectuales (026)",967,845,,115,4,2,1
"Técnicos de nivel medio y trab. asimilados (027)",353,257,,81,13,,2
"Jefes y empleados de oficina (028)",398,396,,1,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2177,383,60,1466,48,216,4
"Agricult.trabaj. calif.agrop. y pesqueros (030)",1560,,,1516,43,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",351,,189,151,6,5,
"Obreros construc.,conf., papel, fab., instr. (032)",61,4,21,31,2,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",4038,378,614,716,15,1551,764
"Otra (034)",6,6,,,,,
"Ocupación no especificada (035)",382,64,76,169,5,68,
,,,,,,,
"URBANA (036)",21142,4445,5134,8921,291,1779,572
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",74,73,,,1,,
"Profes., científicos e intelectuales (038)",1612,1356,,236,14,4,2
"Técnicos de nivel medio y trab. asimilados (039)",870,587,,225,54,2,2
"Jefes y empleados de oficina (040)",668,666,,2,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2795,642,72,1783,54,241,3
"Agricult.trabaj. calif.agrop. y pesqueros (042)",4073,1,3,3985,83,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2168,,1490,637,30,11,
"Obreros construc.,conf., papel, fab., instr. (044)",2229,266,1016,907,26,14,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",6043,638,2411,962,16,1451,565
"Otra (046)",108,108,,,,,
"Ocupación no especificada (047)",502,108,142,184,13,55,
"Hombres (048)",13613,2424,4500,5812,190,666,21
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",50,49,,,1,,
"Profes., científicos e intelectuales (050)",782,624,,143,12,2,1
"Técnicos de nivel medio y trab. asimilados (051)",566,357,,166,41,2,
"Jefes y empleados de oficina (052)",323,322,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1045,321,20,627,19,58,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",3089,1,3,3027,57,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1882,,1340,511,25,6,
"Obreros construc.,conf., papel, fab., instr. (056)",2185,262,1000,888,24,11,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",3335,330,2029,384,2,570,20
"Otra (058)",103,103,,,,,
"Ocupación no especificada (059)",253,55,108,65,9,16,
"Mujeres (060)",7529,2021,634,3109,101,1113,551
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",24,24,,,,,
"Profes., científicos e intelectuales (062)",830,732,,93,2,2,1
"Técnicos de nivel medio y trab. asimilados (063)",304,230,,59,13,,2
"Jefes y empleados de oficina (064)",345,344,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1750,321,52,1156,35,183,3
"Agricult.trabaj. calif.agrop. y pesqueros (066)",984,,,958,26,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",286,,150,126,5,5,
"Obreros construc.,conf., papel, fab., instr. (068)",44,4,16,19,2,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",2708,308,382,578,14,881,545
"Otra (070)",5,5,,,,,
"Ocupación no especificada (071)",249,53,34,119,4,39,
,,,,,,,
"RURAL (072)",11231,1023,3757,4717,160,1344,230
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",16,16,,,,,
"Profes., científicos e intelectuales (074)",282,238,,38,5,1,
"Técnicos de nivel medio y trab. asimilados (075)",256,169,,80,7,,
"Jefes y empleados de oficina (076)",157,155,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",699,172,16,438,23,49,1
"Agricult.trabaj. calif.agrop. y pesqueros (078)",3140,,9,3025,105,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1599,,1308,281,9,1,
"Obreros construc.,conf., papel, fab., instr. (080)",760,48,404,297,9,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",4030,190,1911,447,1,1252,229
"Otra (082)",12,12,,,,,
"Ocupación no especificada (083)",280,23,109,111,1,36,
"Hombres (084)",8437,681,3431,3580,125,610,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",10,10,,,,,
"Profes., científicos e intelectuales (086)",145,125,,16,3,1,
"Técnicos de nivel medio y trab. asimilados (087)",207,142,,58,7,,
"Jefes y empleados de oficina (088)",104,103,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",272,110,8,128,10,16,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",2564,,9,2467,88,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",1534,,1269,256,8,1,
"Obreros construc.,conf., papel, fab., instr. (092)",743,48,399,285,9,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2700,120,1679,309,,582,10
"Otra (094)",11,11,,,,,
"Ocupación no especificada (095)",147,12,67,61,,7,
