"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia QUISPICANCHI (000)",26385,3551,49,12230,7474,670,1010,487,914
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",57,1,,4,12,4,13,7,16
"Profes., científicos e intelectuales (002)",880,,,,39,49,233,40,519
"Técnicos de nivel medio ytrab.asimilados (003)",422,4,,23,63,67,168,43,54
"Jefes y empleados de oficina (004)",376,,,13,141,52,79,35,56
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2144,142,3,680,950,108,115,77,69
"Agricult.trabaj. calif.agrop. y pesquros (006)",9384,1757,15,5918,1578,28,23,35,30
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1919,138,5,644,833,92,124,50,33
"Obreros. construc., conf., papel, fab., instr (008)",2469,53,1,647,1443,114,99,75,37
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",7616,1298,22,3939,2082,103,71,57,44
"Otra (010)",210,,,,41,26,58,55,30
"Ocupación no especificada (011)",908,158,3,362,292,27,27,13,26
"Hombres (012)",17818,1384,25,8603,5741,441,667,360,597
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",43,1,,3,9,4,6,6,14
"Profes., científicos e intelectuales (014)",502,,,,18,31,112,26,315
"Técnicos de nivel medio ytrab.asimilados (015)",291,2,,8,46,49,115,29,42
"Jefes y empleados de oficina (016)",223,,,12,99,22,37,24,29
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",714,11,,186,363,32,54,27,41
"Agricult.trabaj. calif.agrop. y pesquros (018)",7703,1017,10,5147,1433,22,20,30,24
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1225,30,1,384,564,67,110,41,28
"Obreros. construc., conf., papel, fab., instr (020)",2355,42,1,605,1396,109,98,72,32
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",4098,258,11,2077,1571,62,47,44,28
"Otra (022)",202,,,,38,26,56,55,27
"Ocupación no especificada (023)",462,23,2,181,204,17,12,6,17
"Mujeres (024)",8567,2167,24,3627,1733,229,343,127,317
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",14,,,1,3,,7,1,2
"Profes., científicos e intelectuales (026)",378,,,,21,18,121,14,204
"Técnicos de nivel medio ytrab.asimilados (027)",131,2,,15,17,18,53,14,12
"Jefes y empleados de oficina (028)",153,,,1,42,30,42,11,27
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1430,131,3,494,587,76,61,50,28
"Agricult.trabaj. calif.agrop. y pesquros (030)",1681,740,5,771,145,6,3,5,6
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",694,108,4,260,269,25,14,9,5
"Obreros. construc., conf., papel, fab., instr (032)",114,11,,42,47,5,1,3,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",3518,1040,11,1862,511,41,24,13,16
"Otra (034)",8,,,,3,,2,,3
"Ocupación no especificada (035)",446,135,1,181,88,10,15,7,9
,,,,,,,,,
"URBANA (036)",11004,633,18,3279,4547,542,836,412,737
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",46,1,,3,8,4,12,6,12
