"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CUSCO (000)",154514,61658,14278,62667,4186,6720,5005
"Agric., ganadería, caza y silvicultura (001)",6172,164,933,3819,166,1090,
"Pesca (002)",7,4,1,2,,,
"Explotación de minas y canteras (003)",317,113,148,39,17,,
"Industrias manufactureras (004)",13044,788,2205,8809,710,532,
"Suministro de electricidad, gas y agua (005)",423,263,122,35,1,2,
"Construcción (006)",11494,920,7129,3086,265,94,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",36973,7990,636,23532,1290,3525,
"Venta, mant.y rep. veh.autom.y motoc. (008)",3280,453,386,2072,236,133,
"Comercio al por mayor (009)",1841,935,102,582,97,125,
"Comercio al por menor (010)",31852,6602,148,20878,957,3267,
"Hoteles y restaurantes (011)",13248,7090,262,4848,478,570,
"Trans., almac. y comunicaciones (012)",17616,7102,861,9016,430,207,
"Intermediación financiera (013)",1220,1142,4,56,18,,
"Activid.inmobil., empres. y alquileres (014)",11434,7240,183,3512,412,87,
"Admin.pub. y defensa; p. segur.soc.afil (015)",7148,6502,646,,,,
"Enseñanza (016)",13248,11788,18,1330,61,51,
"Servicios sociales y de salud (017)",5071,4162,29,809,56,15,
"Otras activ. serv.comun.soc y personales (018)",6423,3284,340,2517,155,127,
"Hogares privados con servicio doméstico (019)",5005,,,,,,5005
"Organiz. y organos extraterritoriales (020)",4,4,,,,,
"Actividad economica no especificada (021)",5667,3102,761,1257,127,420,
"Hombres (022)",85755,32533,12829,34969,2589,2473,362
"Agric., ganadería, caza y silvicultura (023)",4594,131,757,3058,115,533,
"Pesca (024)",5,2,1,2,,,
"Explotación de minas y canteras (025)",286,91,143,36,16,,
"Industrias manufactureras (026)",8722,501,1714,5684,491,332,
"Suministro de electricidad, gas y agua (027)",363,209,118,34,1,1,
"Construcción (028)",11099,780,6982,3005,246,86,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",14771,3595,592,9023,667,894,
"Venta, mant.y rep. veh.autom.y motoc. (030)",2969,363,367,1935,212,92,
"Comercio al por mayor (031)",1078,573,89,300,67,49,
"Comercio al por menor (032)",10724,2659,136,6788,388,753,
"Hoteles y restaurantes (033)",4941,3542,158,826,200,215,
"Trans., almac. y comunicaciones (034)",14001,4897,775,7884,305,140,
"Intermediación financiera (035)",608,566,2,30,10,,
"Activid.inmobil., empres. y alquileres (036)",7254,4387,148,2381,301,37,
"Admin.pub. y defensa; p. segur.soc.afil (037)",5080,4582,498,,,,
"Enseñanza (038)",5421,4753,16,602,32,18,
"Servicios sociales y de salud (039)",1667,1213,14,407,29,4,
"Otras activ. serv.comun.soc y personales (040)",3522,1747,270,1337,103,65,
"Hogares privados con servicio doméstico (041)",362,,,,,,362
"Organiz. y organos extraterritoriales (042)",3,3,,,,,
"Actividad economica no especificada (043)",3056,1534,641,660,73,148,
"Mujeres (044)",68759,29125,1449,27698,1597,4247,4643
"Agric., ganadería, caza y silvicultura (045)",1578,33,176,761,51,557,
"Pesca (046)",2,2,,,,,
"Explotación de minas y canteras (047)",31,22,5,3,1,,
"Industrias manufactureras (048)",4322,287,491,3125,219,200,
"Suministro de electricidad, gas y agua (049)",60,54,4,1,,1,
"Construcción (050)",395,140,147,81,19,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",22202,4395,44,14509,623,2631,
"Venta, mant.y rep. veh.autom.y motoc. (052)",311,90,19,137,24,41,
"Comercio al por mayor (053)",763,362,13,282,30,76,
"Comercio al por menor (054)",21128,3943,12,14090,569,2514,
"Hoteles y restaurantes (055)",8307,3548,104,4022,278,355,
"Trans., almac. y comunicaciones (056)",3615,2205,86,1132,125,67,
"Intermediación financiera (057)",612,576,2,26,8,,
"Activid.inmobil., empres. y alquileres (058)",4180,2853,35,1131,111,50,
"Admin.pub. y defensa; p. segur.soc.afil (059)",2068,1920,148,,,,
"Enseñanza (060)",7827,7035,2,728,29,33,
"Servicios sociales y de salud (061)",3404,2949,15,402,27,11,
"Otras activ. serv.comun.soc y personales (062)",2901,1537,70,1180,52,62,
"Hogares privados con servicio doméstico (063)",4643,,,,,,4643
"Organiz. y organos extraterritoriales (064)",1,1,,,,,
"Actividad economica no especificada (065)",2611,1568,120,597,54,272,
,,,,,,,
"URBANA (066)",149075,61093,13380,59525,4092,6054,4931
"Agric., ganadería, caza y silvicultura (067)",3552,162,736,2018,118,518,
"Pesca (068)",7,4,1,2,,,
"Explotación de minas y canteras (069)",270,110,107,36,17,,
"Industrias manufactureras (070)",12669,783,2091,8586,699,510,
"Suministro de electricidad, gas y agua (071)",414,262,116,33,1,2,
"Construcción (072)",10900,912,6724,2923,253,88,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",36318,7877,622,23062,1274,3483,
"Venta, mant.y rep. veh.autom.y motoc. (074)",3199,440,375,2021,230,133,
"Comercio al por mayor (075)",1816,924,100,573,97,122,
"Comercio al por menor (076)",31303,6513,147,20468,947,3228,
"Hoteles y restaurantes (077)",12983,6984,260,4703,474,562,
"Trans., almac. y comunicaciones (078)",17270,7007,820,8808,429,206,
"Intermediación financiera (079)",1218,1140,4,56,18,,
"Activid.inmobil., empres. y alquileres (080)",11339,7180,180,3482,411,86,
"Admin.pub. y defensa; p. segur.soc.afil (081)",7067,6450,617,,,,
"Enseñanza (082)",13192,11746,18,1316,61,51,
"Servicios sociales y de salud (083)",5043,4143,28,801,56,15,
"Otras activ. serv.comun.soc y personales (084)",6346,3251,328,2486,154,127,
"Hogares privados con servicio doméstico (085)",4931,,,,,,4931
"Organiz. y organos extraterritoriales (086)",4,4,,,,,
"Actividad economica no especificada (087)",5552,3078,728,1213,127,406,
"Hombres (088)",81917,32189,11999,32676,2519,2181,353
"Agric., ganadería, caza y silvicultura (089)",2582,130,585,1513,78,276,
"Pesca (090)",5,2,1,2,,,
"Explotación de minas y canteras (091)",239,88,102,33,16,,
"Industrias manufactureras (092)",8467,497,1627,5542,484,317,
"Suministro de electricidad, gas y agua (093)",354,208,112,32,1,1,
"Construcción (094)",10512,774,6581,2842,234,81,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",14524,3538,578,8864,657,887,
"Venta, mant.y rep. veh.autom.y motoc. (096)",2897,353,356,1890,206,92,
"Comercio al por mayor (097)",1062,565,87,296,67,47,
"Comercio al por menor (098)",10565,2620,135,6678,384,748,
"Hoteles y restaurantes (099)",4883,3499,157,813,199,215,
"Trans., almac. y comunicaciones (100)",13674,4813,736,7682,304,139,
"Intermediación financiera (101)",607,565,2,30,10,,
"Activid.inmobil., empres. y alquileres (102)",7185,4343,146,2360,300,36,
"Admin.pub. y defensa; p. segur.soc.afil (103)",5014,4545,469,,,,
"Enseñanza (104)",5391,4728,16,597,32,18,
"Servicios sociales y de salud (105)",1658,1208,13,404,29,4,
"Otras activ. serv.comun.soc y personales (106)",3471,1723,258,1323,102,65,
