"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MARISCAL NIETO (000)",20556,19273,105,5471,5632,3366,3092,1147,367,93,1283,51796
"De 12 a 14 años (001)",24,8,1,6,1,,,,,,16,8
"De 15 a 19 años (002)",347,282,6,240,28,6,2,,,,65,322
"De 20 a 24 años (003)",1859,1425,10,1076,298,32,6,3,,,434,1813
"De 25 a 29 años (004)",2633,2249,18,1268,763,162,38,,,,384,3435
"De 30 a 34 años (005)",2660,2523,13,918,1049,409,122,11,,1,137,4839
"De 35 a 39 años (006)",2785,2692,8,702,1114,533,292,34,8,1,93,6081
"De 40 a 44 años (007)",2311,2269,5,401,792,568,407,89,7,,42,6059
"De 45 a 49 años (008)",1872,1838,9,265,534,476,434,95,23,2,34,5464
"De 50 y más años (009)",6065,5987,35,595,1053,1180,1791,915,329,89,78,23775
"Conviviente (010)",6278,6096,43,2380,1926,850,636,193,62,6,182,13381
"De 12 a 14 años (011)",21,6,1,5,,,,,,,15,5
"De 15 a 19 años (012)",215,168,5,146,15,2,,,,,47,182
"De 20 a 24 años (013)",981,939,7,677,220,27,5,3,,,42,1238
"De 25 a 29 años (014)",1317,1279,13,686,457,97,26,,,,38,1998
"De 30 a 34 años (015)",1173,1159,7,403,475,208,61,5,,,14,2271
"De 35 a 39 años (016)",947,937,,242,379,175,121,16,4,,10,2191
"De 40 a 44 años (017)",579,575,2,96,165,143,130,34,5,,4,1675
"De 45 a 49 años (018)",352,348,4,51,88,83,86,29,7,,4,1091
"De 50 y más años (019)",693,685,4,74,127,115,207,106,46,6,8,2730
"Separado(a) (020)",1606,1569,8,488,430,268,258,86,26,5,37,4105
"De 15 a 19 años (022)",29,18,,15,2,1,,,,,11,22
"De 20 a 24 años (023)",87,78,,63,13,2,,,,,9,95
