"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ILO (000)",28096,9004,6042,9216,535,681,648,1970
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",72,62,,,10,,,
"Profes., científicos e intelectuales (002)",2761,2327,,371,58,5,,
"Técnicos de nivel medio y trab. asimilados (003)",2406,1661,,610,130,4,1,
"Jefes y empleados de oficina (004)",1718,1703,,7,,8,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4868,1555,62,2775,118,358,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1721,1,712,922,74,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2944,,1802,1042,69,31,,
"Obreros construc.,conf.,papel, fab., instr. (008)",3347,372,1280,1639,42,14,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",5194,855,1931,1550,16,195,647,
"Otra (010)",278,278,,,,,,
"Ocupaciñn no especificada (011)",817,190,255,300,18,54,,
"Desocupado (012)",1970,,,,,,,1970
"Hombres (013)",17746,4894,5566,5339,356,256,34,1301
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",49,42,,,7,,,
"Profes., científicos e intelectuales (015)",1285,1055,,187,41,2,,
"Técnicos de nivel medio y trab. asimilados (016)",1531,1065,,375,87,4,,
"Jefes y empleados de oficina (017)",745,740,,3,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1873,912,18,832,41,70,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1658,1,702,871,73,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",2640,,1727,839,51,23,,
"Obreros construc.,conf.,papel, fab., instr. (021)",3275,360,1257,1603,42,13,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",2659,362,1659,491,4,109,34,
"Otra (023)",261,261,,,,,,
"Ocupaciñn no especificada (024)",469,96,203,138,10,22,,
"Desocupado (025)",1301,,,,,,,1301
"Mujeres (026)",10350,4110,476,3877,179,425,614,669
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",23,20,,,3,,,
"Profes., científicos e intelectuales (028)",1476,1272,,184,17,3,,
"Técnicos de nivel medio y trab. asimilados (029)",875,596,,235,43,,1,
"Jefes y empleados de oficina (030)",973,963,,4,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2995,643,44,1943,77,288,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",63,,10,51,1,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",304,,75,203,18,8,,
"Obreros construc.,conf.,papel, fab., instr. (034)",72,12,23,36,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",2535,493,272,1059,12,86,613,
"Otra (036)",17,17,,,,,,
"Ocupaciñn no especificada (037)",348,94,52,162,8,32,,
"Desocupado (038)",669,,,,,,,669
,,,,,,,,
"URBANA (039)",27758,8835,5962,9148,534,666,646,1967
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",68,58,,,10,,,
"Profes., científicos e intelectuales (041)",2747,2313,,371,58,5,,
"Técnicos de nivel medio y trab. asimilados (042)",2390,1646,,609,130,4,1,
"Jefes y empleados de oficina (043)",1708,1693,,7,,8,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",4841,1539,62,2766,118,356,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1663,1,704,873,73,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",2928,,1790,1039,69,30,,
"Obreros construc.,conf.,papel, fab., instr. (047)",3326,363,1269,1638,42,14,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",5121,845,1882,1550,16,183,645,
"Otra (049)",190,190,,,,,,
"Ocupaciñn no especificada (050)",809,187,255,295,18,54,,
"Desocupado (051)",1967,,,,,,,1967
"Hombres (052)",17472,4749,5489,5297,355,249,34,1299
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",47,40,,,7,,,
"Profes., científicos e intelectuales (054)",1277,1047,,187,41,2,,
"Técnicos de nivel medio y trab. asimilados (055)",1519,1054,,374,87,4,,
"Jefes y empleados de oficina (056)",739,734,,3,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",1852,896,18,828,41,69,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1617,1,694,839,72,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",2626,,1716,837,51,22,,
"Obreros construc.,conf.,papel, fab., instr. (060)",3254,351,1246,1602,42,13,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",2600,355,1612,491,4,104,34,
"Otra (062)",178,178,,,,,,
"Ocupaciñn no especificada (063)",464,93,203,136,10,22,,
"Desocupado (064)",1299,,,,,,,1299
"Mujeres (065)",10286,4086,473,3851,179,417,612,668
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",21,18,,,3,,,
"Profes., científicos e intelectuales (067)",1470,1266,,184,17,3,,
"Técnicos de nivel medio y trab. asimilados (068)",871,592,,235,43,,1,
"Jefes y empleados de oficina (069)",969,959,,4,,6,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2989,643,44,1938,77,287,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",46,,10,34,1,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",302,,74,202,18,8,,
"Obreros construc.,conf.,papel, fab., instr. (073)",72,12,23,36,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",2521,490,270,1059,12,79,611,
"Otra (075)",12,12,,,,,,
"Ocupaciñn no especificada (076)",345,94,52,159,8,32,,
"Desocupado (077)",668,,,,,,,668
,,,,,,,,
"RURAL (078)",338,169,80,68,1,15,2,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",4,4,,,,,,
"Profes., científicos e intelectuales (080)",14,14,,,,,,
"Técnicos de nivel medio y trab. asimilados (081)",16,15,,1,,,,
"Jefes y empleados de oficina (082)",10,10,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",27,16,,9,,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",58,,8,49,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",16,,12,3,,1,,
"Obreros construc.,conf.,papel, fab., instr. (086)",21,9,11,1,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",73,10,49,,,12,2,
"Otra (088)",88,88,,,,,,
"Ocupaciñn no especificada (089)",8,3,,5,,,,
"Desocupado (090)",3,,,,,,,3
"Hombres (091)",274,145,77,42,1,7,,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",8,8,,,,,,
"Técnicos de nivel medio y trab. asimilados (094)",12,11,,1,,,,
"Jefes y empleados de oficina (095)",6,6,,,,,,
