"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TACNA (000)",113629,79029,10257,9761,14582
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",293,42,64,69,118
"Profes., científicos e intelectuales (002)",13276,3159,1760,3561,4796
"Técnicos de nivel medio y trab. asimilados (003)",6721,3312,868,990,1551
"Jefes y empleados de oficina (004)",6336,1471,792,967,3106
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",25236,21978,1721,886,651
"Agricult.trabaj.calif.agrop.y pesqueros (006)",5972,5517,412,32,11
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",9958,7726,1079,693,460
"Obreros construc.,conf.,papel, fab., instr. (008)",13507,10417,1110,1022,958
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",28125,23331,2172,1327,1295
"Otra (010)",1473,,,,1473
"Ocupación no especificada (011)",2732,2076,279,214,163
"Hombres (012)",64978,43687,6527,5680,9084
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",198,27,48,44,79
"Profes., científicos e intelectuales (014)",6203,1662,724,1437,2380
"Técnicos de nivel medio y trab. asimilados (015)",4163,2124,580,631,828
"Jefes y empleados de oficina (016)",2928,613,315,439,1561
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",9739,7678,925,606,530
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4399,4091,279,21,8
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",8370,6586,936,500,348
"Obreros construc.,conf.,papel, fab., instr. (020)",13081,10078,1081,988,934
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",13111,9828,1450,874,959
"Otra (022)",1358,,,,1358
"Ocupación no especificada (023)",1428,1000,189,140,99
"Mujeres (024)",48651,35342,3730,4081,5498
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",95,15,16,25,39
"Profes., científicos e intelectuales (026)",7073,1497,1036,2124,2416
"Técnicos de nivel medio y trab. asimilados (027)",2558,1188,288,359,723
"Jefes y empleados de oficina (028)",3408,858,477,528,1545
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",15497,14300,796,280,121
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1573,1426,133,11,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",1588,1140,143,193,112
