"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obreros construc.,conf.,papel, fab., instr. (032)",426,339,29,34,24
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",15014,13503,722,453,336
"Otra (034)",115,,,,115
"Ocupación no especificada (035)",1304,1076,90,74,64
,,,,,
"URBANA (036)",105217,72133,9587,9404,14093
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",282,42,63,67,110
"Profes., científicos e intelectuales (038)",13080,3103,1722,3509,4746
"Técnicos de nivel medio y trab. asimilados (039)",6596,3249,854,976,1517
"Jefes y empleados de oficina (040)",6213,1447,778,952,3036
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",24702,21510,1693,870,629
"Agricult.trabaj.calif.agrop.y pesqueros (042)",3189,2833,323,25,8
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",9747,7571,1058,677,441
"Obreros construc.,conf.,papel, fab., instr. (044)",13111,10150,1086,987,888
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",24220,20212,1754,1133,1121
"Otra (046)",1437,,,,1437
"Ocupación no especificada (047)",2640,2016,256,208,160
"Hombres (048)",59401,39168,6056,5444,8733
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",190,27,47,42,74
"Profes., científicos e intelectuales (050)",6114,1632,710,1409,2363
"Técnicos de nivel medio y trab. asimilados (051)",4076,2083,566,620,807
"Jefes y empleados de oficina (052)",2871,605,310,432,1524
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",9525,7511,910,592,512
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2281,2050,207,18,6
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",8197,6461,917,489,330
"Obreros construc.,conf.,papel, fab., instr. (056)",12699,9820,1058,954,867
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",10748,8005,1161,752,830
"Otra (058)",1323,,,,1323
"Ocupación no especificada (059)",1377,974,170,136,97
"Mujeres (060)",45816,32965,3531,3960,5360
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",92,15,16,25,36
"Profes., científicos e intelectuales (062)",6966,1471,1012,2100,2383
"Técnicos de nivel medio y trab. asimilados (063)",2520,1166,288,356,710
"Jefes y empleados de oficina (064)",3342,842,468,520,1512
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",15177,13999,783,278,117
"Agricult.trabaj.calif.agrop.y pesqueros (066)",908,783,116,7,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",1550,1110,141,188,111
"Obreros construc.,conf.,papel, fab., instr. (068)",412,330,28,33,21
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",13472,12207,593,381,291
"Otra (070)",114,,,,114
"Ocupación no especificada (071)",1263,1042,86,72,63
,,,,,
"RURAL (072)",8412,6896,670,357,489
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,,1,2,8
"Profes., científicos e intelectuales (074)",196,56,38,52,50
"Técnicos de nivel medio y trab. asimilados (075)",125,63,14,14,34
"Jefes y empleados de oficina (076)",123,24,14,15,70
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",534,468,28,16,22
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2783,2684,89,7,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",211,155,21,16,19
"Obreros construc.,conf.,papel, fab., instr. (080)",396,267,24,35,70
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3905,3119,418,194,174
"Otra (082)",36,,,,36
"Ocupación no especificada (083)",92,60,23,6,3
"Hombres (084)",5577,4519,471,236,351
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,,1,2,5
"Profes., científicos e intelectuales (086)",89,30,14,28,17
"Técnicos de nivel medio y trab. asimilados (087)",87,41,14,11,21
"Jefes y empleados de oficina (088)",57,8,5,7,37
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",214,167,15,14,18
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2118,2041,72,3,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",173,125,19,11,18
"Obreros construc.,conf.,papel, fab., instr. (092)",382,258,23,34,67
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2363,1823,289,122,129
"Otra (094)",35,,,,35
"Ocupación no especificada (095)",51,26,19,4,2
"Mujeres (096)",2835,2377,199,121,138
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,,,,3
"Profes., científicos e intelectuales (098)",107,26,24,24,33
"Técnicos de nivel medio y trab. asimilados (099)",38,22,,3,13
"Jefes y empleados de oficina (100)",66,16,9,8,33
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",320,301,13,2,4
"Agricult.trabaj.calif.agrop.y pesqueros (102)",665,643,17,4,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",38,30,2,5,1
"Obreros construc.,conf.,papel, fab., instr. (104)",14,9,1,1,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1542,1296,129,72,45
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",41,34,4,2,1
