"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MARAÑON (000)",8605,27318,23175,,652,84.8,2.4
"De 12 a 14 años (001)",1094,7,7,,1,100,14.3
"De 15 a 19 años (002)",1259,289,283,92,97.9,31.8,
"De 20 a 24 años (003)",981,1230,1178,153,95.8,12.4,
"De 25 a 29 años (004)",840,1944,1836,133,94.4,6.8,
"De 30 a 34 años (005)",798,2766,2532,123,91.5,4.4,
"De 35 a 39 años (006)",784,3648,3303,94,90.5,2.6,
"De 40 a 44 años (007)",580,3276,2939,48,89.7,1.5,
"De 45 a 49 años (008)",524,3230,2764,8,85.6,0.2,
"De 50 y más años (009)",1745,10928,8333,,76.3,,
"Conviviente (010)",3321,12247,10810,447,88.3,3.6,
"De 12 a 14 años (011)",17,4,4,1,100,25,
"De 15 a 19 años (012)",270,216,213,67,98.6,31,
"De 20 a 24 años (013)",625,979,933,120,95.3,12.3,
"De 25 a 29 años (014)",532,1359,1281,102,94.3,7.5,
"De 30 a 34 años (015)",471,1715,1562,79,91.1,4.6,
"De 35 a 39 años (016)",417,1977,1796,51,90.8,2.6,
"De 40 a 44 años (017)",285,1637,1492,23,91.1,1.4,
"De 45 a 49 años (018)",227,1413,1229,4,87,0.3,
"De 50 y más años (019)",477,2947,2300,,78,,
"Separado(a) (020)",347,1028,912,27,88.7,2.6,
"De 12 a 14 años (021)",2,1,1,,100,,
"De 15 a 19 años (022)",27,27,27,7,100,25.9,
"De 20 a 24 años (023)",47,63,63,9,100,14.3,
"De 25 a 29 años (024)",53,94,87,6,92.6,6.4,
"De 30 a 34 años (025)",48,123,112,2,91.1,1.6,
"De 35 a 39 años (026)",45,161,142,3,88.2,1.9,
"De 40 a 44 años (027)",31,109,98,,89.9,,
"De 45 a 49 años (028)",24,113,105,,92.9,,
"De 50 y más años (029)",70,337,277,,82.2,,
"Casado(a) (030)",1740,9877,8295,141,84,1.4,
"De 15 a 19 años (032)",13,14,13,6,92.9,42.9,
"De 20 a 24 años (033)",68,121,119,12,98.3,9.9,
"De 25 a 29 años (034)",131,388,370,21,95.4,5.4,
"De 30 a 34 años (035)",209,831,769,37,92.5,4.5,
"De 35 a 39 años (036)",263,1333,1203,39,90.2,2.9,
"De 40 a 44 años (037)",218,1366,1203,22,88.1,1.6,
