"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agricult.trabaj. calif. agrop. y pesqueros (032)",3665,17,576,1051,1368,653
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",4417,40,1833,1522,896,126
"Obreros construc., conf., papel, fab., instr. (034)",907,17,346,349,179,16
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",21094,779,6799,7035,5403,1078
"Otra (036)",118,,82,32,4,
"Ocupación no especificada (037)",1776,30,616,596,418,116
"Desocupado (038)",3293,36,1955,972,304,26
,,,,,,
"URBANA (039)",162430,2232,54047,59087,40158,6906
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",403,,24,165,193,21
"Profes., científicos e intelectuales (041)",25437,,5514,12283,7235,405
"Técnicos de nivel medio y trab.asimilados (042)",10757,15,4235,4048,2241,218
"Jefes y empleados de oficina (043)",7236,,3070,2567,1542,57
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",31570,371,10718,11118,7876,1487
"Agricult.trabaj. calif. agrop. y pesqueros (045)",7827,39,1112,2296,2922,1458
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",16243,178,6326,5356,3717,666
"Obreros construc., conf., papel, fab., instr. (047)",16573,48,5365,6664,4033,463
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",34400,1457,12202,10683,8296,1762
"Otra (049)",1253,,300,677,275,1
"Ocupación no especificada (050)",2924,45,1083,949,660,187
"Desocupado (051)",7807,79,4098,2281,1168,181
"Hombres (052)",93028,1338,30674,33088,23515,4413
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",294,,20,118,141,15
"Profes., científicos e intelectuales (054)",13111,,2466,6043,4266,336
"Técnicos de nivel medio y trab.asimilados (055)",6819,14,2520,2606,1506,173
"Jefes y empleados de oficina (056)",3209,,1102,1212,849,46
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",12854,187,4676,4312,2975,704
"Agricult.trabaj. calif. agrop. y pesqueros (058)",5360,30,773,1537,1997,1023
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",12217,140,4691,3965,2879,542
"Obreros construc., conf., papel, fab., instr. (060)",15900,40,5119,6403,3889,449
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",16116,859,6291,4504,3578,884
"Otra (062)",1135,,218,645,271,1
"Ocupación no especificada (063)",1306,23,520,399,283,81
"Desocupado (064)",4707,45,2278,1344,881,159
"Mujeres (065)",69402,894,23373,25999,16643,2493
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",109,,4,47,52,6
"Profes., científicos e intelectuales (067)",12326,,3048,6240,2969,69
"Técnicos de nivel medio y trab.asimilados (068)",3938,1,1715,1442,735,45
"Jefes y empleados de oficina (069)",4027,,1968,1355,693,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",18716,184,6042,6806,4901,783
"Agricult.trabaj. calif. agrop. y pesqueros (071)",2467,9,339,759,925,435
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",4026,38,1635,1391,838,124
"Obreros construc., conf., papel, fab., instr. (073)",673,8,246,261,144,14
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",18284,598,5911,6179,4718,878
"Otra (075)",118,,82,32,4,
"Ocupación no especificada (076)",1618,22,563,550,377,106
"Desocupado (077)",3100,34,1820,937,287,22
,,,,,,
"RURAL (078)",18314,524,5901,5699,4608,1582
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",19,,8,6,4,1
"Profes., científicos e intelectuales (080)",560,,166,261,130,3
"Técnicos de nivel medio y trab.asimilados (081)",252,,114,82,49,7
"Jefes y empleados de oficina (082)",110,,62,28,20,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1230,15,488,395,267,65
"Agricult.trabaj. calif. agrop. y pesqueros (084)",6143,22,1185,1871,2064,1001
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",1331,15,598,425,263,30
"Obreros construc., conf., papel, fab., instr. (086)",1563,23,562,609,345,24
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",6035,416,2197,1728,1296,398
"Otra (088)",25,,5,10,9,1
"Ocupación no especificada (089)",298,21,95,88,67,27
"Desocupado (090)",748,12,421,196,94,25
"Hombres (091)",12189,306,3817,3853,3113,1100
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",17,,6,6,4,1
"Profes., científicos e intelectuales (093)",308,,76,142,87,3
"Técnicos de nivel medio y trab.asimilados (094)",182,,72,62,42,6
"Jefes y empleados de oficina (095)",59,,24,18,17,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",464,7,187,146,104,20
"Agricult.trabaj. calif. agrop. y pesqueros (097)",4945,14,948,1579,1621,783
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",940,13,400,294,205,28
"Obreros construc., conf., papel, fab., instr. (099)",1329,14,462,521,310,22
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",3225,235,1309,872,611,198
"Otra (101)",25,,5,10,9,1
"Ocupación no especificada (102)",140,13,42,42,26,17
"Desocupado (103)",555,10,286,161,77,21
"Mujeres (104)",6125,218,2084,1846,1495,482
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",2,,2,,,
"Profes., científicos e intelectuales (106)",252,,90,119,43,
"Técnicos de nivel medio y trab.asimilados (107)",70,,42,20,7,1
"Jefes y empleados de oficina (108)",51,,38,10,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",766,8,301,249,163,45
"Agricult.trabaj. calif. agrop. y pesqueros (110)",1198,8,237,292,443,218
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",391,2,198,131,58,2
"Obreros construc., conf., papel, fab., instr. (112)",234,9,100,88,35,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",2810,181,888,856,685,200
"Ocupación no especificada (115)",158,8,53,46,41,10
"Desocupado (116)",193,2,135,35,17,4
