"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CONCEPCION (000)",43960,7150,8043,7948,6924,5043,8852
"Conviviente (001)",9482,113,1781,3701,2330,934,623
"Separado(a) (002)",1313,15,156,251,313,235,343
"Casado(a) (003)",13675,18,318,1843,3274,3084,5138
"Viudo(a) (004)",2544,3,20,48,154,306,2013
"Divorciado(a) (005)",163,,4,8,31,43,77
"Soltero(a) (006)",16783,7001,5764,2097,822,441,658
"Hombres (008)",21113,3652,4038,3847,3212,2315,4049
"Conviviente (009)",4589,53,676,1813,1213,492,342
"Separado(a) (010)",256,5,17,37,49,56,92
"Casado(a) (011)",6706,6,102,796,1517,1508,2777
"Viudo(a) (012)",620,2,8,8,33,55,514
"Divorciado(a) (013)",55,,1,,5,18,31
"Soltero(a) (014)",8887,3586,3234,1193,395,186,293
"Mujeres (016)",22847,3498,4005,4101,3712,2728,4803
"Conviviente (017)",4893,60,1105,1888,1117,442,281
"Separado(a) (018)",1057,10,139,214,264,179,251
"Casado(a) (019)",6969,12,216,1047,1757,1576,2361
"Viudo(a) (020)",1924,1,12,40,121,251,1499
"Divorciado(a) (021)",108,,3,8,26,25,46
"Soltero(a) (022)",7896,3415,2530,904,427,255,365
,,,,,,,
"URBANA (024)",23454,3608,4382,4148,3743,2773,4800
"Conviviente (025)",4800,57,792,1825,1262,533,331
"Separado(a) (026)",774,4,70,146,195,139,220
"Casado(a) (027)",7014,9,135,832,1655,1633,2750
"Viudo(a) (028)",1320,1,10,23,79,163,1044
"Divorciado(a) (029)",89,,1,6,14,25,43
"Soltero(a) (030)",9457,3537,3374,1316,538,280,412
"Hombres (032)",10961,1864,2140,1890,1656,1226,2185
"Conviviente (033)",2219,29,275,820,642,271,182
"Separado(a) (034)",150,2,9,21,26,29,63
"Casado(a) (035)",3357,3,39,326,717,783,1489
"Viudo(a) (036)",306,,4,2,16,26,258
"Divorciado(a) (037)",31,,,,1,10,20
"Soltero(a) (038)",4898,1830,1813,721,254,107,173
"Mujeres (040)",12493,1744,2242,2258,2087,1547,2615
"Conviviente (041)",2581,28,517,1005,620,262,149
"Separado(a) (042)",624,2,61,125,169,110,157
"Casado(a) (043)",3657,6,96,506,938,850,1261
"Viudo(a) (044)",1014,1,6,21,63,137,786
"Divorciado(a) (045)",58,,1,6,13,15,23
"Soltero(a) (046)",4559,1707,1561,595,284,173,239
,,,,,,,
"RURAL (048)",20506,3542,3661,3800,3181,2270,4052
"Conviviente (049)",4682,56,989,1876,1068,401,292
"Separado(a) (050)",539,11,86,105,118,96,123
"Casado(a) (051)",6661,9,183,1011,1619,1451,2388
"Viudo(a) (052)",1224,2,10,25,75,143,969
"Divorciado(a) (053)",74,,3,2,17,18,34
"Soltero(a) (054)",7326,3464,2390,781,284,161,246
"Hombres (056)",10152,1788,1898,1957,1556,1089,1864
"Conviviente (057)",2370,24,401,993,571,221,160
"Separado(a) (058)",106,3,8,16,23,27,29
"Casado(a) (059)",3349,3,63,470,800,725,1288
"Viudo(a) (060)",314,2,4,6,17,29,256
"Divorciado(a) (061)",24,,1,,4,8,11
"Soltero(a) (062)",3989,1756,1421,472,141,79,120
"Mujeres (064)",10354,1754,1763,1843,1625,1181,2188
"Conviviente (065)",2312,32,588,883,497,180,132
"Separado(a) (066)",433,8,78,89,95,69,94
"Casado(a) (067)",3312,6,120,541,819,726,1100
"Viudo(a) (068)",910,,6,19,58,114,713
"Divorciado(a) (069)",50,,2,2,13,10,23
"Soltero(a) (070)",3337,1708,969,309,143,82,126
